Channel_ID,Channel_Name,Date_Added,Processing_Status,Embedding_Score,LLM_Score,niche
UCcth5uVYORmu5Cu15ZjpzuQ,The Civil Rights Lawyer,2025-10-31T14:04:59.170067,scored,0.51,0.67,Civil Rights - Documentary
UC1SNzhAmC87xSj9R-8YvdWw,howtofunda,2025-10-31T14:04:59.170067,filtered_country_IN,,,
UC_t6-oNbYJ4DWfp7BRYrHIw,more to mihika ,2025-10-31T14:04:59.170067,filtered_country_IN,,,
UCMe_6Z_Efwt6a3h2ZJTz06g,Greatandhra Talks,2025-10-31T14:04:59.170067,filtered_subs,,,
UCrC8mOqJQpoB7NuIMKIS6rQ,StudyIQ IAS,2025-10-31T14:04:59.170067,filtered_country_IN,,,
UCHd62-u_v4DvJ8TCFtpi4GA,Washington Post,2025-10-31T14:04:59.170067,scored,0.733,0.43,News - Live Coverage
UCawVq0Kvtn_Digs7Vq5OsYA,1990 Institute,2025-10-31T14:04:59.170067,scored,0.644,0.43,Social Justice - Educational Tutorials
UC-DYpSVlsf_bTfPQz3Er5tg,Seastar Digital Network,2025-10-31T14:04:59.170067,filtered_subs,,,
UC_g32e3JeECjEuRbk-loywg,Free High-Quality Documentaries,2025-10-31T14:04:59.170067,filtered_country_DE,,,
UC0cd_-e49hZpWLH3UIwoWRA,Professor Dave Explains,2025-10-31T14:04:59.170067,scored,0.464,0.4,Science Education - Educational Tutorials
UCNAxrHudMfdzNi6NxruKPLw,Sam Harris,2025-10-31T14:04:59.170067,scored,0.765,0.54,Philosophy - Podcast/Interviews
UCjtUS7-SZTi6pXjUbzGHQCg,Undecided with Matt Ferrell,2025-10-31T14:04:59.170067,scored,0.619,0.66,Technology Impact - Talking-Head Analysis
UCvJJ_dzjViJCoLf5uKUTwoA,CNBC,2025-10-31T14:04:59.170067,scored,0.482,0.4,Business - Documentary
UC1E-JS8L0j1Ei70D9VEFrPQ,Vaush,2025-10-31T14:04:59.170067,scored,0.804,0.56,Politics - Talking-Head Analysis
UCCj956IF62FbT7Gouszaj9w,BBC,2025-10-31T14:04:59.170067,scored,0.499,0.2,Entertainment - Documentary
UCO62AVOyfSy9gXyINfkgQKQ,Innovative Techs,2025-10-31T14:04:59.170067,scored,0.644,0.4,Technology - Top 10 Lists
UC4-AGCUwX7C-D4BsBook9fQ,Young America's Foundation,2025-10-31T14:04:59.170067,scored,0.694,0.54,Political Education - Documentary
UCsXVk37bltHxD1rDPwtNM8Q,Kurzgesagt – In a Nutshell,2025-10-31T14:04:59.170067,filtered_country_DE,,,
UCxt2r57cLastdmrReiQJkEg,Tom Nicholas,2025-10-31T14:04:59.170067,scored,0.753,0.66,Politics - Talking-Head Analysis
UCrDAt04Uan9eAiu0E9RtT4A,Calvin & Habs,2025-10-31T14:04:59.170067,scored,0.512,0.3,Culture - Vlog
UCPgfM-dk3XAb4T3DtT6Nwsw,CA Rahul Malodia,2025-10-31T14:04:59.170067,filtered_country_IN,,,
UCqV2FpeI5TeOQhnY3cXc9Ag,Rafa Goes Around!,2025-10-31T14:04:59.170067,scored,0.307,0.3,Travel - Documentary
UCsIKjlSV98RWt5IfK5VVJZA,Jake Shields' Fight Back Podcast,2025-10-31T14:04:59.170067,scored,0.548,0.38,Combat Sports - Podcast/Interviews
UCt8lRYpzb-sSrKFb4DT2ECw,American Enterprise Institute,2025-10-31T14:04:59.170067,scored,0.686,0.54,Political Economy - Educational Tutorials
UCxUKYWkhDQq2m3E3Ja8Uh6w,Statecraft,2025-10-31T14:04:59.170067,filtered_country_IN,,,
UC8GOsUrwrGcE3Gv1W0QrWwA,Mayank Thakur,2025-10-31T14:04:59.170067,filtered_subs,,,
UClPEr5Fj3vjTkWgHPH8UxFA,Friday C Madaki,2025-10-31T14:04:59.170067,filtered_subs,,,
UChxFSdJCYcIM5RKZYy3Bvnw,Growth Academy,2025-10-31T14:04:59.170067,scored,0.59,0.3,Social Media Growth - Podcast/Interviews
UC2D2CMWXMOVWx7giW1n3LIg,Andrew Huberman,2025-10-31T14:04:59.170067,scored,0.285,0.3,Neuroscience - Podcast/Interviews
UCd7Ts5bAA7vConNzJfOKzbA,Digital Commentary,2025-10-31T14:04:59.170067,filtered_country_IN,,,
UC-2YHgc363EdcusLIBbgxzg,Joe Scott,2025-10-31T14:04:59.170067,scored,0.525,0.43,Curiosity - Talking-Head Analysis
UC5maSolHQX9er0BOxrzjMwA,FOX 7 Austin,2025-10-31T14:04:59.170067,scored,0.573,0.43,News - Documentary
UCgb_TbreMgfDdLKkr4yYJHw,Andrew Millison,2025-10-31T14:04:59.170067,scored,0.564,0.4,Permaculture - Educational Tutorials
UCGie8GMlUo3kBKIopdvumVQ,Still Watching Netflix,2025-10-31T14:04:59.170067,scored,0.381,0.3,Entertainment - Talking-Head Analysis
UCagCOAfZBpsTOlAJq_vcWbw,United Nations Development Programme (UNDP),2025-10-31T14:04:59.170067,scored,0.596,0.54,Global Development - Documentary
UCOT2iLov0V7Re7ku_3UBtcQ,Hank Green,2025-10-31T14:04:59.170067,scored,0.721,0.67,Science - Talking-Head Analysis
UC-Y94BOH52yYvAnziLLnh6w,Levi Trumbull,2025-10-31T14:04:59.170067,scored,0.626,0.54,News Coverage - Talking-Head Analysis
UCJZotMpWFXx6wLtxyDuUO0w,युद्धस्य,2025-10-31T14:04:59.170067,scored,0.54,0.35,Philosophy - Talking-Head Analysis
UCbfLyhSc1mjyGi61SfBwI6w,Rechts Gelul ,2025-10-31T14:04:59.170067,filtered_subs,,,
UCoUQ267fbwf7McxMpxacZHQ,Rajinimpact Media,2025-10-31T14:04:59.170067,filtered_country_IN,,,
UCddiUEpeqJcYeBxX1IVBKvQ,The Verge,2025-10-31T14:04:59.170067,scored,0.3,0.3,Technology - Explainers
UCRi13TUqA_SawPlPOG6jz1Q,Dr. Sam Ellis,2025-10-31T14:04:59.170067,scored,0.173,0.1,Skincare - Educational Tutorials
UCyp46tOP5f_eRfNi7ubdU8w,Xylem class 9,2025-10-31T14:04:59.170067,filtered_country_IN,,,
UCdc3KAozmMyzONSuDdul1mw,Doctor Myro,2025-10-31T14:04:59.170067,scored,0.197,0.3,Health - Vlog
UC4fzPkzdR3sYsS8HmV5c6xw,James Roberts,2025-10-31T14:04:59.170067,filtered_subs,,,
UChzVhAwzGR7hV-4O8ZmBLHg,Glenn Greenwald,2025-10-31T14:04:59.170067,scored,0.666,0.56,News Analysis - Talking-Head Analysis
UCbk_QsfaFZG6PdQeCvaYXJQ,Jay Shetty Podcast,2025-10-31T14:04:59.170067,scored,0.284,0.3,Mental Health - Podcast/Interviews
UCtFQDgA8J8_iiwc5-KoAQlg,ANI News,2025-10-31T14:04:59.170067,filtered_country_IN,,,
UCCgQaXjsJ6EdFPZeTFQoSyw,Brut India,2025-10-31T14:04:59.170067,filtered_country_IN,,,
UCnxGkOGNMqQEUMvroOWps6Q,JRE Clips,2025-10-31T14:04:59.170067,scored,0.714,0.54,Society and Culture - Podcast/Interviews
UCLOPC6bOBuiSBAJ16JXLAHg,Last Night On Destiny,2025-10-31T14:04:59.170067,scored,0.81,0.54,Politics - Talking-Head Analysis
UCiCBmg0fBwXPpNDtB-wNnXA,TrackingThat,2025-10-31T14:04:59.170067,scored,0.749,0.54,Politics - Talking-Head Analysis
UC1qBXNO9sM4xV0wKC0_SlYQ,Foreign Man in a Foreign Land,2025-10-31T14:04:59.170067,scored,0.795,0.47,Social Commentary - Talking-Head Analysis
UC5RwNJQSINkzIazWaM-lM3Q,HOT 97,2025-10-31T14:04:59.170067,scored,0.538,0.3,Music Culture - Podcast/Interviews
UCsDUHzyr71-rOOhW4ugXdqA,Archi notes,2025-10-31T14:04:59.170067,filtered_country_NP,,,
UCX6b17PVsYBQ0ip5gyeme-Q,CrashCourse,2025-10-31T14:04:59.170067,scored,0.498,0.3,Education - Educational Tutorials
UC5HJaVyYgo7WPCvIBchRBzQ,The Problem With Jon Stewart,2025-10-31T14:04:59.170067,scored,0.833,0.67,Political Commentary - Talking-Head Analysis
UCf96y7Sbi9wAMuRJVDPw6hw,Aly: @usa.mom.in.germany,2025-10-31T14:04:59.170067,scored,0.379,0.43,Immigration - Vlog
UChP_InvK7fX6IOx-PIYoHRw,Beautiful Quotes – RJT Abhishek Ram,2025-10-31T14:04:59.170067,filtered_country_IN,,,
UCYlPwe7ehuSd5d6ik3K_3lQ,Intergovernmental Panel on Climate Change (IPCC),2025-10-31T14:04:59.170067,scored,0.763,0.67,Climate Change - Podcast/Interviews
UC7oPkqeHTwuOZ5CZ-R9f-6w,Triggernometry,2025-10-31T14:04:59.170067,scored,0.806,0.61,Free Speech - Podcast/Interviews
UCliih6eX6X-CctLM99uyDmw,Facts Lobby,2025-10-31T14:04:59.170067,filtered_country_IN,,,
UCMwTEoo9p2__bg9hXkbwGvw,Climate Literacy,2025-10-31T14:04:59.170067,filtered_subs,,,
UCxPAYgO8OpFev3PUTKbsxNw,1News,2025-10-31T14:04:59.170067,scored,0.715,0.54,News - Talking-Head Analysis
UCnxuOd8obvLLtf5_-YKFbiQ,The Ezra Klein Show,2025-10-31T14:04:59.170067,scored,0.631,0.47,Ideas and Frameworks - Podcast/Interviews
UCZYTClx2T1of7BRZ86-8fow,SciShow,2025-10-31T14:04:59.170067,scored,0.629,0.66,Science - Educational Tutorials
UCdx42Nztrpnl2sz8p4sE99g,The Namarasa Podcast ,2025-10-31T14:04:59.170067,scored,0.362,0.2,Spirituality - Podcast/Interviews
UCb--64Gl51jIEVE-GLDAVTg,C-SPAN,2025-10-31T14:04:59.170067,scored,0.662,0.63,Public Affairs - Documentary
UCfIjR00qhYUFkbWIugAAbGg,ABC 7 News - WJLA,2025-10-31T14:04:59.170067,scored,0.57,0.4,News - Talking-Head Analysis
UClke6M2jIQ5LQNGVnRLuiPg,純素為什麼 VEGAN TALK,2025-10-31T14:04:59.170067,filtered_subs,,,
UC2emFVHGsXm9uF5wTtgQCYA,cavettbiter,2025-10-31T14:04:59.170067,scored,0.377,0.2,Entertainment - Podcast/Interviews
UCFH5dQAkGIqzcFYmM4tNtXw,NowThis Earth,2025-10-31T14:04:59.170067,scored,0.8,0.76,Climate Crisis - Documentary
UCjH0RBT-7QhpSgLFnPLgD0Q,The Doctors,2025-10-31T14:04:59.170067,scored,0.239,0.3,Health - Talk Show
UCXuwhn5_41m4VxZJ3wcDyxA,Facts Matter with Roman Balmakov,2025-10-31T14:04:59.170067,scored,0.791,0.54,News Commentary - Podcast/Interviews
UCUMZ7gohGI9HcU9VNsr2FJQ,Bloomberg Originals,2025-10-31T14:04:59.170067,scored,0.507,0.54,Business - Documentary
UCuLEr-GWiwCBB6zBDX3elOQ,UN Climate Change,2025-10-31T14:04:59.170067,filtered_country_DE,,,
UC9Zm0i7quPSshsoiNQGe6mQ,Trisha's Art Academy,2025-10-31T14:04:59.170067,filtered_country_BD,,,
UC3prwMn9aU2z5Y158ZdGyyA,CRUX,2025-10-31T14:04:59.170067,scored,0.74,0.5,Geopolitics - Talking-Head Analysis
UCzwCEE_PchiBULMnAJqhGVg,Raj Shamani,2025-10-31T14:04:59.170067,filtered_country_IN,,,
UC16niRr50-MSBwiO3YDb3RA,BBC News,2025-10-31T14:04:59.170067,scored,0.657,0.54,Global News - Documentary
UCaX6tz4DvYv_a1qKgoMZshA,Finest Trends,2025-10-31T14:04:59.170067,scored,0.379,0.3,Trends - Documentary
UCknLrEdhRCp1aegoMqRaCZg,DW News,2025-10-31T14:04:59.170067,filtered_country_DE,,,
UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-10-31T14:04:59.170067,scored,0.472,0.3,Entertainment - Documentary
UCGDaOZg2INC0Qg2Z203F1dA,Judicial Watch,2025-10-31T14:04:59.170067,scored,0.659,0.54,Government Accountability - Documentary
UC_-gYE8BN82IMW9liUrysUg,Anya Anti,2025-10-31T14:04:59.170067,scored,0.27,0.1,Photography - Vlog
UCWdkdpfxKpfi6aGT8hwFXtA,The Muslim Skeptic,2025-10-31T14:04:59.170067,scored,0.419,0.4,Islamic Commentary - Podcast/Interviews
UC-XScFFt2LDLBEzxMXh7njw,Insaaf Blog,2025-10-31T14:04:59.170067,filtered_subs,,,
UCn8zNIfYAQNdrFRrr8oibKw,VICE,2025-10-31T14:04:59.170067,scored,0.582,0.54,Culture - Documentary
UCpFygvlRTGTWkJLyXaAVUWw,Diya's Funplay,2025-10-31T14:04:59.170067,filtered_country_IN,,,
UCeXYbpOvVX4huMMttMxjXxQ,Explore Nature Today,2025-10-31T14:04:59.170067,scored,0.462,0.3,Travel - Documentary
UCMaSlF09S0fpoRshS2t_7XA,House Appropriations Committee,2025-10-31T14:04:59.170067,scored,0.54,0.47,Politics - Talking-Head Analysis
UCCXoCcu9Rp7NPbTzIvogpZg,Fox Business,2025-10-31T14:04:59.170067,scored,0.56,0.38,Financial News - Talking-Head Analysis
UCdmoKfbg0kckiNRqCx5WBwQ,Mr. RK Prajapati,2025-10-31T14:04:59.170067,filtered_country_IN,,,
UCxwiHMqPgj1tthq4rrm3JGw,Matt Miltonberger,2025-10-31T14:04:59.170067,filtered_subs,,,
UCKiGNegP9BB-M8OJdmQYxIA,PunToon Kids - Hindi,2025-10-31T14:04:59.170067,filtered_country_IN,,,
UCwSQpTlVkDetOTKH9cio5dQ,Life is karma,2025-10-31T14:04:59.170067,filtered_country_IN,,,
UC5MDIy3yhWDrx0MyDo4QmYg,WWF International,2025-10-31T14:04:59.170067,filtered_country_CH,,,
UCfaIu2jO-fppCQV_lchCRIQ,Charlie Kirk,2025-10-31T14:04:59.170067,scored,0.85,0.54,Political Activism - Podcast/Interviews
UCleVwXLPWvS4lju6rhGCh-g,FundacionAreces,2025-10-31T14:04:59.170067,filtered_country_ES,,,
UC1S0lh98CqpIf7WKRN_8ODQ,Limitless Stories,2025-10-31T14:04:59.170067,filtered_subs,,,
UCpa-Zb0ZcQjTCPP1Dx_1M8Q,LegalEagle,2025-10-31T14:04:59.170067,scored,0.487,0.54,Legal Education - Talking-Head Analysis
UCnelfQIa158I3I9FU6A9zng,Bobby Foster,2025-10-31T14:04:59.170067,scored,0.549,0.3,Media Analysis - Talking-Head Analysis
UCqQkpiZwMDNUGEgHzR-EDPw,Lando Kalriz,2025-10-31T14:04:59.170067,scored,0.46,0.2,Humor - Vlog
UC2OREBiIbDChxvmDeg30Bsg,Stephen A. Smith,2025-10-31T14:04:59.170067,scored,0.445,0.38,Society and Culture - Podcast/Interviews
UCg40OxZ1GYh3u3jBntB6DLg,Forbes Breaking News,2025-10-31T14:04:59.170067,scored,0.688,0.43,Politics - Podcast/Interviews
UCatt7TBjfBkiJWx8khav_Gg,Piers Morgan Uncensored,2025-10-31T14:04:59.170067,scored,0.737,0.54,Debate - Podcast/Interviews
UCJwOrGrkqdLgqE1ajhhRgKQ,Unmasked,2025-10-31T14:04:59.170067,filtered_subs,,,
UC1UW6IQ7py5EPrclTIzPY8Q,Ankit Fadia,2025-10-31T14:04:59.170067,scored,0.555,0.3,Technology - Educational Tutorials
UCbWkDWdiuItkSzWhNHajAKw,Romain Pennes,2025-10-31T14:04:59.170067,filtered_subs,,,
UCvyZS6W6zMJCZBVzF-Ei6sw,A2D Channel,2025-10-31T14:04:59.170067,filtered_country_IN,,,
UCKCsVSA5THlkHbnkZTPm6-g,Learn Bright,2025-10-31T14:04:59.170067,scored,0.507,0.3,Education - Educational Tutorials
UC0QHWhjbe5fGJEPz3sVb6nw,Doctor Mike,2025-10-31T14:04:59.170067,scored,0.485,0.4,Health/Medicine - Educational Tutorials
UCnaEIU-gr43C7oL3Bzu3dGg,Compound Censored,2025-10-31T14:04:59.170067,scored,0.742,0.43,Comedy - Podcast/Interviews
UCPPGzhBuMjN3P0ph9NP_uqA,TD Clipz ,2025-10-31T14:04:59.170067,filtered_subs,,,
UCa9VFR_o-YLzIn1d1BoBARQ,AI Beyond Infinity,2025-10-31T14:04:59.170067,filtered_subs,,,
UCwvygAkxu7ulNsHRNvZiy8Q,Corporate Junky,2025-10-31T14:04:59.170067,scored,0.773,0.54,Business - Podcast/Interviews
UCJsUvAqDzczYv2UpFmu4PcA,Nas Daily,2025-10-31T14:04:59.170067,scored,0.539,0.47,Entrepreneurship - Documentary
UCECXkGKqkFAp544FAwrsiyQ,Language Addict,2025-10-31T14:04:59.170067,filtered_subs,,,
UC3XSqCXY2ps-NmPtq9Sy0Aw,Cricket Evolution,2025-10-31T14:04:59.170067,filtered_country_IN,,,
UCNCp5SG9Nj6iswmdqJe-mUQ,SuccessinAgingTV,2025-10-31T14:04:59.170067,filtered_subs,,,
