Discovered_Channel_Name,Discovered_Subs,Score_Emb_Combined_AvgVec,Score_Emb_Hybrid_Titles,Score_Emb_Matrix_Avg,Discovered_Video_Count,Discovered_Channel_URL
Visual Venture,1350000,0.58385,0.659,0.1557848155498504,120,https://www.youtube.com/@visualventure
ABC News,19100000,0.58382106,0.518,0.1018659323453903,106542,https://www.youtube.com/@abcnews
Nathan,486000,0.5810197,0.51,0.1150626242160797,870,https://www.youtube.com/@nathan.barnatt
Fleshcore AI,56100,0.58007705,0.382,0.1043749526143074,548,https://www.youtube.com/@mr_ai_creatorr
Mina Le,1740000,0.57963705,0.585,0.1224045678973198,149,https://www.youtube.com/@gremlita
Chris Portal,26000,0.57938075,0.497,0.1164213642477989,51,https://www.youtube.com/@chrisportalbits
Celebified,17000,0.5788299,0.683,0.1415472030639648,621,https://www.youtube.com/@celebified3246
Haley Kalil,8070000,0.57735705,0.468,0.0878100171685218,4212,https://www.youtube.com/@haleyybaylee
Misha Petrov,521000,0.57723105,0.704,0.1375220417976379,832,https://www.youtube.com/@realmishapetrov
Valuetainment,7060000,0.5748579,0.643,0.1332084089517593,10180,https://www.youtube.com/@valuetainment
iNabber,1100000,0.573048,0.615,0.1528230309486389,450,https://www.youtube.com/@inabber
Chris Williamson,3940000,0.5719665,0.575,0.1272615045309066,3815,https://www.youtube.com/@chriswillx
TED,26800000,0.57103324,0.528,0.1310150921344757,5343,https://www.youtube.com/@ted
Louis Levanti,985000,0.57040405,0.51,0.126480147242546,2887,https://www.youtube.com/@louislevanti_
PyroLIVE,1140000,0.56946856,0.556,0.1062593162059784,1313,https://www.youtube.com/@pyrocynicalvevo
Blooms,576000,0.56839603,0.577,0.1745706647634506,82,https://www.youtube.com/@bloomser
First Things THRST,257000,0.56718636,0.5,0.0975772365927696,837,https://www.youtube.com/@firstthingsthrst
BBC Global,702000,0.5653325,0.566,0.1160032153129577,703,https://www.youtube.com/@bbc_global
Real Stories,6630000,0.564886,0.621,0.1292440295219421,1220,https://www.youtube.com/@realstories
The Will Spencer Podcast,12600,0.56257665,0.614,0.1150341182947158,465,https://www.youtube.com/@willspencerpod
Neil Patel,1500000,0.55997276,0.419,0.0985487923026084,2198,https://www.youtube.com/@neilpatel
Hamish Hodder,282000,0.5598934,0.591,0.1448720395565033,560,https://www.youtube.com/@hamishhodder
Bloomberg Technology,705000,0.5585946,0.422,0.0871648788452148,12942,https://www.youtube.com/@bloombergtechnology
Kiki Chanel,888000,0.5585817,0.587,0.1379427015781402,476,https://www.youtube.com/@kikichanel
Investing Basics,277000,0.5575684,0.559,0.1566585004329681,1366,https://www.youtube.com/@investingbasicsyt
Knowledge at Wharton,75200,0.5565685,0.481,0.0916332453489303,1141,https://www.youtube.com/@knowledgewharton
Yahoo Finance,1450000,0.5561291,0.437,0.099469393491745,58834,https://www.youtube.com/@yahoofinance
Coding with Lewis,714000,0.55605316,0.393,0.0656897872686386,723,https://www.youtube.com/@codingwithlewis
CNBC Television,3270000,0.55604637,0.477,0.112757109105587,149117,https://www.youtube.com/@cnbctelevision
Financial Times,1360000,0.55552626,0.538,0.1005266085267067,10938,https://www.youtube.com/@financialtimes
Learn Liberty,298000,0.5535572,0.57,0.1134506464004516,991,https://www.youtube.com/@learnliberty
BJ Investigates,319000,0.5529269,0.574,0.12187360227108,208,https://www.youtube.com/@bjinvestigates
Think Media,3360000,0.55202174,0.389,0.0812174975872039,2812,https://www.youtube.com/@thinkmediatv
Crypto Mason 2,115000,0.55023384,0.392,0.0960340723395347,2539,https://www.youtube.com/@cryptomason2
Mark Tilbury,7110000,0.54828554,0.428,0.0944249108433723,288,https://www.youtube.com/@marktilbury
Liam Donovan,178000,0.5476874,0.583,0.1398373693227768,79,https://www.youtube.com/@liamdonovanmusic
The Late Show with Stephen Colbert,10400000,0.546906,0.553,0.1186438277363777,12411,https://www.youtube.com/@colbertlateshow
SiliconANGLE theCUBE,74100,0.54685104,0.421,0.1000645607709884,18384,https://www.youtube.com/@siliconangle
CircleToonsHD,3590000,0.54477084,0.514,0.096251256763935,477,https://www.youtube.com/@circletoonshd
Brandon Conner,3140000,0.5442878,0.337,0.0873444825410842,2707,https://www.youtube.com/@brandonconner18
TLDR News Global,1050000,0.54211485,0.443,0.097752459347248,981,https://www.youtube.com/@tldrnewsglobal
Jaydone History,170000,0.54182804,0.565,0.1590812057256698,122,https://www.youtube.com/@jaydonehistory
T3Media Studios,14300,0.54103315,0.546,0.1139020025730133,4792,https://www.youtube.com/@t3mediastudios
The Critical Drinker,2380000,0.54082775,0.568,0.1248631551861763,626,https://www.youtube.com/@thecriticaldrinker
ButterFaces,156000,0.5404819,0.493,0.140892818570137,684,https://www.youtube.com/@butterfaces
The Plain Bagel,1100000,0.5385616,0.426,0.103056788444519,257,https://www.youtube.com/@theplainbagel
Have You Met Thomas,68300,0.53682625,0.421,0.1147068217396736,37,https://www.youtube.com/@haveyoumetthomas
Rebel HQ,1410000,0.5354485,0.586,0.1364265531301498,16954,https://www.youtube.com/@rebelhq
Matteo Turi,42600,0.53406847,0.5,0.1085261031985282,240,https://www.youtube.com/@matteoturi
David Pakman Show,3380000,0.53396136,0.53,0.1229624971747398,41095,https://www.youtube.com/@thedavidpakmanshow
Salesforce Ben,66800,0.5331795,0.327,0.0742791593074798,666,https://www.youtube.com/@officialsfben
Newsweek,679000,0.5312357,0.532,0.1060280576348304,13250,https://www.youtube.com/@newsweek
WIRED,12500000,0.53107446,0.523,0.1114804819226265,4093,https://www.youtube.com/@wired
KreekCraft,15200000,0.52926844,0.49,0.112043097615242,6218,https://www.youtube.com/@kreekcraft
Pop Culture Brain,168000,0.5288011,0.624,0.1409979909658432,2293,https://www.youtube.com/@popculturebrain
Hugo Henderson,90800,0.5285624,0.517,0.1435993909835815,214,https://www.youtube.com/@hugohenderson
Noah Kagan,1180000,0.5280235,0.332,0.0846760123968124,564,https://www.youtube.com/@noahkagan
Clara Dao,4100000,0.52751803,0.352,0.0694785788655281,1053,https://www.youtube.com/@claradao
Patty Pop Culture,216000,0.5271121,0.59,0.1419486254453659,675,https://www.youtube.com/@pattypopculture
Bloomberg Television,2920000,0.52499104,0.438,0.0847383737564086,86157,https://www.youtube.com/@markets
mattyballz,474000,0.52419186,0.646,0.14202381670475,370,https://www.youtube.com/@mattyballz
Big Think,8350000,0.52400255,0.533,0.1121032088994979,9725,https://www.youtube.com/@bigthink
NewsNation,2440000,0.5237849,0.527,0.1067529544234275,76669,https://www.youtube.com/@newsnation
MicroConf,110000,0.5235102,0.31,0.0611384660005569,529,https://www.youtube.com/@microconf
Japanalysis,392000,0.5223556,0.517,0.1374022364616394,98,https://www.youtube.com/@japanalysis
TMR,218000,0.5209724,0.417,0.1089346557855606,1370,https://www.youtube.com/@themarinerapper
Ray William Johnson,18600000,0.5197687,0.627,0.1608397960662841,2939,https://www.youtube.com/@raywilliamjohnson
MSP Radio,21300,0.51961124,0.412,0.0974013358354568,709,https://www.youtube.com/@mspradio
Not Malcolm,72000,0.51908827,0.423,0.099499337375164,105,https://www.youtube.com/@notmalcolm
Sundas Khalid,332000,0.5173743,0.382,0.0767809450626373,298,https://www.youtube.com/@sundaskhalid
Craig Chamberlin,43100,0.51698285,0.328,0.0405836477875709,1002,https://www.youtube.com/@craigchamberlin
The Daily Show,13200000,0.51574254,0.502,0.1269454210996627,7959,https://www.youtube.com/@thedailyshow
Peter H. Diamandis,393000,0.51567805,0.465,0.1212305426597595,1621,https://www.youtube.com/@peterdiamandis
Daily Dose of Dana,52400,0.51325893,0.482,0.1244542151689529,1442,https://www.youtube.com/@thisisdanabowling
Aishah Jenmi,23900,0.5124639,0.665,0.1431004554033279,30,https://www.youtube.com/@aishahjenmi
It's Something,41800,0.51102054,0.463,0.1197416707873344,72,https://www.youtube.com/@itssomethingyt
Brian Tyler Cohen,4860000,0.5103972,0.49,0.1303061097860336,6161,https://www.youtube.com/@briantylercohen
Lenny's Podcast,501000,0.5102062,0.413,0.0994600132107734,1507,https://www.youtube.com/@lennyspodcast
BlackySpeakz,1190000,0.5091396,0.576,0.1425160318613052,1128,https://www.youtube.com/@blackyspeakz
Company Man,1790000,0.5086726,0.49,0.1104362607002258,449,https://www.youtube.com/@companyman114
Community,406000,0.5086211,0.49,0.1056080535054206,1113,https://www.youtube.com/@communityofficialchannel
Xevi,1180000,0.50760865,0.652,0.1559955179691314,510,https://www.youtube.com/@xeviuniverse
Fox News Clips,566000,0.5053194,0.528,0.1037823855876922,3765,https://www.youtube.com/@foxnewschannelclips
Investing Simplified - Professor G,376000,0.5041649,0.388,0.0779635533690452,739,https://www.youtube.com/@nolangouveia
Clarissa.C ,68600,0.5037611,0.59,0.1379018276929855,200,https://www.youtube.com/@ceetv.clarissa
CBS Sunday Morning,1780000,0.5034302,0.522,0.0975663140416145,9119,https://www.youtube.com/@cbssundaymorning
Economics Explained,2810000,0.5031136,0.486,0.1050511598587036,408,https://www.youtube.com/@economicsexplained
SWErikCodes,64900,0.50304985,0.371,0.075158379971981,670,https://www.youtube.com/@swerikcodes
Jarrett Moore,80900,0.5028581,0.466,0.1324396729469299,24,https://www.youtube.com/@jarrettmoore6458
MsMojo,5710000,0.5026208,0.474,0.1217507570981979,10234,https://www.youtube.com/@msmojo
Complex,6820000,0.5026164,0.477,0.0997421145439148,5058,https://www.youtube.com/@complex
Tim Todd,100000,0.5021061,0.44,0.0978286042809486,194,https://www.youtube.com/@timtodduk
Jack LIVE,1140000,0.5019554,0.446,0.1024225503206253,1592,https://www.youtube.com/@jackdlive
Abbie Ree,49100,0.50171465,0.599,0.1479123383760452,38,https://www.youtube.com/@abbieree
news.com.au,1290000,0.50064826,0.501,0.0900346115231514,17746,https://www.youtube.com/@newscomauhq
hxsain,4160000,0.5001955,0.546,0.1119668036699295,2077,https://www.youtube.com/@hxsain
Techquickie,4330000,0.49992678,0.332,0.0472519733011722,1269,https://www.youtube.com/@techquickie
Sambucha,10800000,0.49904573,0.354,0.0744668543338775,3517,https://www.youtube.com/@sambucha
"Parkev Tatevosian, CFA",379000,0.49902904,0.283,0.0684649273753166,6315,https://www.youtube.com/@parkevtatevosiancfa9544
NBC 15,89700,0.4985622,0.51,0.0941359773278236,21283,https://www.youtube.com/@mynbc15
Everything Money Plus,23500,0.49705762,0.409,0.1158546730875969,262,https://www.youtube.com/@everythingmoneyplus
Danno Cal Drawings,3980000,0.49593136,0.388,0.0757991820573806,1150,https://www.youtube.com/@dannodraws
Jeff Geerling,1000000,0.49548334,0.369,0.0640246868133544,533,https://www.youtube.com/@jeffgeerling
Lael Hansen,1220000,0.49530575,0.532,0.1268408745527267,121,https://www.youtube.com/@laelhansen
The Hollywood Reporter,1300000,0.49462515,0.506,0.1211188286542892,12697,https://www.youtube.com/@hollywoodreporter
Real Alex Clark,679000,0.4943978,0.506,0.0981556549668312,3609,https://www.youtube.com/@realalexclark
Data Orbit,26800,0.49384877,0.583,0.1262458860874176,4728,https://www.youtube.com/@dataorbit27
GossipHerald,80600,0.49329293,0.529,0.125097781419754,10080,https://www.youtube.com/@gossipherald
Mrwhosetheboss,21800000,0.49235722,0.377,0.0674336403608322,1852,https://www.youtube.com/@mrwhosetheboss
Megyn Kelly,4050000,0.49145064,0.59,0.1382434368133545,11646,https://www.youtube.com/@megynkelly
The Critical Analyst,35000,0.49124563,0.49,0.1218369677662849,1373,https://www.youtube.com/@the_criticalanalyst
IBM Technology,1430000,0.49048656,0.326,0.0599585995078086,1442,https://www.youtube.com/@ibmtechnology
MSNBC,9290000,0.4898737,0.562,0.1263822764158249,104887,https://www.youtube.com/@msnbc
IGN,19500000,0.4893057,0.453,0.0924946069717407,175424,https://www.youtube.com/@ign
CNBC,4060000,0.48913336,0.469,0.0847204700112342,15767,https://www.youtube.com/@cnbc
Content Machine,3780000,0.4885478,0.396,0.0802648738026619,1375,https://www.youtube.com/@content_machine
Copper Digital,14800,0.4884142,0.368,0.0662915408611297,1107,https://www.youtube.com/@copperdigitalinc
ShawnCeeLIVE,206000,0.48811668,0.501,0.1241617575287818,1011,https://www.youtube.com/@shawnceelive
Kelly Scholas ,60900,0.4867476,0.52,0.1331921964883804,26,https://www.youtube.com/@kellyscholas
Robert Benjamin,863000,0.48593506,0.344,0.0911634862422943,1529,https://www.youtube.com/@robertbenjaminchannel
WatchMojo.com,25900000,0.48521638,0.454,0.1331019550561905,31323,https://www.youtube.com/@watchmojo
Brut America,520000,0.48519677,0.532,0.1062221005558967,4481,https://www.youtube.com/@brutamerica
NowThis Impact,4720000,0.48518443,0.483,0.0879195258021354,24487,https://www.youtube.com/@nowthisimpact
RKH Media,95200,0.48472095,0.467,0.1370876729488372,284,https://www.youtube.com/@rkhmedia_
Observe,862000,0.48452288,0.524,0.1249833926558494,546,https://www.youtube.com/@observeyoutube
Mr. Beat,1300000,0.4838211,0.434,0.095788761973381,851,https://www.youtube.com/@iammrbeat
CBS News,6810000,0.48346725,0.46,0.0808794349431991,144196,https://www.youtube.com/@cbsnews
Breaking View USA,38100,0.48294106,0.499,0.1059069409966468,11967,https://www.youtube.com/@breakingviewusa
Jarred Jermaine,4450000,0.48266798,0.493,0.0953635349869728,4187,https://www.youtube.com/@jarredjermaine
Offensive Tea,1150000,0.4809457,0.653,0.1383876502513885,235,https://www.youtube.com/@offensivetea
TMZ,4970000,0.4807753,0.413,0.1163954511284828,20357,https://www.youtube.com/@tmz
FORGOTTEN HISTORY,975000,0.48041946,0.567,0.1372352391481399,1272,https://www.youtube.com/@forgottenhistorychannel
Nicholas Renotte,319000,0.47912037,0.255,0.0355055592954158,322,https://www.youtube.com/@nicholasrenotte
Olive's Closet,29400,0.4790237,0.294,0.0550192072987556,1536,https://www.youtube.com/@olivescloset
Catfished,545000,0.47891158,0.382,0.1149369552731514,2250,https://www.youtube.com/@catfishedonline
Musk Munition,149000,0.4786825,0.478,0.1260289698839187,875,https://www.youtube.com/@muskmunition
CNN,18800000,0.47537854,0.517,0.0925306901335716,177002,https://www.youtube.com/@cnn
Learn With Shopify,818000,0.47533575,0.298,0.0533465445041656,1277,https://www.youtube.com/@learnwithshopify
Rap Lore,40100,0.4741141,0.636,0.1508159935474395,272,https://www.youtube.com/@raplore
Mike the Credit Guy ,446000,0.47172683,0.406,0.1018195822834968,6177,https://www.youtube.com/@mikethecreditguy
Storm Monroe,353000,0.47080606,0.479,0.120756022632122,4580,https://www.youtube.com/@stormmonroe
katie robinson,58600,0.47045803,0.377,0.0859497487545013,352,https://www.youtube.com/@katierobinson
Social Society w/ Brandon Clark,23200,0.4700266,0.483,0.1772784143686294,2864,https://www.youtube.com/@asocialsociety
Larry King,590000,0.4696319,0.515,0.091643638908863,6809,https://www.youtube.com/@larryking
Independent Institute,86400,0.46904248,0.48,0.0997465625405311,883,https://www.youtube.com/@independentinstitute
Dexerto,865000,0.4673158,0.456,0.1131535619497299,4287,https://www.youtube.com/@dexerto
The Skinny Confidential,286000,0.46651676,0.511,0.1113376393914222,2667,https://www.youtube.com/@theskinnyconfidential
Zack D. Films,24100000,0.4650261,0.493,0.1169008091092109,2481,https://www.youtube.com/@zackdfilms
The Moving Average,1100000,0.4640866,0.304,0.0648245364427566,1071,https://www.youtube.com/@themovingaverage
E! News,2450000,0.4634845,0.508,0.1229270175099372,30059,https://www.youtube.com/@enews
JeGaysus - THE Gay Jesus,66300,0.46294603,0.443,0.0863417387008667,1684,https://www.youtube.com/@jegaysus
Vtubing Explained,10100,0.46274364,0.461,0.1388976424932479,18,https://www.youtube.com/@vtubingexplained
Fox News,14600000,0.4609182,0.534,0.122410275042057,128505,https://www.youtube.com/@foxnews
BakerInstitute,21400,0.46025833,0.483,0.0992561653256416,2305,https://www.youtube.com/@bakerinstitute
Inanimate Person,34700,0.45806867,0.442,0.1026270240545272,592,https://www.youtube.com/@inanimateperson
MoreMojo,79200,0.4563619,0.571,0.143863171339035,3874,https://www.youtube.com/@moremojo
SPEAKING OUT EXPOSING CORRUPTION AND INCOMPETENCE,11500,0.45535284,0.409,0.1850476562976837,476,https://www.youtube.com/@speakingoutexposingcorrupt6806
Neuro-sama,787000,0.4546838,0.497,0.1027102395892143,392,https://www.youtube.com/@neurosama
List 25,2760000,0.4544173,0.38,0.0903012976050376,3022,https://www.youtube.com/@list25
KARE 11,397000,0.45326895,0.315,0.0564647912979126,58913,https://www.youtube.com/@kare11
Roland S. Martin,1880000,0.45228785,0.499,0.1272172033786773,28464,https://www.youtube.com/@rolandsmartin
The Hill,2120000,0.4514953,0.502,0.1074094921350479,40169,https://www.youtube.com/@thehill
Politicon,389000,0.45096087,0.48,0.1157123073935508,2868,https://www.youtube.com/@politicon
CouRage Gaming,2760000,0.45090684,0.391,0.0892344936728477,598,https://www.youtube.com/@couragegaming
Lynn Odhiambo ,183000,0.45001638,0.423,0.087050475180149,860,https://www.youtube.com/@africaqueenz
CodeHead,49300,0.44822875,0.335,0.0708615705370903,104,https://www.youtube.com/@codehead01
Secret Society,75400,0.44762117,0.585,0.1486490368843078,33,https://www.youtube.com/@notsecretsociety
Miraenda,51200,0.44695038,0.324,0.0946780741214752,3341,https://www.youtube.com/@miraenda
Bree Lenehan,550000,0.44673413,0.366,0.0795062929391861,196,https://www.youtube.com/@breelenehan
No Intervals,88500,0.44603908,0.403,0.0919329151511192,1061,https://www.youtube.com/@nointervalslive
OnThatNote,54800,0.4458994,0.433,0.132493570446968,443,https://www.youtube.com/@onthatnoteyt
Tyrecordslol,5780000,0.44235173,0.345,0.0761194229125976,1892,https://www.youtube.com/@tyrecordslol
Our History,945000,0.4416224,0.501,0.1071873977780342,739,https://www.youtube.com/@ourhistory
The Groove,23200,0.44060576,0.575,0.1349650025367736,64,https://www.youtube.com/@the_groove
The Professor Of Real Estate ,63600,0.43866116,0.5,0.0930696651339531,158,https://www.youtube.com/@greg_barron
Tori Trades,545000,0.43846223,0.244,0.0571447126567363,985,https://www.youtube.com/@toritrades
KCAU-TV Sioux City,40300,0.437662,0.307,0.0708153024315834,58256,https://www.youtube.com/@kcautvsiouxcity
Humbled Trader,1400000,0.43751577,0.223,0.0463092029094696,991,https://www.youtube.com/@humbledtraderofficial
Lisa Cabrera,165000,0.43702695,0.466,0.0910189226269722,15294,https://www.youtube.com/@lisamcabrera
NTD News,68500,0.43650204,0.347,0.1039842888712883,4666,https://www.youtube.com/@ntdnews
Daryna Popach,1120000,0.4362375,0.341,0.0894180461764335,3101,https://www.youtube.com/@darynapopach
Chizeled,638000,0.43476486,0.389,0.1425879895687103,2094,https://www.youtube.com/@chizeled
Andy Jiang,3210000,0.43243954,0.504,0.119017407298088,2515,https://www.youtube.com/@andyyjiang
ZipTrader,838000,0.43055153,0.27,0.0679469630122184,781,https://www.youtube.com/@ziptrader
The National Desk,617000,0.42882657,0.42,0.0816362798213958,26137,https://www.youtube.com/@thenationaldesk
The Daily Signal,967000,0.42852134,0.505,0.1220962777733802,4904,https://www.youtube.com/@dailysignal
FRONTLINE PBS | Official,3210000,0.4274936,0.424,0.1223345473408699,1177,https://www.youtube.com/@frontline
BBC News,18800000,0.42650068,0.503,0.0965793207287788,27356,https://www.youtube.com/@bbcnews
Feel the Boot,12000,0.42601267,0.32,0.0786937996745109,280,https://www.youtube.com/@feeltheboot
Bulldog Mindset,387000,0.42536893,0.436,0.0835807994008064,4864,https://www.youtube.com/@bulldogmindset
Where Are They Now?,40200,0.42436603,0.506,0.1376019120216369,627,https://www.youtube.com/@officialwherearetheynow
Philip VanDusen,306000,0.42350262,0.316,0.0735140666365623,555,https://www.youtube.com/@philipvandusen
ABC 7 News - WJLA,224000,0.42300868,0.396,0.0809527486562728,27583,https://www.youtube.com/@7newsdc
HISTORY,15000000,0.4227718,0.442,0.0958166047930717,10995,https://www.youtube.com/@history
Libertarianism.org,43600,0.42250848,0.517,0.12271648645401,1279,https://www.youtube.com/@libertarianismdotorg
Matthew Wellington,20300,0.42215443,0.6,0.1762755513191223,45,https://www.youtube.com/@matthewwellingtonreacts
Yuval Noah Harari ,779000,0.42130935,0.41,0.1191471740603447,489,https://www.youtube.com/@yuvalnoahharari
EconplusDal,364000,0.41849658,0.283,0.0610812455415725,729,https://www.youtube.com/@econplusdal
Vanity Fair,4770000,0.41627157,0.395,0.0900670811533927,3379,https://www.youtube.com/@vanityfair
Biography,1080000,0.41594687,0.464,0.1165590435266494,1617,https://www.youtube.com/@biography
HBO Max,2790000,0.41580126,0.403,0.1138918027281761,204273,https://www.youtube.com/@hbomax
Stanford Graduate School of Business,2650000,0.41567618,0.486,0.0899939537048339,3691,https://www.youtube.com/@stanfordgsb
The Young Turks,6340000,0.41442072,0.574,0.1172134801745414,69558,https://www.youtube.com/@theyoungturks
SwyperTv,235000,0.4111183,0.367,0.1148565784096717,358,https://www.youtube.com/@swyper-tv
KIDS FIRST!,30100,0.40784544,0.402,0.0941135734319686,5436,https://www.youtube.com/@kidsfirstfilmcritics
CBN News,2610000,0.40782005,0.506,0.0937813967466354,42349,https://www.youtube.com/@cbnnewsonline
ByteMonk,290000,0.40706503,0.277,0.0410471223294734,453,https://www.youtube.com/@bytemonk
Dr. Todd Grande,1640000,0.4067132,0.459,0.1029636859893798,3791,https://www.youtube.com/@drgrande
TradingLab,1830000,0.4062507,0.257,0.048556663095951,205,https://www.youtube.com/@tradinglabofficial
Dr. Shadé Zahrai,1350000,0.4052274,0.389,0.089002326130867,390,https://www.youtube.com/@shadezahrai
