Seed_Channel_Name,Discovered_Channel_Name,Discovered_Niche,Discovered_Subs,Discovered_Country,LLM_Score,Embedding_Score,Status,Tier,Method,Reason,Extra_LLM_Call,Discovered_Channel_ID,Discovered_Channel_URL
Ali Abdaal,Nathaniel Drew,Culture - Vlog,1790000,US,0.47,0.661,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.47 < 0.55,False,UCrdWRLq10OHuy7HmSckV3Vg,https://www.youtube.com/@nathanieldrew
Ali Abdaal,Vortex Success,Self-Improvement - Audio Subliminals,294000,Unknown,0.4,0.735,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.4 < 0.55,False,UCrIOuPmqRLVmHKNGldGf2Kw,https://www.youtube.com/@vortexsuccess
Ali Abdaal,The Ramsey Show Highlights,Financial Education - Podcast/Interviews,4460000,US,0.43,0.667,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.43 < 0.55,False,UC7eBNeDW1GQf2NJQ6G6gAxw,https://www.youtube.com/@theramseyshow
Ali Abdaal,MindToolsVideos,Leadership Development - Educational Tutorials,93200,GB,0.67,0.655,FILTERED,3,EMBEDDING_REJECT,"LLM 0.67 borderline, but Embedding 0.655 < 0.75",False,UCQMAg3OSqJKZTbyuRvyVxyA,https://www.youtube.com/@mindtoolsvids
Ali Abdaal,motivationaldoc,Health and Wellness - Educational Tutorials,10200000,US,0.43,0.378,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.43 < 0.55,False,UCKcWSiffY8MpZ3NKav8LeRA,https://www.youtube.com/@motivationaldoc
Ali Abdaal,Henbu,Tech - Vlog,340000,Unknown,0.3,0.367,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.3 < 0.55,False,UCxmuGjrDawjSHY5L5o8TYgA,https://www.youtube.com/@henbu
Ali Abdaal,Your Rich BFF,Financial Education - Podcast/Interviews,1180000,Unknown,0.4,0.828,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.4 < 0.55,False,UCgbXT2QuTj4SYxaWCs3vuAw,https://www.youtube.com/@yourrichbff
Ali Abdaal,ABOVE INSPIRATION,Christian Inspiration - Motivational Video,2820000,US,0.43,0.646,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.43 < 0.55,False,UCq0wvc2Qy5Rs1cQn8iVcBXA,https://www.youtube.com/@aboveinspiration
Ali Abdaal,Andrea Callahan,Personal Transformation - Podcast/Interviews,38100,US,0.54,0.739,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.54 < 0.55,False,UCVoh38qH1JJfChgo1geiQ8Q,https://www.youtube.com/@andreacallahan
Ali Abdaal,Dr Julie,Mental Health - Educational Tutorials,1870000,GB,0.54,0.55,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.54 < 0.55,False,UCl8TEoIOnMq_5ntJOYMq-Zg,https://www.youtube.com/@drjulie
Ali Abdaal,Tejas Yadav,Fitness - Vlog,808000,Unknown,0.3,0.381,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.3 < 0.55,False,UCEMUw74x4QDY11t6_7HsjMw,https://www.youtube.com/@tejasyadav
Ali Abdaal,The Art of Improvement,Personal Growth - Educational Tutorials,1100000,GB,0.83,0.868,COMPETITOR,1,LLM_SCORE,LLM Score >= 0.8,False,UCtYzVCmNxrshH4_bPO_-Y-A,https://www.youtube.com/@theartofimprovement
Ali Abdaal,WatchData,Science - Documentary,1620000,US,0.3,0.482,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.3 < 0.55,False,UCL2hOcfXAxD44bGz0JIf-dA,https://www.youtube.com/@watchdataverified
Ali Abdaal,Billionaire Motivation,Motivation - Talking-Head Analysis,78900,Unknown,0.4,0.854,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.4 < 0.55,False,UCigzpGR4l2622wxAJvElsfw,https://www.youtube.com/@billionairemotivation2230
Ali Abdaal,Jay Shetty Podcast,Mental Health - Podcast/Interviews,4900000,US,0.54,0.607,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.54 < 0.55,False,UCbk_QsfaFZG6PdQeCvaYXJQ,https://www.youtube.com/@jayshettypodcast.
Ali Abdaal,Ticker,News - Talking-Head Analysis,15300,AU,0.3,0.478,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.3 < 0.55,False,UCiMroZIXuwlSh1r5wZdeU6Q,https://www.youtube.com/@weareticker
Ali Abdaal,Chris Williamson,Self-Improvement - Podcast/Interviews,3940000,GB,0.67,0.727,FILTERED,3,EMBEDDING_REJECT,"LLM 0.67 borderline, but Embedding 0.727 < 0.75",False,UCIaH-gZIVC432YRjNVvnyCA,https://www.youtube.com/@chriswillx
Ali Abdaal,Ashley Kiely Living,Home Organization - Educational Tutorials,459000,Unknown,0.4,0.488,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.4 < 0.55,False,UC0vqIEk7I9og6uY36XJUvvA,https://www.youtube.com/@ashleykielyliving
Ali Abdaal,That's Good Money,Fitness - Vlog,1000000,US,0.3,0.388,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.3 < 0.55,False,UChKqhM75xMdf7pPH8bOL6Bw,https://www.youtube.com/@thatsgoodmoney
Ali Abdaal,Evette Renee,Lifestyle - Vlog,327000,US,0.3,0.665,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.3 < 0.55,False,UC7urt-oXYb5QCES9gMqtilA,https://www.youtube.com/@itsevetterenee
Ali Abdaal,Jordan B Peterson Clips,Psychology - Podcast/Interviews,2020000,CA,0.54,0.622,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.54 < 0.55,False,UCodkb-qBktJI5NrUsPYpf7g,https://www.youtube.com/@drjordanbpetersonclips
Ali Abdaal,JTPro,Sports - Documentary,46000,CA,0.1,0.291,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.1 < 0.55,False,UCC5YS79CuJAZLX_fROHReYA,https://www.youtube.com/@jtpro7
Ali Abdaal,Madz Jewelry,Fashion - Vlog,382000,Unknown,0.3,0.415,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.3 < 0.55,False,UCixP0TqeymGSlKtgQoulCIQ,https://www.youtube.com/@madzjewelryy
Ali Abdaal,Right Example,Self-Improvement - Podcast/Interviews,223000,Unknown,0.56,0.809,FILTERED,3,EXTRA_LLM_VALIDATION,"While both channels focus on personal growth and self-improvement, the Seed channel emphasizes entrepreneurship and financial strategies, whereas the Candidate channel centers on emotional intelligence and relationship advice, indicating a niche mismatch.",True,UCZEMYrI3vAHgAub7ccY9pEQ,https://www.youtube.com/@rightexample
Ali Abdaal,Money Making Community,Business - Talking-Head Analysis,140000,CA,0.67,0.858,FILTERED,3,EXTRA_LLM_VALIDATION,"The Seed channel focuses on personal growth and self-improvement strategies, while the Candidate channel centers on wealth-building and billionaire mindsets, indicating a mismatch in niche despite both being educational.",True,UCmPCw8O8vVicoPvgWsIorhg,https://www.youtube.com/@moneymakingcommunity
Ali Abdaal,theJourneyofPurpose TJOP,Personal Development - Vlog,424000,AU,0.54,0.775,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.54 < 0.55,False,UC65BYtqlRNjR93D5UxGVfXw,https://www.youtube.com/@thejourneyofpurpose
Ali Abdaal,Mackenzie William,Lifestyle - Vlog,3460000,CA,0.3,0.47,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.3 < 0.55,False,UCwXicok1yKCwDWJRkRbJ4KQ,https://www.youtube.com/@mackenziewc
Ali Abdaal,Motivation Madness,Motivation - Inspirational Videos,3820000,CA,0.54,0.842,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.54 < 0.55,False,UCHbq_l1qnuomfJCYQTsWf_Q,https://www.youtube.com/@motivationmadness
Ali Abdaal,Better Ideas,Self-Improvement - Talking-Head Analysis,3010000,CA,0.76,0.909,COMPETITOR,2,LLM_SCORE,LLM Score >= 0.7,False,UCtUId5WFnN82GdDy7DgaQ7w,https://www.youtube.com/@betterideas
Ali Abdaal,Ben Alistor,Coaching - Educational Tutorials,153000,GB,0.67,0.686,FILTERED,3,EMBEDDING_REJECT,"LLM 0.67 borderline, but Embedding 0.686 < 0.75",False,UCnvB3xCvPSyrBAMHgBe3dVw,https://www.youtube.com/@benalistor
Ali Abdaal,AK,Vlogging - Vlog,510000,US,0.2,0.463,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.2 < 0.55,False,UCk-fweSLYJg9s8JnkUd-NUA,https://www.youtube.com/@akramadinas
Ali Abdaal,Itsdanielmac,Business - Podcast/Interviews,3330000,US,0.43,0.798,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.43 < 0.55,False,UCYRg9w3AfuRCKfh4JcDp8xw,https://www.youtube.com/@itsdanielmac
Ali Abdaal,Art of Charm,Self-Improvement - Podcast/Interviews,66400,US,0.67,0.781,COMPETITOR,3,EXTRA_LLM_VALIDATION,"Both channels focus on self-improvement and personal growth, using an educational format to provide strategies and advice, making them direct content competitors.",True,UCS2wqxYdqjnHkkfc90g169g,https://www.youtube.com/@artofcharmtv
Ali Abdaal,Team2Moms,Family Life - Vlog,3330000,US,0.2,0.46,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.2 < 0.55,False,UCCzmXhARScj7wtJ0f2co64A,https://www.youtube.com/@team2moms
Ali Abdaal,Ronnie's Workshop,Woodworking - Educational Tutorials,48200,US,0.3,0.395,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.3 < 0.55,False,UC2l75RzT-90ylk8RnkUchLg,https://www.youtube.com/@ronniesworkshop
Ali Abdaal,Evan Carmichael,Self-Improvement - Talking-Head Analysis,4370000,US,0.76,0.939,COMPETITOR,2,LLM_SCORE,LLM Score >= 0.7,False,UCKmkpoEqg1sOMGEiIysP8Tw,https://www.youtube.com/@evancarmichael
Ali Abdaal,Lavendaire,Personal Growth - Educational Tutorials,2590000,US,0.67,0.777,FILTERED,3,EXTRA_LLM_VALIDATION,"The Seed channel focuses on practical personal growth and entrepreneurial strategies, while the Candidate channel emphasizes self-love and emotional healing, indicating a mismatch in both format and niche.",True,UC-ga3onzHSJFAGsIebtVeBg,https://www.youtube.com/@lavendaire
Ali Abdaal,Chantal Leonhardt,Art - Vlog,40100,Unknown,0.54,0.585,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.54 < 0.55,False,UCCMgiPztqa6xMJBN8GdcMyw,https://www.youtube.com/@chantalleonhardt
Ali Abdaal,HealthyGamerGG,Mental Health - Talking-Head Analysis,3090000,US,0.66,0.655,FILTERED,3,EMBEDDING_REJECT,"LLM 0.66 borderline, but Embedding 0.655 < 0.75",False,UClHVl2N3jPEbkNJVx-ItQIQ,https://www.youtube.com/@healthygamergg
Ali Abdaal,Emily Norris,Parenting - Vlog,889000,GB,0.3,0.493,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.3 < 0.55,False,UCkYKVXPYN2dFUJgxAPeAkGg,https://www.youtube.com/@mrsemilynorris
Ali Abdaal,Social Secrets TV,Science Experiments - Documentary,42500,CA,0.2,0.349,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.2 < 0.55,False,UCSWJrjpKS6Q6Vhy1Edqv1MQ,https://www.youtube.com/@socialsecretstv
Ali Abdaal,Justin Sung,Learning Strategies - Educational Tutorials,1830000,NZ,0.76,0.853,COMPETITOR,2,LLM_SCORE,LLM Score >= 0.7,False,UC2Zs9v2hL2qZZ7vsAENsg4w,https://www.youtube.com/@justinsung
Ali Abdaal,The Wealth Circle,Financial Education - Talking-Head Analysis,36100,US,0.4,0.602,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.4 < 0.55,False,UCFWexqyJ3MXG7HDoXxH5ZYA,https://www.youtube.com/@thewealthcircle
Ali Abdaal,Better Than Yesterday,Personal Growth - Educational Tutorials,2640000,CA,0.83,0.947,COMPETITOR,1,LLM_SCORE,LLM Score >= 0.8,False,UCpExuV8qJMfCaSQNL1YG6bQ,https://www.youtube.com/@betterthanyesterday
Ali Abdaal,Carissa Cleans It All,Cleaning - Vlog,727000,US,0.2,0.542,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.2 < 0.55,False,UCGgHVo73Jy0erX3ayGmTt0g,https://www.youtube.com/@carissacleansitall
Ali Abdaal,Chirag Ecom ,Entrepreneurship - Vlog,197000,Unknown,0.54,0.751,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.54 < 0.55,False,UCuhaoKjbElPjSU5jn3xReQw,https://www.youtube.com/@chiragmehtaecom
Ali Abdaal,Baddie In Business,Entrepreneurship - Educational Tutorials,1570000,US,0.73,0.73,COMPETITOR,2,LLM_SCORE,LLM Score >= 0.7,False,UCk2AvEjXzspL1FWaG7GYTNQ,https://www.youtube.com/@baddieinbiz
Ali Abdaal,UpgradeMatrix,Self-Growth - Motivational Content,16200,US,0.54,0.803,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.54 < 0.55,False,UCGIcgeJgtye5_2PnZxe_VNg,https://www.youtube.com/@upgradematrix1
Ali Abdaal,Glamour,Lifestyle - Vlog,4870000,US,0.2,0.394,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.2 < 0.55,False,UCY9eEaH19ulZmdusctU1ejA,https://www.youtube.com/@glamour
Ali Abdaal,The Crafted Studio Co,Home Organization - Educational Tutorials,162000,US,0.4,0.462,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.4 < 0.55,False,UCJwKmHPQu-814D7XpIvDL7Q,https://www.youtube.com/@thecraftedstudioco
Ali Abdaal,VP Motion,Entrepreneurship - Podcast/Interviews,261000,CA,0.54,0.802,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.54 < 0.55,False,UCWo-yoYBKbWx71aTRNEakJw,https://www.youtube.com/@vpmotion69
Ali Abdaal,Vskills Certification,Career Development - Educational Tutorials,13600,Unknown,0.54,0.58,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.54 < 0.55,False,UCMWnscxPwRF_PqXo9B7q_Tw,https://www.youtube.com/@vskillscertification
Ali Abdaal,HCNFXACADEMY,Financial Education - Educational Tutorials,143000,Unknown,0.4,0.64,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.4 < 0.55,False,UCo0X0qtUcTP0Y4j_dIP10Mg,https://www.youtube.com/@hcnfxacademy
Ali Abdaal,Study To Success,Education - Educational Tutorials,2140000,US,0.73,0.766,COMPETITOR,2,LLM_SCORE,LLM Score >= 0.7,False,UC01sF0wMt4tB2O9krpJ_8Tg,https://www.youtube.com/@studytosuccess
Ali Abdaal,Matt Randon,Beauty - Educational Tutorials,1560000,GB,0.2,0.293,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.2 < 0.55,False,UCkYTCoRI2zIfKPJAzsExNyg,https://www.youtube.com/@mattrandon
Ali Abdaal,Brandon Carter,Self-Improvement - Educational Tutorials,1250000,US,0.67,0.826,FILTERED,3,EXTRA_LLM_VALIDATION,"The Seed channel focuses on personal growth and business strategies, while the Candidate channel emphasizes fitness and nutrition, leading to a format mismatch and differing niches.",True,UCe072WU1CTmEZhkPS4bM6cQ,https://www.youtube.com/@highlifeworkout
Ali Abdaal,Dry Creek Wrangler School,Horses - Educational Tutorials,1570000,US,0.3,0.334,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.3 < 0.55,False,UCCU0HzTA9ddqOgtuV-TJ9yw,https://www.youtube.com/@drycreekwranglerschool
Ali Abdaal,Ben Lionel Scott,Motivation - Documentary,3390000,AU,0.54,0.82,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.54 < 0.55,False,UCgkKA7xEOoBQNpC5TJxPLiw,https://www.youtube.com/@benlionelscott
Ali Abdaal,KANHAIYA SUCCESS QUOTES ,Motivation - Talking-Head Analysis,13200,Unknown,0.47,0.837,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.47 < 0.55,False,UC0Enn6dNSZNP8ou2EJoeRSw,https://www.youtube.com/@kanhaiya-k3x
Ali Abdaal,Mr mogloo,Variety - Short Videos,153000,Unknown,0.3,0.419,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.3 < 0.55,False,UCmGBEsyaCxulo56RkSxuhyQ,https://www.youtube.com/@mr_mogloo
Ali Abdaal,Caleb Hammer,Financial Education - Podcast/Interviews,2600000,US,0.4,0.578,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.4 < 0.55,False,UCLe_q9axMaeTbjN0hy1Z9xA,https://www.youtube.com/@calebhammer
Ali Abdaal,Jim Rohn Motivation™,Personal Development - Documentary,210000,US,0.56,0.889,FILTERED,3,EXTRA_LLM_VALIDATION,"The Seed channel focuses on educational tutorials related to personal growth and entrepreneurship, while the Candidate channel primarily offers motivational speeches, indicating a format mismatch despite some overlap in niche.",True,UCTWPOnmMGKwh_MjssudDaag,https://www.youtube.com/@jimrohnmotivationfans
Ali Abdaal,Toca Boca,Gaming - Trailers,2990000,Unknown,0.1,0.156,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.1 < 0.55,False,UCg7V5PfhySuD0jW46rwDiaQ,https://www.youtube.com/@tocaboca
Ali Abdaal,Business_ideas05,Business - Motivational Videos,47800,Unknown,0.54,0.813,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.54 < 0.55,False,UCijrRelINKztIFnJf6xqpUQ,https://www.youtube.com/@business_ideas05
Ali Abdaal,Natalie Dawson,Entrepreneurship - Educational Tutorials,806000,US,0.76,0.878,COMPETITOR,2,LLM_SCORE,LLM Score >= 0.7,False,UCBPlelKqrYlM9gqoLC1R9Lg,https://www.youtube.com/@thenataliedawson
Ali Abdaal,Therapy in a Nutshell,Mental Health - Educational Tutorials,2290000,US,0.54,0.506,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.54 < 0.55,False,UCpuqYFKLkcEryEieomiAv3Q,https://www.youtube.com/@therapyinanutshell
Ali Abdaal,Rise With Rahul,Entrepreneurship - Educational Tutorials,280000,Unknown,0.76,0.875,COMPETITOR,2,LLM_SCORE,LLM Score >= 0.7,False,UCkrKDPitzFHvL90IQ0tpO6A,https://www.youtube.com/@risewithrahul
Ali Abdaal,mikayla mags,Lifestyle - Vlog,523000,US,0.45,0.755,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.45 < 0.55,False,UC4wL82JgBYScl9u263nC3cw,https://www.youtube.com/@mikaylamags
