Seed_Channel_Name,Discovered_Channel_Name,Discovered_Niche,Discovered_Subs,Discovered_Country,LLM_Score,Embedding_Score,Status,Tier,Method,Reason,Extra_LLM_Call,Discovered_Channel_ID,Discovered_Channel_URL
MagnatesMedia,Fleshcore AI,AI Art - Educational Tutorials,55700,Unknown,0.2,0.424,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.2 < 0.55,False,UCMBtiOXI6uAmd5bbuPGuPPw,https://www.youtube.com/@mr_ai_creatorr
MagnatesMedia,iilluminaughtii,Business - Talking-Head Analysis,1150000,US,0.67,0.827,FILTERED,3,EXTRA_LLM_VALIDATION,"The format mismatch between 'Documentary' and 'Talking-Head Analysis' is critical, despite both channels focusing on the business niche.",True,UCpDmn2FfVYdPIDwRTcf5-OA,https://www.youtube.com/@iilluminaughtii
MagnatesMedia,Company Man,Business - Documentary,1790000,US,0.87,0.892,COMPETITOR,1,LLM_SCORE,LLM Score >= 0.8,False,UCQMyhrt92_8XM0KgZH6VnRg,https://www.youtube.com/@companyman114
MagnatesMedia,Apna College,Tech Careers - Educational Tutorials,7230000,Unknown,0.43,0.525,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.43 < 0.55,False,UCBwmMxybNva6P_5VmxjzwqA,https://www.youtube.com/@apnacollegeofficial
MagnatesMedia,Ritika Yaduvanshi,Relationships - Comedy Shorts,436000,Unknown,0.2,0.426,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.2 < 0.55,False,UCXE3MLcxvVGb8gx7MhyywrA,https://www.youtube.com/@glorious_ritika6000
MagnatesMedia,Savanteum,Entrepreneurship - Educational Tutorials,291000,Unknown,0.67,0.837,FILTERED,3,EXTRA_LLM_VALIDATION,"The formats differ significantly, with 'MagnatesMedia' focusing on 'Documentary' content while 'Savanteum' provides 'Educational Tutorials', despite both being in related niches.",True,UCrcKqsixyf2lqkM_ITGPq1A,https://www.youtube.com/@savanteum
MagnatesMedia,Johnny Harris,Geopolitics - Documentary,7120000,US,0.66,0.644,FILTERED,3,EMBEDDING_REJECT,"LLM 0.66 borderline, but Embedding 0.644 < 0.75",False,UCmGSJVG3mCRXVOP4yZrU1Dw,https://www.youtube.com/@johnnyharris
MagnatesMedia,The Calum Johnson Show,Personal Development - Podcast/Interviews,224000,US,0.56,0.832,FILTERED,3,EXTRA_LLM_VALIDATION,"The formats are different, with MagnatesMedia focusing on documentaries while The Calum Johnson Show is centered around podcasts/interviews, despite both being related to business and personal development.",True,UCuvjQYKukKjVyhSVxQibgOw,https://www.youtube.com/@thecalumjohnsonshow
MagnatesMedia,DorianGroup82,Basketball Analysis - Talking-Head Analysis,310000,US,0.2,0.344,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.2 < 0.55,False,UCMUWLmu8UENZxSJEFMDicJA,https://www.youtube.com/@doriangroup82
MagnatesMedia,financeistic,Business - Shorts,14100,Unknown,0.54,0.721,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.54 < 0.55,False,UCdoPoMVJByQQfhXsZ2l_oDA,https://www.youtube.com/@financeistic
MagnatesMedia,Sidd Ahmed,Motivation - Vlog,651000,US,0.43,0.62,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.43 < 0.55,False,UCHetsKn3hHUg4J48onIKQZQ,https://www.youtube.com/@siddahmed
MagnatesMedia,SetupsAI,Productivity - Educational Tutorials,426000,US,0.3,0.521,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.3 < 0.55,False,UC0xHrJNbxHmFnUP-49WYM-Q,https://www.youtube.com/@setupsaitony
MagnatesMedia,Shivan Kay,Natural Hair Care - Educational Tutorials,114000,US,0.2,0.491,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.2 < 0.55,False,UC_2TSCz99saIbP52aUhDY8w,https://www.youtube.com/@shivankay
MagnatesMedia,Pregnancy and Postpartum TV,Pregnancy and Postpartum - Educational Tutorials,2320000,CA,0.2,0.191,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.2 < 0.55,False,UCIakpj3Xn5NBfRH9mfoG43w,https://www.youtube.com/@pregnancyandpostpartumtv
MagnatesMedia,ElliotSimms,Childhood Experiences - Documentary,4290000,US,0.3,0.335,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.3 < 0.55,False,UCgeit8Z93GU92Tw-XNF2yfw,https://www.youtube.com/@elliotsimms
MagnatesMedia,Fireship,Tech Education - Educational Tutorials,4040000,US,0.4,0.589,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.4 < 0.55,False,UCsBjURrPoezykLs9EqgamOA,https://www.youtube.com/@fireship
MagnatesMedia,Jon Youshaei,Creator Economy - Podcast/Interviews,646000,US,0.76,0.783,COMPETITOR,2,LLM_SCORE,LLM Score >= 0.7,False,UCj8DGOv5P7Ngsh-telMG-pw,https://www.youtube.com/@youshaei
MagnatesMedia,Henry Belcaster,Education - Educational Tutorials,3340000,US,0.43,0.538,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.43 < 0.55,False,UCFN6lQpfY8XIRdhv9G-f4bg,https://www.youtube.com/@henrybelcaster
MagnatesMedia,Dan Koe,Self-Improvement - Educational Tutorials,1170000,US,0.54,0.78,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.54 < 0.55,False,UCWXYDYv5STLk-zoxMP2I1Lw,https://www.youtube.com/@dankoetalks
MagnatesMedia,Liam Ottley,Entrepreneurship - Educational Tutorials,682000,NZ,0.66,0.807,FILTERED,3,EXTRA_LLM_VALIDATION,"The formats are different, with 'MagnatesMedia' focusing on 'Documentary' content while 'Liam Ottley' provides 'Educational Tutorials', despite both being in related niches.",True,UCui4jxDaMb53Gdh-AZUTPAg,https://www.youtube.com/@liamottley
MagnatesMedia,Mint,Business - Podcast/Interviews,1320000,Unknown,0.38,0.505,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.38 < 0.55,False,UCUI9vm69ZbAqRK3q3vKLWCQ,https://www.youtube.com/@livemint
MagnatesMedia,Leveling Up with Eric Siu,Entrepreneurship - Podcast/Interviews,187000,US,0.56,0.824,FILTERED,3,EXTRA_LLM_VALIDATION,"The formats differ significantly, with 'MagnatesMedia' focusing on documentaries while 'Leveling Up with Eric Siu' primarily features podcasts and interviews, despite both being in related niches.",True,UC3owDdLk7HL1dyQnkoBuRew,https://www.youtube.com/@levelingupofficial
MagnatesMedia,The Johnson Brothers,Entertainment - Shorts,4720000,US,0.2,0.404,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.2 < 0.55,False,UCJN8qUaNK6M6WG-Kz5SjI9A,https://www.youtube.com/@the.johnsonbrothers
MagnatesMedia,Caleb Ralston,Entrepreneurship - Documentary,59000,US,0.67,0.622,FILTERED,3,EMBEDDING_REJECT,"LLM 0.67 borderline, but Embedding 0.622 < 0.75",False,UCbc7A6bNtpyybJbGvIi0PNQ,https://www.youtube.com/@calebralston
MagnatesMedia,Arbuckle Industries,Documentary Films - Documentary,30500,US,0.4,0.583,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.4 < 0.55,False,UCYSYbWylT8vGFYPovFeQ43Q,https://www.youtube.com/@arbuckleindustries
MagnatesMedia,Kevin Stratvert,Technology - Educational Tutorials,3960000,US,0.38,0.636,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.38 < 0.55,False,UCfJT_eYDTmDE-ovKaxVE1ig,https://www.youtube.com/@kevinstratvert
MagnatesMedia,Doctorly,Dermatology - Educational Tutorials,3450000,US,0.2,0.264,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.2 < 0.55,False,UCHCZnC9akNA9pBP7aJGNKdg,https://www.youtube.com/@doctorly
MagnatesMedia,TheAIGRID,Artificial Intelligence - Educational Tutorials,374000,GB,0.43,0.543,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.43 < 0.55,False,UCbY9xX3_jW5c2fjlZVBI4cg,https://www.youtube.com/@theaigrid
MagnatesMedia,Futurepedia,AI Tools - Educational Tutorials,595000,US,0.43,0.547,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.43 < 0.55,False,UC_RovKmk0OCbuZjA8f08opw,https://www.youtube.com/@futurepedia_io
MagnatesMedia,Music Media,Music - Talking-Head Analysis,5960000,Unknown,0.38,0.551,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.38 < 0.55,False,UCWQrSQ0wJ3oZshXsZcl_Srg,https://www.youtube.com/@musicmediaco
MagnatesMedia,James Turner,Gaming - Let's Play,1580000,AU,0.1,0.306,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.1 < 0.55,False,UC65SbK7DTllBxF7Uzinkgdg,https://www.youtube.com/@jamesturneryt
MagnatesMedia,Harvard Business Review,Management - Educational Tutorials,1440000,US,0.67,0.815,FILTERED,3,EXTRA_LLM_VALIDATION,"The formats differ significantly, with 'MagnatesMedia' focusing on 'Documentary' content while 'Harvard Business Review' provides 'Educational Tutorials', despite both being in the broader business realm.",True,UCWo4IA01TXzBeGJJKWHOG9g,https://www.youtube.com/@harvardbusinessreview
MagnatesMedia,MorningLightMusic,Music - Official Channel,766000,US,0.2,0.322,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.2 < 0.55,False,UC3XG9kGIXDbbpOjBK6c_7Cw,https://www.youtube.com/@morninglightmusic
MagnatesMedia,Rathbone ,Comedy - Sketches,62500,US,0.3,0.552,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.3 < 0.55,False,UCT4LlKacuIJd0sB-9OtuFDA,https://www.youtube.com/@rathbonee
MagnatesMedia,Extra History,History - Documentary,4430000,US,0.5,0.473,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.5 < 0.55,False,UCCODtTcd5M1JavPCOr_Uydg,https://www.youtube.com/@extrahistory
MagnatesMedia,Joe Polish,Entrepreneurship - Podcast/Interviews,194000,US,0.47,0.7,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.47 < 0.55,False,UCdTSGF4VBDHVSxDRz796j7Q,https://www.youtube.com/@joepolish
MagnatesMedia,Brian Tracy,Personal Development - Educational Tutorials,1850000,Unknown,0.4,0.622,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.4 < 0.55,False,UCc11676iKpKrJMYqNYHqNig,https://www.youtube.com/@briantracyofficial
MagnatesMedia,TED,Ideas - Talks,26800000,US,0.4,0.535,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.4 < 0.55,False,UCAuUUnT6oDeKwE6v1NGQxug,https://www.youtube.com/@ted
MagnatesMedia,TEDx Talks,Ideas - Talks,43800000,Unknown,0.4,0.581,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.4 < 0.55,False,UCsT0YIqwnpJCM-mx7-gSA4Q,https://www.youtube.com/@tedx
MagnatesMedia,BBC News,Global News - Documentary,18800000,GB,0.45,0.526,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.45 < 0.55,False,UC16niRr50-MSBwiO3YDb3RA,https://www.youtube.com/@bbcnews
MagnatesMedia,Dan Lok,Entrepreneurship - Educational Tutorials,4900000,CA,0.54,0.654,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.54 < 0.55,False,UCs_6DXZROU29pLvgQdCx4Ww,https://www.youtube.com/@danlok
MagnatesMedia,Charlie Chang,Entrepreneurship - Educational Tutorials,1380000,US,0.54,0.809,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.54 < 0.55,False,UCTQuKo8v0PaPCvk5aRxc_Yg,https://www.youtube.com/@charliechang
MagnatesMedia,Ong Squad,Lifestyle - Vlog,6020000,US,0.2,0.438,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.2 < 0.55,False,UCjJHHCyCSX02-LGlEr1BKLA,https://www.youtube.com/@ongsquad
MagnatesMedia,Biaheza,Entrepreneurship - Vlog,1480000,US,0.67,0.828,FILTERED,3,EXTRA_LLM_VALIDATION,"The formats are different, with MagnatesMedia focusing on documentaries and Biaheza primarily producing vlogs, despite both being related to business and entrepreneurship.",True,UCs5wAPodliO0oVxiTD8ruvg,https://www.youtube.com/@biaheza
MagnatesMedia,Sideserf Cake Studio,Baking - Educational Tutorials,6920000,US,0.2,0.293,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.2 < 0.55,False,UChKQYI9z5rO_sdNjhwyyjSg,https://www.youtube.com/@sideserfcakes
MagnatesMedia,vidIQ,YouTube Growth - Educational Tutorials,2280000,US,0.47,0.544,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.47 < 0.55,False,UCZLFu8bHbwtnIgWLg5UtINw,https://www.youtube.com/@vidiq
MagnatesMedia,STARTUP HAKK,Business - Educational Tutorials,13400,US,0.54,0.855,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.54 < 0.55,False,UCx6DHDTNNfbrsQbtXK03sXg,https://www.youtube.com/@startuphakk_sh
MagnatesMedia,GAMER ONX21,Business - Educational Tutorials,27000,AU,0.1,0.366,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.1 < 0.55,False,UCqquSqmAw-a7u7ZPaIBkRYg,https://www.youtube.com/@gamer-onx21
MagnatesMedia,Tom's Key Company,Automotive - Educational Tutorials,29200,US,0.2,0.35,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.2 < 0.55,False,UCySCfe48-Sy8xUsjYM8ZrDA,https://www.youtube.com/@tomskeycompany
MagnatesMedia,CBC News: The National,News - Documentary,2060000,CA,0.54,0.513,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.54 < 0.55,False,UCKjU3KzdbJE1EFcHVqXC3_g,https://www.youtube.com/@cbcthenational
MagnatesMedia,Gohar Khan,College Survival - Educational Tutorials,7160000,Unknown,0.32,0.467,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.32 < 0.55,False,UCPk2s5c4R_d-EUUNvFFODoA,https://www.youtube.com/@goharsguide
MagnatesMedia,Shawn Ryan Show,Veterans Advocacy - Podcast/Interviews,5140000,US,0.43,0.614,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.43 < 0.55,False,UCkoujZQZatbqy4KGcgjpVxQ,https://www.youtube.com/@shawnryanshow
MagnatesMedia,Think Media,Creator Economy - Educational Tutorials,3360000,US,0.54,0.585,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.54 < 0.55,False,UCGxjDWAN1KwrkXYVi8CXtjQ,https://www.youtube.com/@thinkmediatv
MagnatesMedia,Kaikai˃ 𖥦 ˂,Anime and K-Dramas - Vlog,56700,Unknown,0.1,0.402,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.1 < 0.55,False,UCdWI5ukfVTqin52ZHxctWEw,https://www.youtube.com/@x.kaiden
MagnatesMedia,Learn With Shopify,Entrepreneurship - Educational Tutorials,817000,CA,0.54,0.768,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.54 < 0.55,False,UC7geKfz2-IH0rsgRBtHTm0g,https://www.youtube.com/@learnwithshopify
MagnatesMedia,Chandamama Food Recipes,Family Life - Vlog,26400,Unknown,0.1,0.345,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.1 < 0.55,False,UC7l68E2pMm6kd5ctBUDgvJQ,https://www.youtube.com/@chandamamafoodrecipes
MagnatesMedia,Andrew Fraser,Food and Travel - Documentary,390000,US,0.3,0.516,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.3 < 0.55,False,UCyVNApi-6Mf5U8We98GB7JA,https://www.youtube.com/@andrew_fraser
MagnatesMedia,Anthropic,AI Safety - Educational Tutorials,300000,Unknown,0.47,0.804,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.47 < 0.55,False,UCrDwWp7EBBv4NwvScIpBDOA,https://www.youtube.com/@anthropic-ai
MagnatesMedia,This Is History,History - Documentary,244000,GB,0.4,0.317,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.4 < 0.55,False,UCcJyQ5dihoKAKwk2aRi-CQw,https://www.youtube.com/@this_is_history
MagnatesMedia,Law&Crime Network,Law - Live Courtroom Coverage,7290000,US,0.3,0.469,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.3 < 0.55,False,UCz8K1occVvDTYDfFo7N5EZw,https://www.youtube.com/@lawandcrime
MagnatesMedia,FORGOTTEN HISTORY,History - Documentary,972000,US,0.54,0.605,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.54 < 0.55,False,UCJ5kKhnQUbZmABUeJJvj9aw,https://www.youtube.com/@forgottenhistorychannel
MagnatesMedia,Manvendra Chauhan,Science - Shorts,1150000,Unknown,0.32,0.516,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.32 < 0.55,False,UCVsW2giy-FsMq555pAyDCpQ,https://www.youtube.com/@thehelpingmindofficial
MagnatesMedia,Luis M Peña,Filmmaking - Educational Tutorials,13500,US,0.2,0.452,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.2 < 0.55,False,UC7dTEgoOHnuy8Xgvrc6nIwA,https://www.youtube.com/@luismpena-dop
MagnatesMedia,The Office,Entertainment - Promotional Content,3670000,Unknown,0.1,0.416,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.1 < 0.55,False,UCa90xqK2odw1KV5wHU9WRhg,https://www.youtube.com/@theoffice
MagnatesMedia,Helena Liu,AI Tools and Automation - Educational Tutorials,238000,CA,0.54,0.673,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.54 < 0.55,False,UCpM_g95uzZ_OyhgukvrbbiQ,https://www.youtube.com/@helena-liu
MagnatesMedia,Asianometry,Business - Documentary,881000,US,0.82,0.827,COMPETITOR,1,LLM_SCORE,LLM Score >= 0.8,False,UC1LpsuAUaKoMzzJSEt5WImw,https://www.youtube.com/@asianometry
MagnatesMedia,Jack Neel,Business - Podcast/Interviews,3230000,US,0.54,0.772,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.54 < 0.55,False,UCFRCiFkWWJN2rO6dsKU9-1A,https://www.youtube.com/@jackneel
MagnatesMedia,Codie Sanchez,Business - Educational Tutorials,1940000,Unknown,0.54,0.786,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.54 < 0.55,False,UC5fI3kxC-ewZ6ZXEYgznM7g,https://www.youtube.com/@codiesanchezct
MagnatesMedia,Humphrey Yang,Financial Education - Educational Tutorials,1830000,US,0.43,0.587,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.43 < 0.55,False,UCFBpVaKCC0ajGps1vf0AgBg,https://www.youtube.com/@humphrey
MagnatesMedia,Scott Rouse,Body Language Analysis - Talking-Head Analysis,166000,US,0.32,0.375,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.32 < 0.55,False,UC5ZB2xWAaqZAsywmpPAj_aA,https://www.youtube.com/@scottrouse
MagnatesMedia,Brand New - Topic,Music - Acoustic Performances,47300,Unknown,0.2,0.284,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.2 < 0.55,False,UCtR4nrS3zXFkkT9Mxz5DnJw,https://www.youtube.com/channel/UCtR4nrS3zXFkkT9Mxz5DnJw
MagnatesMedia,Life Of Riza,Lifestyle - Vlog,931000,CA,0.2,0.573,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.2 < 0.55,False,UCRZ1OquIwGiUjJS7SXW4Fdg,https://www.youtube.com/@lifeofriza
MagnatesMedia,Mark Tilbury,Financial Education - Educational Tutorials,7100000,GB,0.54,0.609,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.54 < 0.55,False,UCxgAuX3XZROujMmGphN_scA,https://www.youtube.com/@marktilbury
MagnatesMedia,Myron Golden,Entrepreneurship - Educational Tutorials,1230000,US,0.54,0.685,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.54 < 0.55,False,UCbaQv8_DS1n8puOnJRzLPzw,https://www.youtube.com/@myrongolden
MagnatesMedia,JustKay,Travel - Vlog,267000,Unknown,0.2,0.496,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.2 < 0.55,False,UCMLVTwevPDDDtRulCmYFSOg,https://www.youtube.com/@justkayy
MagnatesMedia,The Knowledge Project Podcast,Success Principles - Podcast/Interviews,360000,US,0.67,0.807,FILTERED,3,EXTRA_LLM_VALIDATION,"The formats differ significantly, with 'MagnatesMedia' focusing on documentaries while 'The Knowledge Project Podcast' is centered around podcasts/interviews, despite some overlap in niche topics.",True,UCLtTf_uKt0Itd0NG7txrwXA,https://www.youtube.com/@tkppodcast
MagnatesMedia,Mesa School of Business,Entrepreneurship - Educational Tutorials,25500,Unknown,0.67,0.825,FILTERED,3,EXTRA_LLM_VALIDATION,"The formats differ significantly, with 'MagnatesMedia' focusing on 'Documentary' content while 'Mesa School of Business' provides 'Educational Tutorials', despite both being in the broader business-related niches.",True,UC6mPbmdDZ9Q50-tT2ttYrRw,https://www.youtube.com/@mesaschoolofbusiness
MagnatesMedia,Dan Martell,Entrepreneurship - Educational Tutorials,2070000,CA,0.56,0.797,FILTERED,3,EXTRA_LLM_VALIDATION,"The format mismatch between 'Documentary' and 'Educational Tutorials' is critical, despite the related topics of business and entrepreneurship.",True,UCA-mWX9CvCTVFWRMb9bKc9w,https://www.youtube.com/@danmartell
MagnatesMedia,systemHUB,Business Systems - Educational Tutorials,40200,AU,0.54,0.799,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.54 < 0.55,False,UCvQDlD9pJlVlGGl-mMq6UPg,https://www.youtube.com/@systemhub
MagnatesMedia,NetworkChuck,Information Technology - Educational Tutorials,4920000,US,0.54,0.702,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.54 < 0.55,False,UC9x0AN7BWHpCDHSm9NiJFJQ,https://www.youtube.com/@networkchuck
MagnatesMedia,Cody Baldwin,Data Analytics - Educational Tutorials,91900,Unknown,0.3,0.484,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.3 < 0.55,False,UCHPHVCq_Giziio_y8QEcHyA,https://www.youtube.com/@codymbaldwin
MagnatesMedia,Welyn,Gaming - Vlog,2910000,US,0.1,0.38,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.1 < 0.55,False,UCg4XK-l40KZD7fLi12pJ1YA,https://www.youtube.com/@welyn
MagnatesMedia,gabi belle,Nostalgia - Talking-Head Analysis,1380000,US,0.2,0.463,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.2 < 0.55,False,UC-oYqxpi6TO1J7BjQksSuOA,https://www.youtube.com/@itsgabibelle
MagnatesMedia,Tucker Carlson,Political Commentary - Podcast/Interviews,4920000,US,0.2,0.492,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.2 < 0.55,False,UCGttrUON87gWfU6dMWm1fcA,https://www.youtube.com/@tuckercarlson
MagnatesMedia,Matt Gray,Entrepreneurship - Educational Tutorials,191000,US,0.54,0.718,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.54 < 0.55,False,UChYHKRass0kZvBkVKQuZElQ,https://www.youtube.com/@realmattgray
MagnatesMedia,RapidLapse,Nature - Documentary,98200,US,0.3,0.288,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.3 < 0.55,False,UCgtTQJ2eCHPmJwyRCbPltug,https://www.youtube.com/@rapidlapse
MagnatesMedia,The Mouselets,Disney Parks - Vlog,258000,Unknown,0.3,0.251,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.3 < 0.55,False,UCuKorpahOdJHiPdVBonEMDA,https://www.youtube.com/@themouselets
MagnatesMedia,James Jani,Exploration - Documentary,2190000,GB,0.67,0.675,FILTERED,3,EMBEDDING_REJECT,"LLM 0.67 borderline, but Embedding 0.675 < 0.75",False,UCT0dmfFCLWuVKPWZ6wcdKyg,https://www.youtube.com/@jamesjani
MagnatesMedia,Dr Lila Landowski,Neuroscience - Educational Tutorials,68800,AU,0.43,0.462,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.43 < 0.55,False,UCWBJwcOKEWo7NBVsDdx4bng,https://www.youtube.com/@rockatscientist
MagnatesMedia,Jenny Hoyos,Lifestyle - Vlog,9910000,US,0.2,0.407,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.2 < 0.55,False,UC6YjT1TJaANveVGQ4vl1CIg,https://www.youtube.com/@jennyhoyos
MagnatesMedia,Ben Mikha,Storytelling - Documentary,90900,NZ,0.4,0.565,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.4 < 0.55,False,UC_a1NheWFVIHq3DUJH881xw,https://www.youtube.com/@benmikha
MagnatesMedia,Natural Habitat Shorts,Nature - Documentary,5780000,US,0.2,0.297,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.2 < 0.55,False,UCSb_Sui6FBxVS4_ROsrU_Iw,https://www.youtube.com/@naturalhabitatshorts
MagnatesMedia,Into the Wild Films,Nature - Documentary,70300,AU,0.3,0.419,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.3 < 0.55,False,UCKrMAT7-HXPijVsI08B3BQQ,https://www.youtube.com/@intothewildfilms
MagnatesMedia,Zubair Trabzada | AI Workshop,AI Tools - Educational Tutorials,99800,US,0.47,0.748,FILTERED,4,LLM_SCORE_LOW,LLM Score 0.47 < 0.55,False,UC2b2wgxm0vFjQfJJ0iRcFRw,https://www.youtube.com/@ai-gptworkshop
