Seed_Channel_Name,Seed_Channel_ID,Seed_Niche,Discovered_Channel_Name,Discovered_Channel_ID,Discovered_Channel_URL,Discovered_Subs,Discovered_Video_Count,Discovered_Niche,Discovered_Country,LLM_Score,Embedding_Score,Discovered_Channel_Description,Discovered_Keywords,Seed_Keywords,Level,Timestamp
MagnatesMedia,UCE4Gn00XZbpWvGUfIslT-tA,Business - Documentary,Fleshcore AI,UCMBtiOXI6uAmd5bbuPGuPPw,https://www.youtube.com/@mr_ai_creatorr,55700,546,AI Art - Educational Tutorials,Unknown,0.2,0.424,"Welcome to Fleshcore AI — the distortion lab is open.
Here, we create surreal AI-generated horrors: cursed lifeforms, digital mutations, and biomechanical nightmares that should not exist. But we made them real.

And that’s not all.

I also teach you how to turn this kind of content into income. Learn how to build faceless YouTube channels, use AI tools to generate viral videos, and grow a profitable channel from scratch.

🎥 Weirdcore AI visuals
💼 YouTube monetization strategies
📈 Passive income with faceless automation
🧬 AI tools, tutorials & creator growth tips

Subscribe if you're ready to earn from the weird side of AI.



","funny ai videos, ai comedy shorts, ai funny moments, ai art funny, ai humor, rave party, funny rave videos, rave memes, party funny moments, rave culture, funny cat videos, funny animal shorts, cat memes, funny pet moments, animal comedy, funny food videos, street food humor, food memes, funny cooking, food fails, funny travel videos, safari adventure, travel comedy, vacation funny moments, adventure memes","company rise and fall, business empire, corporate scandal, brand failure, startup bankruptcy, company history, business documentary, cinematic documentary, company story, entrepreneur story, business breakdown, business case study, company analysis, business strategy, how companies failed, business investigation, youtube growth, how to start a youtube channel, creator business, content creator, personal brand, ai for entrepreneurs, ai productivity tools, how to use ai for business, ai workflow, openai truth",1,2025-10-30T18:34:04.578318
MagnatesMedia,UCE4Gn00XZbpWvGUfIslT-tA,Business - Documentary,iilluminaughtii,UCpDmn2FfVYdPIDwRTcf5-OA,https://www.youtube.com/@iilluminaughtii,1150000,644,Business - Talking-Head Analysis,US,0.67,0.827,"Just a pyramid against pyramid schemes. 

Host of the series Multi Level Mondays where we cover all things MLM and scam related and The Corporate Casket where we cover all things bad business related. ","business scams, pyramid schemes, how to spot scams, scam awareness, financial scams, business fraud, toxic beauty products, health trends, cosmetic surgery risks, wellness industry, health fads, diet scams, business documentary, company analysis, corporate scandals, investigative documentary, case studies, business breakdown, disaster relief, social justice issues, current events analysis, cultural commentary, political commentary, consumer protection, how companies make money, product reviews, ethical consumerism, brand transparency","company rise and fall, business empire, corporate scandal, brand failure, startup bankruptcy, company history, business documentary, cinematic documentary, company story, entrepreneur story, business breakdown, business case study, company analysis, business strategy, how companies failed, business investigation, youtube growth, how to start a youtube channel, creator business, content creator, personal brand, ai for entrepreneurs, ai productivity tools, how to use ai for business, ai workflow, openai truth",1,2025-10-30T18:34:16.963360
MagnatesMedia,UCE4Gn00XZbpWvGUfIslT-tA,Business - Documentary,Company Man,UCQMyhrt92_8XM0KgZH6VnRg,https://www.youtube.com/@companyman114,1790000,449,Business - Documentary,US,0.87,0.892,"Videos on interesting topics in business and marketing of well known companies.

Channel banner done by Zephylr Designs. Check him out at: https://www.youtube.com/channel/UC0DQbZnQl9MoektrCSJINwQ

Business Inquiries: companymanbiz@gmail.com","company rise and fall, business decline, brand history, corporate success stories, business failures, company analysis, brand comparison, company rivalry, business vs business, product comparison, service comparison, business documentary, company documentary, corporate storytelling, business breakdown, history of brands, why companies succeed, why companies fail, business success stories, factors of success, business struggles, popular brands, brand analysis, consumer brand history, successful brands, brand evolution","company rise and fall, business empire, corporate scandal, brand failure, startup bankruptcy, company history, business documentary, cinematic documentary, company story, entrepreneur story, business breakdown, business case study, company analysis, business strategy, how companies failed, business investigation, youtube growth, how to start a youtube channel, creator business, content creator, personal brand, ai for entrepreneurs, ai productivity tools, how to use ai for business, ai workflow, openai truth",1,2025-10-30T18:34:30.281366
MagnatesMedia,UCE4Gn00XZbpWvGUfIslT-tA,Business - Documentary,Apna College,UCBwmMxybNva6P_5VmxjzwqA,https://www.youtube.com/@apnacollegeofficial,7230000,976,Tech Careers - Educational Tutorials,Unknown,0.43,0.525,"I'm Shradha, Ex-Microsoft Software Engineer, DRDO. My journey started from a small village of Haryana, in college I learned coding and got 2 internships at Microsoft, work for DRDO, invited for Google SPS and a Full Time Offer from Microsoft. I believe that skills are more important today and want to help students to learn & crack their dream companies ❤️
So, I left my Microsoft Job and started to teach students. I love my students and I love sharing my learnings.
To Chalo Phodte hain!


Feel free to contact Shradha Didi for Seminars, Hackathons & Collaborations at the given email id below.


","top tech jobs, ai jobs 2025, tech placements, software engineering jobs, data science careers, ai engineering jobs, interview preparation, placement preparation, resume tips, job readiness, how to get hired, internship tips, learn ai online, ai for beginners, machine learning course, ai job skills, data science fundamentals, college study tips, how to study effectively, student internships, academic success, study motivation, career options for engineers, how to get internships, networking for students, career advice, job market trends","company rise and fall, business empire, corporate scandal, brand failure, startup bankruptcy, company history, business documentary, cinematic documentary, company story, entrepreneur story, business breakdown, business case study, company analysis, business strategy, how companies failed, business investigation, youtube growth, how to start a youtube channel, creator business, content creator, personal brand, ai for entrepreneurs, ai productivity tools, how to use ai for business, ai workflow, openai truth",1,2025-10-30T18:34:44.308013
MagnatesMedia,UCE4Gn00XZbpWvGUfIslT-tA,Business - Documentary,Ritika Yaduvanshi,UCXE3MLcxvVGb8gx7MhyywrA,https://www.youtube.com/@glorious_ritika6000,436000,827,Relationships - Comedy Shorts,Unknown,0.2,0.426,Instagram : @glorious_ritika,"life after marriage, love marriage problems, couple comedy, relationship humor, marriage life, couple goals, funny shorts, viral videos, short comedy, trending shorts, shorts viral, yt shorts, couple challenges, relationship advice, couple skits, funny couple moments, couple life, relatable humor, funny situations, everyday life comedy, humor videos, comedy shorts, love marriage culture, modern relationships, cultural marriage, family dynamics, relationship expectations","company rise and fall, business empire, corporate scandal, brand failure, startup bankruptcy, company history, business documentary, cinematic documentary, company story, entrepreneur story, business breakdown, business case study, company analysis, business strategy, how companies failed, business investigation, youtube growth, how to start a youtube channel, creator business, content creator, personal brand, ai for entrepreneurs, ai productivity tools, how to use ai for business, ai workflow, openai truth",1,2025-10-30T18:34:58.951937
MagnatesMedia,UCE4Gn00XZbpWvGUfIslT-tA,Business - Documentary,Savanteum,UCrcKqsixyf2lqkM_ITGPq1A,https://www.youtube.com/@savanteum,291000,47,Entrepreneurship - Educational Tutorials,Unknown,0.67,0.837,"Welcome to savanteum – a gym for the mind; a place to learn and get inspired! 🧠💪

We are on a mission to enable and inspire the next generation of innovators, entrepreneurs and creators.
","how to start a business, business ideas 2025, entrepreneurship tips, build a business, make money online, small business ideas, financial freedom, passive income, get rich quick, wealth building, money mindset, how to make money, productivity tips, time management, self improvement, habits for success, discipline and motivation, how to be productive, youtube growth, how to grow on youtube, content creation tips, personal branding, creator economy, build a personal brand, ai tools for business, how to use ai, ai productivity tools, technology trends 2025, future of technology","company rise and fall, business empire, corporate scandal, brand failure, startup bankruptcy, company history, business documentary, cinematic documentary, company story, entrepreneur story, business breakdown, business case study, company analysis, business strategy, how companies failed, business investigation, youtube growth, how to start a youtube channel, creator business, content creator, personal brand, ai for entrepreneurs, ai productivity tools, how to use ai for business, ai workflow, openai truth",1,2025-10-30T18:35:12.162992
MagnatesMedia,UCE4Gn00XZbpWvGUfIslT-tA,Business - Documentary,Johnny Harris,UCmGSJVG3mCRXVOP4yZrU1Dw,https://www.youtube.com/@johnnyharris,7120000,490,Geopolitics - Documentary,US,0.66,0.644,"Independent journalist making videos that help you better understand the world
Support my work here: https://www.patreon.com/johnnyharris
Inquiries: newpress@unitedtalent.com

","documentary films, real world issues, history explained, current events, world conflicts, hidden truths, gold investment, financial crisis, money management, cost of living, economic trends, wealth inequality, world history, geopolitical conflicts, country analysis, historical events, political issues, water crisis, food scarcity, social justice, environmental issues, human rights, future technology, nuclear weapons, space exploration, emerging technologies, tech impact","company rise and fall, business empire, corporate scandal, brand failure, startup bankruptcy, company history, business documentary, cinematic documentary, company story, entrepreneur story, business breakdown, business case study, company analysis, business strategy, how companies failed, business investigation, youtube growth, how to start a youtube channel, creator business, content creator, personal brand, ai for entrepreneurs, ai productivity tools, how to use ai for business, ai workflow, openai truth",1,2025-10-30T18:35:25.028453
MagnatesMedia,UCE4Gn00XZbpWvGUfIslT-tA,Business - Documentary,The Calum Johnson Show,UCuvjQYKukKjVyhSVxQibgOw,https://www.youtube.com/@thecalumjohnsonshow,224000,422,Personal Development - Podcast/Interviews,US,0.56,0.832,"Curious questions from a curious mind with the most remarkable people on the planet.

Hit the subscribe button and join our movement of living happier, healthier and wealthier lives.
","start a business, build a brand, online business ideas, business ideas 2025, how to make money, entrepreneur tips, get rich, financial independence, passive income, money making ideas, wealth building, how to invest, ai business ideas, using ai for business, ai tools for entrepreneurs, how to use chatgpt, ai productivity tips, youtube growth, monetize content, personal branding, content marketing tips, how to create content, productivity hacks, time management tips, self improvement, motivation techniques, how to be productive","company rise and fall, business empire, corporate scandal, brand failure, startup bankruptcy, company history, business documentary, cinematic documentary, company story, entrepreneur story, business breakdown, business case study, company analysis, business strategy, how companies failed, business investigation, youtube growth, how to start a youtube channel, creator business, content creator, personal brand, ai for entrepreneurs, ai productivity tools, how to use ai for business, ai workflow, openai truth",1,2025-10-30T18:35:42.021619
MagnatesMedia,UCE4Gn00XZbpWvGUfIslT-tA,Business - Documentary,DorianGroup82,UCMUWLmu8UENZxSJEFMDicJA,https://www.youtube.com/@doriangroup82,310000,682,Basketball Analysis - Talking-Head Analysis,US,0.2,0.344,"✝️ Jesus.
🏀 I Teach Basketball.
🎤 I Teach Music Marketing.
","nba highlights, basketball breakdown, player analysis, scouting report, basketball iq test, nba player comparison, basketball coaching tips, coaching strategies, youth basketball coaching, basketball drills, coaching fundamentals, basketball skills training, improve shooting, basketball drills for kids, training for young players, player improvement tips, nba updates, latest nba news, nba trade rumors, basketball news today, nba player news, best nba plays, basketball highlights 2023, top dunks, nba top plays, basketball highlight reel","company rise and fall, business empire, corporate scandal, brand failure, startup bankruptcy, company history, business documentary, cinematic documentary, company story, entrepreneur story, business breakdown, business case study, company analysis, business strategy, how companies failed, business investigation, youtube growth, how to start a youtube channel, creator business, content creator, personal brand, ai for entrepreneurs, ai productivity tools, how to use ai for business, ai workflow, openai truth",1,2025-10-30T18:36:23.064615
MagnatesMedia,UCE4Gn00XZbpWvGUfIslT-tA,Business - Documentary,financeistic,UCdoPoMVJByQQfhXsZ2l_oDA,https://www.youtube.com/@financeistic,14100,26,Business - Shorts,Unknown,0.54,0.721,,"small business ideas, how to start a business, entrepreneurship tips, business success stories, startup advice, business growth strategies, financial freedom, make money online, passive income ideas, wealth building tips, money management, get rich quick, motivation for entrepreneurs, mindset for success, overcoming challenges, motivational speeches, entrepreneurial mindset, self improvement tips, investment strategies, how to invest money, financial literacy, stock market tips, real estate investing, personal finance advice, startup ideas, how to pitch investors, innovation in business, business model development, scaling a startup, tech startup trends","company rise and fall, business empire, corporate scandal, brand failure, startup bankruptcy, company history, business documentary, cinematic documentary, company story, entrepreneur story, business breakdown, business case study, company analysis, business strategy, how companies failed, business investigation, youtube growth, how to start a youtube channel, creator business, content creator, personal brand, ai for entrepreneurs, ai productivity tools, how to use ai for business, ai workflow, openai truth",1,2025-10-30T18:36:58.661107
MagnatesMedia,UCE4Gn00XZbpWvGUfIslT-tA,Business - Documentary,Sidd Ahmed,UCHetsKn3hHUg4J48onIKQZQ,https://www.youtube.com/@siddahmed,651000,1783,Motivation - Vlog,US,0.43,0.62,"Welcome to the extraordinary world of Sidd Ahmed! Where dreamers are recognized and inspired to dream bigger!!

Sidd Ahmed, the Founder and CEO of VDart Group, has redefined the landscape of the IT industry, leaving an indelible mark on countless lives.

Sidd's vision transcends the ordinary, fueling a mission to ignite the fire within you and craft a life of triumph, abundance, and limitless possibilities.

Are you ready to join hands with Sidd Ahmed on his awe-inspiring journey, as he guides and empowers the youth to unleash their true potential!!

Let's break boundaries!! We are the #positivetribe #tribesiddahmed #siddahmed 





","college motivation, student inspiration, youth empowerment, open talk sessions, student engagement, youth conversations, career advice, job search tips, resume tips, how to quit your job, career growth, finding your passion, start a business, entrepreneur tips, business ideas, how to be a founder, startup advice, young entrepreneurs, self improvement, life lessons, personal development, motivation tips, mindset shift, overcoming challenges, local community stories, community impact, connecting with people, community conversations, local events, community inspiration","company rise and fall, business empire, corporate scandal, brand failure, startup bankruptcy, company history, business documentary, cinematic documentary, company story, entrepreneur story, business breakdown, business case study, company analysis, business strategy, how companies failed, business investigation, youtube growth, how to start a youtube channel, creator business, content creator, personal brand, ai for entrepreneurs, ai productivity tools, how to use ai for business, ai workflow, openai truth",1,2025-10-30T18:37:12.081772
MagnatesMedia,UCE4Gn00XZbpWvGUfIslT-tA,Business - Documentary,SetupsAI,UC0xHrJNbxHmFnUP-49WYM-Q,https://www.youtube.com/@setupsaitony,426000,581,Productivity - Educational Tutorials,US,0.3,0.521,"🔥 Daily #tech and #ai tips

","3d logo design, create 3d models, 3d animation tools, 3d modeling software, how to model in 3d, character animation, animation effects, how to animate, animated character design, animation tools, digital drawing tutorials, how to draw digitally, digital art techniques, illustration tips, digital art software, open world games, best browser games, gaming tutorials, how to play games, game development, best productivity apps, how to be productive, productivity hacks, tools for productivity, time management tools, online courses, learn new skills, how to study, educational resources, learning platforms","company rise and fall, business empire, corporate scandal, brand failure, startup bankruptcy, company history, business documentary, cinematic documentary, company story, entrepreneur story, business breakdown, business case study, company analysis, business strategy, how companies failed, business investigation, youtube growth, how to start a youtube channel, creator business, content creator, personal brand, ai for entrepreneurs, ai productivity tools, how to use ai for business, ai workflow, openai truth",1,2025-10-30T18:37:26.616262
MagnatesMedia,UCE4Gn00XZbpWvGUfIslT-tA,Business - Documentary,Shivan Kay,UC_2TSCz99saIbP52aUhDY8w,https://www.youtube.com/@shivankay,114000,175,Natural Hair Care - Educational Tutorials,US,0.2,0.491,"Welcome to my small world on the Internet 😍 Sharing my love for my beautiful Natural Hair and how I take care of it 🥰

For business please email: shivannayiga988@gmail.com","4c hair care, natural hair growth, hair transformation, deep conditioning, hair care routine, natural hairstyles, dyeing natural hair, hair color transformation, how to dye hair, hair dye tips, at home hair dye, hair growth challenge, aloe vera hair challenge, onion hair growth, 14 day hair challenge, vitamin e for hair, relocation vlogs, life in the usa, moving to america, personal journey, daily vlogs, how to grow on youtube, youtube subscriber tips, growing youtube channel, youtube milestones, content creator tips","company rise and fall, business empire, corporate scandal, brand failure, startup bankruptcy, company history, business documentary, cinematic documentary, company story, entrepreneur story, business breakdown, business case study, company analysis, business strategy, how companies failed, business investigation, youtube growth, how to start a youtube channel, creator business, content creator, personal brand, ai for entrepreneurs, ai productivity tools, how to use ai for business, ai workflow, openai truth",1,2025-10-30T18:37:43.205225
