Seed_Channel_Name,Seed_Channel_ID,Seed_Keywords,Discovered_Channel_Name,Discovered_Channel_ID,Discovered_Channel_URL,Discovered_Subs,Discovered_Keywords,Level,Timestamp,Similarity_Score
MagnatesMedia,UCE4Gn00XZbpWvGUfIslT-tA,"business stories, corporate analysis, historical figures, criminal enterprise, economic commentary, media analysis, entrepreneurialism, scandal exposé, company history, documentary style",Business Motiversity,UCSRQ9pHE6CFqEib7rMmvgNw,https://www.youtube.com/@businessmotiversity,414000,"motivational speeches, business advice, entrepreneurial mindset, wealth building, financial success, personal development, affirmations for success, millionaire mindset, productivity strategies, morning routines",1,2025-10-25T18:14:22.021469,0.5
MagnatesMedia,UCE4Gn00XZbpWvGUfIslT-tA,"business stories, corporate analysis, historical figures, criminal enterprise, economic commentary, media analysis, entrepreneurialism, scandal exposé, company history, documentary style",Business Stories,UCkEeNJue8P7moYZm0Ptrn5A,https://www.youtube.com/@businessstoriesofficial,302000,"entrepreneur stories, brand origins, founder journeys, business success, corporate history, innovation tales, personal struggles, industry pioneers, legacy building, inspirational biographies",1,2025-10-25T18:14:34.792925,0.8
MagnatesMedia,UCE4Gn00XZbpWvGUfIslT-tA,"business stories, corporate analysis, historical figures, criminal enterprise, economic commentary, media analysis, entrepreneurialism, scandal exposé, company history, documentary style",Rajnish mystery word ,UCbEsGLazaqm8ufjwCSmCPOw,https://www.youtube.com/@rajnishtg,294000,"pakistani media reaction, cricket match analysis, sports commentary, emotional responses, player performance review, rivalry reactions, media criticism, public sentiment, match highlights, sports news updates",1,2025-10-25T18:14:46.150271,0.2
MagnatesMedia,UCE4Gn00XZbpWvGUfIslT-tA,"business stories, corporate analysis, historical figures, criminal enterprise, economic commentary, media analysis, entrepreneurialism, scandal exposé, company history, documentary style",Fun Quiz Questions,UCVM7nMS6dxgZIg5_VTPSg8g,https://www.youtube.com/@funquizquestions,241000,"horror movie quiz, celebrity recognition, general knowledge trivia, country music challenge, arcade game quiz, movie scene challenge, 1980s music quiz, classic tv shows, iconic movie scenes, nostalgia quiz",1,2025-10-25T18:14:56.509545,0.1
MagnatesMedia,UCE4Gn00XZbpWvGUfIslT-tA,"business stories, corporate analysis, historical figures, criminal enterprise, economic commentary, media analysis, entrepreneurialism, scandal exposé, company history, documentary style",Explanation Point,UCg52OrQipnl3G5xmZGNUb_w,https://www.youtube.com/@explanationpointanime,210000,"anime club, series discussion, character analysis, thematic exploration, anime reviews, storytelling breakdown, genre exploration, cultural impact, fan engagement, episode commentary",1,2025-10-25T18:15:06.142871,0.1
MagnatesMedia,UCE4Gn00XZbpWvGUfIslT-tA,"business stories, corporate analysis, historical figures, criminal enterprise, economic commentary, media analysis, entrepreneurialism, scandal exposé, company history, documentary style",NEWSROOM,UC__ne2v6L10fSrFiGPcNVQg,https://www.youtube.com/@newsroomua,190000,"political analysis, military insights, negotiation tactics, government transparency, mobilization issues, crisis commentary, european relations, war scenarios, public opinion, political scandals",1,2025-10-25T18:15:16.600510,0.4
MagnatesMedia,UCE4Gn00XZbpWvGUfIslT-tA,"business stories, corporate analysis, historical figures, criminal enterprise, economic commentary, media analysis, entrepreneurialism, scandal exposé, company history, documentary style",WJHL,UC1Gz1YkPBoLzQSBKbswBHAw,https://www.youtube.com/@wjhltv11,80200,"sports highlights, traffic incidents, legal updates, community services, mental health initiatives, animal adoption, local events, charity activities, public safety, awards ceremonies",1,2025-10-25T18:15:30.424638,0.1
MagnatesMedia,UCE4Gn00XZbpWvGUfIslT-tA,"business stories, corporate analysis, historical figures, criminal enterprise, economic commentary, media analysis, entrepreneurialism, scandal exposé, company history, documentary style",7Things,UC6M4fmewlOSZl0FnMQvyN7Q,https://www.youtube.com/@7thingsth,72600,"mysterious deaths, unusual museums, historical analysis, prison escape, war tactics, gold facts, prehistoric creatures, human body, survival strategies, cultural statistics",1,2025-10-25T18:15:41.359822,0.3
MagnatesMedia,UCE4Gn00XZbpWvGUfIslT-tA,"business stories, corporate analysis, historical figures, criminal enterprise, economic commentary, media analysis, entrepreneurialism, scandal exposé, company history, documentary style",Gta Rage,UCrLClfmwQqZkc2Y8nSc1J9w,https://www.youtube.com/@gtarage,14500,"gta 5 roleplay, container opening, event updates, car upgrades, hostage situations, house buying, secret packs, store robbery, spending challenges, karma events",1,2025-10-25T18:15:52.236019,0.1
MagnatesMedia,UCE4Gn00XZbpWvGUfIslT-tA,"business stories, corporate analysis, historical figures, criminal enterprise, economic commentary, media analysis, entrepreneurialism, scandal exposé, company history, documentary style",Tom Hegna,UCZLVr1-144LsPDrWR1cyqWQ,https://www.youtube.com/@tomhegna,11100,"retirement enjoyment, wealth building, millionaire mindset, economic commentary, travel advice, persistence success, niche expertise, financial tips, personal development, charitable giving",1,2025-10-25T18:16:02.681081,0.5
