Seed_Channel_Name,Seed_Channel_ID,Discovered_Channel_Name,Discovered_Channel_ID,Discovered_Channel_URL,Discovered_Subs,Discovered_Keywords,Level,Timestamp,Seed_Keywords,Similarity_Score
The Diary of a CEO,UCGq-a57w-aPwyi3pW7XLiHw,Simon Sinek,UCPmfPl-BsCd3wmE8i45LAoA,https://www.youtube.com/@simonsinek,2590000,"leadership insights, motivational discussions, business inspiration, friendship dynamics, personal growth, organizational culture, podcast conversations, storytelling techniques, management strategies, optimistic perspectives",1,2025-10-26T23:36:52.563753,"personal development podcast, success interviews, entrepreneur conversations, mindset coaching, leadership insights, health optimization, expert interviews, self-improvement, performance psychology, business wisdom",0.8
The Diary of a CEO,UCGq-a57w-aPwyi3pW7XLiHw,Hamza,UCWsslCoN3b_wBaFVWK_ye_A,https://www.youtube.com/@hamza97,2240000,"self improvement, wholesome chat, success discussion, personal growth, lifestyle advice, relationship insights, journaling practice, community engagement, content creation, motivational guidance",1,2025-10-26T23:37:12.878700,"personal development podcast, success interviews, entrepreneur conversations, mindset coaching, leadership insights, health optimization, expert interviews, self-improvement, performance psychology, business wisdom",0.7
The Diary of a CEO,UCGq-a57w-aPwyi3pW7XLiHw,Dan Martell,UCA-mWX9CvCTVFWRMb9bKc9w,https://www.youtube.com/@danmartell,2050000,"business strategy, personal development, ai applications, sales techniques, entrepreneurship advice, mindset transformation, skill acquisition, financial growth, productivity hacks, life improvement",1,2025-10-26T23:37:32.810915,"personal development podcast, success interviews, entrepreneur conversations, mindset coaching, leadership insights, health optimization, expert interviews, self-improvement, performance psychology, business wisdom",0.8
The Diary of a CEO,UCGq-a57w-aPwyi3pW7XLiHw,Clark Kegley,UC-dmJ79518WlKMbsu50eMTQ,https://www.youtube.com/@clarkkegley,1910000,"self-improvement insights, shadow work guide, new age critique, motivational strategies, book recommendations, personal development, mental clarity, social skills, life-changing questions, dopamine awareness",1,2025-10-26T23:37:42.846419,"personal development podcast, success interviews, entrepreneur conversations, mindset coaching, leadership insights, health optimization, expert interviews, self-improvement, performance psychology, business wisdom",0.7
The Diary of a CEO,UCGq-a57w-aPwyi3pW7XLiHw,Leila Hormozi,UCxCcu9pet4dljrBLf8R5nwA,https://www.youtube.com/@leilahormozi,1040000,"business scaling, personal development, relationship advice, productivity strategies, resilience training, financial mindset, entrepreneurial insights, self-improvement techniques, motivational content, psychological principles",1,2025-10-26T23:39:52.334050,"personal development podcast, success interviews, entrepreneur conversations, mindset coaching, leadership insights, health optimization, expert interviews, self-improvement, performance psychology, business wisdom",0.8
The Diary of a CEO,UCGq-a57w-aPwyi3pW7XLiHw,Robin Sharma,UC6oh54zIYKyW6hgBiZzLLsA,https://www.youtube.com/@sharmaleadership,1010000,"leadership insights, personal development, motivational content, entrepreneurial mindset, success strategies, wealth building, daily improvement, inner mastery, performance enhancement, positivity practices",1,2025-10-26T23:40:03.140481,"personal development podcast, success interviews, entrepreneur conversations, mindset coaching, leadership insights, health optimization, expert interviews, self-improvement, performance psychology, business wisdom",0.8
The Diary of a CEO,UCGq-a57w-aPwyi3pW7XLiHw,The Mindset Mentor Podcast,UCHl3aFKS0bY0d8JwqNysaeA,https://www.youtube.com/@mindsetmentorpodcast,546000,"emotional control, personal growth, mindset mastery, confidence building, stress management, self-empowerment, habit formation, positivity practices, transformational advice, motivation strategies",1,2025-10-26T23:40:39.595297,"personal development podcast, success interviews, entrepreneur conversations, mindset coaching, leadership insights, health optimization, expert interviews, self-improvement, performance psychology, business wisdom",0.7
The Diary of a CEO,UCGq-a57w-aPwyi3pW7XLiHw,Chris Voss,UCk7jHqdlFFDBhC1QIFqi54w,https://www.youtube.com/@negotiationmastery,500000,"negotiation strategies, tactical empathy, emotional intelligence, conflict resolution, career advice, procurement insights, deal-making techniques, communication skills, trust-building methods, personal development",1,2025-10-26T23:41:00.807194,"personal development podcast, success interviews, entrepreneur conversations, mindset coaching, leadership insights, health optimization, expert interviews, self-improvement, performance psychology, business wisdom",0.7
The Diary of a CEO,UCGq-a57w-aPwyi3pW7XLiHw,Scott D. Clary - Success Story Podcast,UCwcFnpyQxEgx9woI7JGaXow,https://www.youtube.com/@scottdclary,371000,"entrepreneur stories, leadership insights, resilience journeys, personal development, innovation discussions, business strategies, motivational narratives, success lessons, boundary setting, overcoming adversity",1,2025-10-26T23:41:32.436264,"personal development podcast, success interviews, entrepreneur conversations, mindset coaching, leadership insights, health optimization, expert interviews, self-improvement, performance psychology, business wisdom",0.8
The Diary of a CEO,UCGq-a57w-aPwyi3pW7XLiHw,Odysseas,UCQjBsscIa_mgEnSvWpm_9vw,https://www.youtube.com/@odysseas__,274000,"self-improvement, critical thinking, productivity system, learning techniques, personal development, meaningful boredom, clear speaking, desk setup, interest exploration, book understanding",1,2025-10-26T23:43:09.103515,"personal development podcast, success interviews, entrepreneur conversations, mindset coaching, leadership insights, health optimization, expert interviews, self-improvement, performance psychology, business wisdom",0.7
The Diary of a CEO,UCGq-a57w-aPwyi3pW7XLiHw,The Big-League Motivation,UCmF7qzCR8jRhTOta93P7y1Q,https://www.youtube.com/@thebigleaguemotivation,206000,"motivational content, personal development, relationship advice, mental health, fitness motivation, self-improvement, inspirational messages, action-oriented mindset, emotional well-being, life balance",1,2025-10-26T23:43:50.062922,"personal development podcast, success interviews, entrepreneur conversations, mindset coaching, leadership insights, health optimization, expert interviews, self-improvement, performance psychology, business wisdom",0.7
The Diary of a CEO,UCGq-a57w-aPwyi3pW7XLiHw,Mindvalley Coach,UCmSQvFLvcig5l057tbKQfRw,https://www.youtube.com/@mindvalleycoach,181000,"business coaching, personal development, self-sabotage, coaching frameworks, client enrollment, emotional optimization, business growth, mindset transformation, morning routines, coaching mistakes",1,2025-10-26T23:44:10.358984,"personal development podcast, success interviews, entrepreneur conversations, mindset coaching, leadership insights, health optimization, expert interviews, self-improvement, performance psychology, business wisdom",0.7
The Diary of a CEO,UCGq-a57w-aPwyi3pW7XLiHw,Audiobook Zone,UCbjpCUvaehoAbLdAZZTNgxw,https://www.youtube.com/@audiobookzone11,162000,"self-improvement, personal development, financial literacy, discipline building, confidence enhancement, mindset mastery, cash flow management, success strategies, self-love practices, overcoming negativity",1,2025-10-26T23:44:30.491937,"personal development podcast, success interviews, entrepreneur conversations, mindset coaching, leadership insights, health optimization, expert interviews, self-improvement, performance psychology, business wisdom",0.7
The Diary of a CEO,UCGq-a57w-aPwyi3pW7XLiHw,DJ Sbu,UCtX5JcuCiJxDfDwv5ax4Ukw,https://www.youtube.com/@djsbulive,139000,"entrepreneur journey, financial wisdom, business risks, success stories, personal growth, economic empowerment, content creation, life lessons, debt management, experience over settling",1,2025-10-26T23:44:41.055549,"personal development podcast, success interviews, entrepreneur conversations, mindset coaching, leadership insights, health optimization, expert interviews, self-improvement, performance psychology, business wisdom",0.7
The Diary of a CEO,UCGq-a57w-aPwyi3pW7XLiHw,Mindset Coaching Academy,UCxeOH32jDFcRBV1D2lh7eFQ,https://www.youtube.com/@mindset_inc,137000,"self-improvement, brain science, team building, presentation skills, decision-making, personal development, leadership strategies, confidence building, organizational management, coaching techniques",1,2025-10-26T23:44:51.397264,"personal development podcast, success interviews, entrepreneur conversations, mindset coaching, leadership insights, health optimization, expert interviews, self-improvement, performance psychology, business wisdom",0.7
The Diary of a CEO,UCGq-a57w-aPwyi3pW7XLiHw,all in one,UCUTLYLuN9v5OswFEJ6LYz9Q,https://www.youtube.com/@allinones.,73600,"motivational quotes, cricket insights, personal development, leadership advice, emotional moments, character building, success mindset, life lessons, inspirational stories, self-belief",1,2025-10-26T23:45:56.721998,"personal development podcast, success interviews, entrepreneur conversations, mindset coaching, leadership insights, health optimization, expert interviews, self-improvement, performance psychology, business wisdom",0.7
The Diary of a CEO,UCGq-a57w-aPwyi3pW7XLiHw,Creating Wealth,UC2zN8G-hQBVc2l0Sgo78IpQ,https://www.youtube.com/@groomforwealth,52700,"motivational speeches, personal development, self-improvement, mindset mastery, emotional intelligence, life lessons, inspirational quotes, transformative commentary, mental resilience, friendship dynamics",1,2025-10-26T23:46:27.671661,"personal development podcast, success interviews, entrepreneur conversations, mindset coaching, leadership insights, health optimization, expert interviews, self-improvement, performance psychology, business wisdom",0.7
The Diary of a CEO,UCGq-a57w-aPwyi3pW7XLiHw,Mindset Ash,UCviTEmZBxwmguDb1iz7OVuQ,https://www.youtube.com/@flipfloppsycho,33900,"business mindset, personal growth, success strategies, emotional intelligence, narcissism awareness, productivity tips, entrepreneurial insights, self-improvement, mindset shifts, life-changing concepts",1,2025-10-26T23:47:18.937514,"personal development podcast, success interviews, entrepreneur conversations, mindset coaching, leadership insights, health optimization, expert interviews, self-improvement, performance psychology, business wisdom",0.8
The Diary of a CEO,UCGq-a57w-aPwyi3pW7XLiHw,The Profit Channel,UCtGvqhEH3vokN2BLRROUmLA,https://www.youtube.com/@markatmagnetic,26700,"entrepreneur mindset, hiring strategies, business lessons, leadership insights, success principles, women in business, investment strategies, business survival, talent acquisition, performance analysis",1,2025-10-26T23:48:31.349534,"personal development podcast, success interviews, entrepreneur conversations, mindset coaching, leadership insights, health optimization, expert interviews, self-improvement, performance psychology, business wisdom",0.7
The Diary of a CEO,UCGq-a57w-aPwyi3pW7XLiHw,Success Mindset ,UCNI7ssiq7aWCkjE9RliSjvg,https://www.youtube.com/@successmindset52-w1v,22600,"motivational speech, mindset mastery, personal development, solution-focused thinking, success principles, self-improvement strategies, habit building, mental resilience, life mastery, transformative insights",1,2025-10-26T23:48:51.726367,"personal development podcast, success interviews, entrepreneur conversations, mindset coaching, leadership insights, health optimization, expert interviews, self-improvement, performance psychology, business wisdom",0.7
The Diary of a CEO,UCGq-a57w-aPwyi3pW7XLiHw,Danny Miranda,UCTRIPyUEXywZg-21vP6mhDg,https://www.youtube.com/@dannymiranda,20000,"personal development, relationship advice, breathwork techniques, self-awareness exercises, integrity discussions, meditation practices, transformative experiences, philosophical conversations, emotional healing, mindset coaching",1,2025-10-26T23:49:02.153896,"personal development podcast, success interviews, entrepreneur conversations, mindset coaching, leadership insights, health optimization, expert interviews, self-improvement, performance psychology, business wisdom",0.7
The Diary of a CEO,UCGq-a57w-aPwyi3pW7XLiHw,Scott Oldford,UCueouG14QNrxfW36Y_t4HsQ,https://www.youtube.com/@thescottoldford,12800,"entrepreneur mentorship, business scaling, mindset evolution, success reflection, nervous system alignment, harmony triangle, scalable business pillars, presence practice, alignment assessment, capacity building",1,2025-10-26T23:50:02.190322,"personal development podcast, success interviews, entrepreneur conversations, mindset coaching, leadership insights, health optimization, expert interviews, self-improvement, performance psychology, business wisdom",0.7
The Diary of a CEO,UCGq-a57w-aPwyi3pW7XLiHw,Ryan Hanley | Finding Peak,UCp8u5P52Us4mbcyBDaftgMg,https://www.youtube.com/@ryanmhanley,11700,"leadership insights, entrepreneurial mindset, workplace dynamics, corporate culture, personal development, stress management, idea generation, leadership challenges, success strategies, community building",1,2025-10-26T23:50:22.383513,"personal development podcast, success interviews, entrepreneur conversations, mindset coaching, leadership insights, health optimization, expert interviews, self-improvement, performance psychology, business wisdom",0.8
Colin and Samir,UCamLstJyCa-t5gfZegxsFMw,vidIQ,UCZLFu8bHbwtnIgWLg5UtINw,https://www.youtube.com/@vidiq,2280000,"channel growth, audience engagement, content optimization, algorithm insights, video strategy, branding techniques, tag usage, emoji analysis, ai updates, live reviews",1,2025-10-26T23:53:12.235133,"creator interviews, youtube strategy, content creation insights, platform analysis, creator economy, digital media commentary, influencer business, algorithm insights, creator education, social media trends",0.7
Colin and Samir,UCamLstJyCa-t5gfZegxsFMw,Marcus Jones,UCR5k7bm0qgpP7-QX1uIx7cQ,https://www.youtube.com/@marcus-jones,425000,"youtube growth tactics, channel optimization, subscriber strategies, content creation tips, video performance, thumbnail design, algorithm insights, common mistakes, platform updates, shorts strategy",1,2025-10-26T23:57:13.394381,"creator interviews, youtube strategy, content creation insights, platform analysis, creator economy, digital media commentary, influencer business, algorithm insights, creator education, social media trends",0.8
Colin and Samir,UCamLstJyCa-t5gfZegxsFMw,Think Media Podcast,UCKegeYEy0lJxpkjWRthaRMw,https://www.youtube.com/@thinkmediapodcast,355000,"content creation, youtube strategy, monetization tactics, audience growth, social media marketing, online income, creator advice, video planning, digital entrepreneurship, content monetization",1,2025-10-26T23:57:47.767645,"creator interviews, youtube strategy, content creation insights, platform analysis, creator economy, digital media commentary, influencer business, algorithm insights, creator education, social media trends",0.8
Colin and Samir,UCamLstJyCa-t5gfZegxsFMw,Jade Beason,UCLMtjmKyB2ORHx2A06crsmQ,https://www.youtube.com/@jadebeason,287000,"social media strategy, personal branding, online business, content creation, email marketing, audience engagement, creator economy, monetization strategies, digital marketing, growth tactics",1,2025-10-26T23:58:19.240059,"creator interviews, youtube strategy, content creation insights, platform analysis, creator economy, digital media commentary, influencer business, algorithm insights, creator education, social media trends",0.7
Colin and Samir,UCamLstJyCa-t5gfZegxsFMw,Ed Lawrence,UCb4XiEOeJulWu4WGhwnDqjw,https://www.youtube.com/@ed-lawrence,119000,"youtube growth strategies, business training, revenue optimization, content creation, audience engagement, ai tools, marketing techniques, video planning, monetization systems, business development",1,2025-10-27T00:00:25.454264,"creator interviews, youtube strategy, content creation insights, platform analysis, creator economy, digital media commentary, influencer business, algorithm insights, creator education, social media trends",0.7
Colin and Samir,UCamLstJyCa-t5gfZegxsFMw,Gabe Bult - The Process,UCnwrdxf7X8WwMuXpyeHSO4A,https://www.youtube.com/@gabebulttheprocess,24900,"content creation, youtube monetization, viral strategies, consistency over perfection, niche success stories, income generation, full-time youtube, speaking techniques, masterclass training, personal growth",1,2025-10-27T00:04:03.609154,"creator interviews, youtube strategy, content creation insights, platform analysis, creator economy, digital media commentary, influencer business, algorithm insights, creator education, social media trends",0.7
