Channel_Name,Channel_ID,video_id,title,description,published_at,duration_seconds,is_short,transcription_original,transcription_language
TechnicalGuruji,UCOhHO2ICt0ti9KAh-QHvttQ,OxeXjp-R6B0,HMD Touch 4G? | Samsung Galaxy Trifold? | IMC 2025 | OnePlus 15? | Episode 168 | Technical Guruji🔥🔥🔥,"Namaskar Dosto, #WTF ke naye episode mai humne baat ki tech duniya ke baare mein aur share kiye hai kuch WTF updates hamare Weekly Tech Focus mein, yaha pe baat hui hai HMD Touch 4G?, Samsung Galaxy Trifold?, IMC 2025, OnePlus 15? aur bahut se interesting updates ke baare mein. I hope aapko WTF ka ye episode pasand aaya hoga. Like & Comment karke zarur batana aapko ye video kaisi lagi.  #WeeklyTechFocus #TechnicalGuruji #TGFamily   WITF #168  00:00 - Intro 00:19 - Chaliye shuru karte hain 00:28 - Samsung 01:48 - Apple 03:01 - UFS 03:36 - Google 04:30 - HMD 05:25 - ChatGPT x Spotify 05:52 - Nothing 06:33 - OnePlus 07:18 - Realme 08:03 - Meta 08:43 - Huawei 09:25 - iQoo 10:14 - Lava 10:56 - Oppo 11:36 - IMC25 12:32 - UPI 13:07 - Outro  Share, Support, Subscribe!!! Subscribe: http://bit.ly/1Wfsvt4 Android App: https://technicalguruji.in/app Youtube: http://www.youtube.com/c/TechnicalGuruji  Twitter:  http://www.twitter.com/technicalguruji Facebook: http://www.facebook.com/technicalguruji Facebook Myself: https://goo.gl/zUfbUU Instagram: http://instagram.com/technicalguruji Website: https://technicalguruji.in/ Merchandise: http://shop.technicalguruji.in/  About : Technical Guruji is a YouTube Channel, where you will find technological videos in Hindi, New Video is Posted Everyday :)",2025-10-11 15:26:43,808,False,,
TechnicalGuruji,UCOhHO2ICt0ti9KAh-QHvttQ,CFGvmK-PvQY,Samsung Galaxy M17 Unboxing & First Look - New Budget Performer?🔥🔥🔥,"Namaskaar Dosto, aaj ke video mein karte hain Samsung Galaxy M17 ki unboxing aur dekhte hai ek first look. Ye hai Samsung ka naya budget smartphone with AI-powered features, OIS camera, durable design aur IP54 water resistance rating ke saath. Stylish looks, smooth performance aur solid build quality ke saath ye phone banata hai apne segment mein ek strong contender. Mujhe umeed hai ki aapko yeh video pasand aayegi.   Check here: https://www.amazon.in/b?ie=UTF8&ref=nlx_dp_r_B0FN7RN9TH&node=212921380031  #collab #GalaxyM17 5G #MonsterInMotion #LoveForMonster #Samsung#GalaxyM17 #TechnicalGuruji #TGFamily   SAMSUNG M17 5G Time Stamps 00:00 - Intro  00:04 - SAMSUNG M17 5G - OverView 00:34 - Chaliye Shuru Karte Hain 00:43 - SAMSUNG M17 5G - Quick Recap 01:10 - SAMSUNG M17 5G - Unboxing 01:35 - SAMSUNG M17 5G - Montage 02:10 - SAMSUNG M17 5G - Camera & Camera Samples 03:18 - SAMSUNG M17 5G - Durability 04:27 - SAMSUNG M17 5G - Display & Performance 05:18 - SAMSUNG M17 5G - AI Features 07:04 - SAMSUNG M17 5G - Galaxy Essentials 08:04 - SAMSUNG M17 5G - Design  & Ports 08:41 - SAMSUNG M17 5G - Specification & Price 09:17 - SAMSUNG M17 5G - Summary 09:30 - OUTRO  Share, Support, Subscribe!!! Subscribe: http://bit.ly/1Wfsvt4 Android App: https://technicalguruji.in/app Youtube: http://www.youtube.com/c/TechnicalGuruji  Twitter:  http://www.twitter.com/technicalguruji Facebook: http://www.facebook.com/technicalguruji Facebook Myself: https://goo.gl/zUfbUU Instagram: http://instagram.com/technicalguruji Website: https://technicalguruji.in/ Merchandise: http://shop.technicalguruji.in/  About : Technical Guruji is a YouTube Channel, where you will find technological videos in Hindi, New Video is Posted Everyday :)",2025-10-10 12:32:37,578,False,,
TechnicalGuruji,UCOhHO2ICt0ti9KAh-QHvttQ,g99Ofaez3Q0,Google Pixel 10 Pro Fold Unboxing & First Look - Full Of AI Experiences!🔥🔥🔥,"Namaskaar Dosto, aaj ke video mein karte hain Google Pixel 10 Pro Fold ki unboxing aur delkhte hai isi ka ek first look. Ye hai Google ka latest flagship foldable smartphone with premium design, powerful performance aur complete AI experience ke saath. Pixel ke signature camera aur software magic ke saath ye phone laata hai next-gen foldable experience with durability and style. Mujhe umeed hai ki aapko Google Pixel 10 Pro Fold ki yeh video pasand aayegi.   #GooglePixel10ProFold #TechnicalGuruji #TGFamily   Google Pixel 10 Pro Fold Timestamps -  00:00 - Intro  00:35 - Chaliye Shuru Karte Hain  00:40 - Google Pixel 10 Pro Fold - Unboxing  01:58 - Google Pixel 10 Pro Fold - Montage  02:29 - Google Pixel 10 Pro Fold - Overview 03:07 - Google Pixel 10 Pro Fold - Specifications  04:50 - Google Pixel 10 Pro Fold - Camera  06:00 - Google Pixel 10 Pro Fold - Hinge  06:18 - Google Pixel 10 Pro Fold - Thickness 06:45 - Google Pixel 10 Pro Fold - Physical Overview  07:20 - Google Pixel 10 Pro Fold - Durability  07:40 - Google Pixel 10 Pro Fold - Camera AI Features & Samples 08:50 - Google Pixel 10 Pro Fold - Features For Just Fold  09:14 - Google Pixel 10 Pro Fold - AI Features  10:34 - Google Pixel 10 Pro Fold - Split Screen 10:43 - Google Pixel 10 Pro Fold - Gaming  10:51 - Google Pixel 10 Pro Fold - Summary  13:27 - Google Pixel 10 Pro Fold - Price 13:43 - Outro  Share, Support, Subscribe!!! Subscribe: http://bit.ly/1Wfsvt4 Android App: https://technicalguruji.in/app Youtube: http://www.youtube.com/c/TechnicalGuruji  Twitter:  http://www.twitter.com/technicalguruji Facebook: http://www.facebook.com/technicalguruji Facebook Myself: https://goo.gl/zUfbUU Instagram: http://instagram.com/technicalguruji Website: https://technicalguruji.in/ Merchandise: http://shop.technicalguruji.in/  About : Technical Guruji is a YouTube Channel, where you will find technological videos in Hindi, New Video is Posted Everyday :)",2025-10-09 10:40:05,873,False,,
TechnicalGuruji,UCOhHO2ICt0ti9KAh-QHvttQ,N2P6W2YiVxE,Realme 15 Pro -  Game Of Thrones Limited Edition Unboxing & First Look - Winter Is Coming!🔥🔥🔥,"Namaskaar Dosto, aaj ke video mein karte hain Realme 15 Pro Game of Thrones Limited Edition ka unboxing aur first look. Ye hai Realme ka naya flagship smartphone with premium design, powerful performance, aur exclusive GOT-themed box contents. Limited Edition ke unique look aur features ke saath ye phone laata hai ek royal flagship experience. Mujhe umeed hai ki aapko Realme 15 Pro Game Of Thrones edition ki yeh video pasand aayegi.   #Realme15Pro #GameOfThrones #TechnicalGuruji #TGFamily   Time-Stamps 00:00 - INTRO 00:10 - Realme 15 Pro Game Of Thrones Edition - The BOX 00:33 - Chaliye Shuru Karte Hain 00:42 - Realme 15 Pro Game Of Thrones Edition - UNBOXING 01:59 - Realme 15 Pro Game Of Thrones Edition - SECRET LETTER 03:01 - Realme 15 Pro Game Of Thrones Edition - First Look 03:31 - Realme 15 Pro Game Of Thrones Edition - MONTAGE 04:09 - Realme 15 Pro Game Of Thrones Edition - Custom Icons & GOT THEME 05:29 - Realme 15 Pro Game Of Thrones Edition - Specifications 05:52 - Realme 15 Pro Game Of Thrones Edition - CAMERA 06:29 - Realme 15 Pro Game Of Thrones Edition - DESIGN & DETAILS 06:55 - Realme 15 Pro Game Of Thrones Edition - NEW Camera Filters 07:56 - Realme 15 Pro Game Of Thrones Edition - WARM WATER EFFECT 09:38 - SUMMARY 10:01 - OUTRO  Share, Support, Subscribe!!! Subscribe: http://bit.ly/1Wfsvt4 Android App: https://technicalguruji.in/app Youtube: http://www.youtube.com/c/TechnicalGuruji  Twitter:  http://www.twitter.com/technicalguruji Facebook: http://www.facebook.com/technicalguruji Facebook Myself: https://goo.gl/zUfbUU Instagram: http://instagram.com/technicalguruji Website: https://technicalguruji.in/ Merchandise: http://shop.technicalguruji.in/  About : Technical Guruji is a YouTube Channel, where you will find technological videos in Hindi, New Video is Posted Everyday :)",2025-10-08 11:00:44,608,False,,
TechnicalGuruji,UCOhHO2ICt0ti9KAh-QHvttQ,smgU6Y1j90M,Xiaomi 17 Pro Unboxing & First Look - Snapdragon 8 Elite Gen 5 | Rear Screen | iPhone Name?🔥🔥🔥,"Namaskaar Dosto, aaj ke video mein karte hain Xiaomi 17 Pro ki unboxing aur dekhte hai ek first look. Ye hai Xiaomi ka naya flagship smartphone with powerful performance, stunning display, durable design aur rear screen ke saath ek unique twist. Features hai flagship-level, par naam aur inspiration clearly Apple se li gayi hai. Kya ye best Xiaomi smartphone hai 2025 ka?  Mujhe umeed hai ki aapko XIaomi 17 Pro ki yeh video pasand aayegi.  #xiaomi17pro  #TechnicalGuruji #TGFamily   Time Stamps -  00:00 - Intro  00:25 - Chaliye Shuru Karte Hain  00:34 - Xiaomi 17 Pro - Unboxing 02:17 - Xiaomi 17 Pro - Montage  02:34 - Xiaomi 17 Pro - Physical Overview 04:51 - Xiaomi 17 Pro - Display 06:01 - Xiaomi 17 Pro - Hardware 06:44 - Xiaomi 17 Pro - Battery 07:20 - Xiaomi 17 Pro - Software 08:09 - Xiaomi 17 Pro - Camera 09:09 - Xiaomi 17 Pro - Rear Screen Features 10:10 - Xiaomi 17 Pro - Performance 10:48 - Xiaomi 17 Pro - Conclusion  12:49 - Xiaomi 17 Pro - Outro   Share, Support, Subscribe!!! Subscribe: http://bit.ly/1Wfsvt4 Android App: https://technicalguruji.in/app Youtube: http://www.youtube.com/c/TechnicalGuruji  Twitter:  http://www.twitter.com/technicalguruji Facebook: http://www.facebook.com/technicalguruji Facebook Myself: https://goo.gl/zUfbUU Instagram: http://instagram.com/technicalguruji Website: https://technicalguruji.in/ Merchandise: http://shop.technicalguruji.in/  About : Technical Guruji is a YouTube Channel, where you will find technological videos in Hindi, New Video is Posted Everyday :)",2025-10-07 11:29:46,802,False,,
TechnicalGuruji,UCOhHO2ICt0ti9KAh-QHvttQ,cCW2nehQW_o,Meta Ray-Ban 2nd Gen AI Glasses Limited Edition Unboxing & Fist Look - Best Gets Better?🔥🔥🔥,"Namaskaar Dosto, aaj ke video mein karte hain Meta Ray-Ban AI Glasses 2nd Gen Limited Edition ki unboxing aur dekhte hai ek first look. Yeh hai upgraded version with better video quality, improved battery life, and smarter Meta AI features. Stylish design, powerful performance aur next-gen wearable experience ke saath yeh glasses truly redefine smart wearable tech. Mujhe umeed hai ki aapko Meta Ray-Ban ki yeh unboxing video pasnad aayegi.   #MetaRayBan #MetaRayBan2ndGen #TechnicalGuruji  00:00 INTRO 00:10 - META Ray-ban AI glasses - Personal Experience 00:54 - Chaliye shuru karte hain 01:03 - META Ray-ban AI glasses - WAYFARER(Gen-1) 01:20 - META Ray-ban AI glasses - Customised Cases 02:10 - META Ray-ban AI glasses - Oakley Hstn(Gen-2) 02:48 - META Ray-ban AI glasses - LIMITED EDITION (UNBOXING) 04:15 - META Ray-ban AI glasses - MONTAGE 04:43 - META Ray-ban AI glasses - LIMITED EDITION (TRANSPARENT DESIGN) 05:29 - META Ray-ban AI glasses - LIMITED EDITION (HARDWARE COMPARISON) 06:10 - META Ray-ban AI glasses - LIMITED EDITION (CAMERA and BUTTONS & PORTS) 07:13 - META Ray-ban AI glasses - LIMITED EDITION (BATTERY BACKUP) 08:10 - META Ray-ban AI glasses - LIMITED EDITION (FEATURES) 09:10 - META Ray-ban AI glasses - LIMITED EDITION (Usage while Driving) 10:26 - META Ray-ban AI glasses - OAKLEY Meta VANGUARD 10:43 - META Ray-ban AI glasses - LIMITED EDITION (SUMMARY) 13:37 - OUTRO  Share, Support, Subscribe!!! Subscribe: http://bit.ly/1Wfsvt4 Android App: https://technicalguruji.in/app Youtube: http://www.youtube.com/c/TechnicalGuruji  Twitter:  http://www.twitter.com/technicalguruji Facebook: http://www.facebook.com/technicalguruji Facebook Myself: https://goo.gl/zUfbUU Instagram: http://instagram.com/technicalguruji Website: https://technicalguruji.in/ Merchandise: http://shop.technicalguruji.in/  About : Technical Guruji is a YouTube Channel, where you will find technological videos in Hindi, New Video is Posted Everyday :)",2025-10-06 07:15:06,776,False,,
TechnicalGuruji,UCOhHO2ICt0ti9KAh-QHvttQ,7S56z5mb51A,Arattai Vs Whatsapp? | vivo X300 Pro? | MacBook Pro M5 | OnePlus 15 | STM #458 | Technical Guruji🔥🔥🔥,"Namaskaar Dosto, yeh video hai Sunday Tech Masala ke ek aur episode ka aur yahan maine diye hain aapke puche gaye #bologuruji sawalo ke jawab. Mujhe umeed hai ki aapko yeh video pasand aayegi. Like, share subscribe karte huye comments mein batana aur hum milenge agle hafte aapke kuch aur aise sawalo ke jawab dene ke liye. Tab tak ke kiye apne sawalo ki list taiyaar rakho.  #SundayTechMasala #BoloGuruji #TechnicalGuruji #TGFamily   STM #458 Time Stamps 00:00 - Intro  00:29 - Chaliye Shuru Karte Hain  00:36 - Arattai App 01:45 - Techno Nova 7 pro Vs. iQOO Z10R 02:27 - iPhone 17 Pro Max Vs. Samsung S25 Ultra 03:57 - OnePlus 15 Camera Quality 04:41 - iPhone Giveaway 04:58 - 1st Phone With Snapdragon 8 Elite Gen 5 05:25 - Kuch Naya and Collab? 11:17 - Vivo X300 Pro Launch Date & Price 11:47 - Apple MacBook Pro M5 & iPad M5 launch Date 12:14 - Golden iPhone Unboxing? 12:41 - Best Camera Phone under 80k? 13:00 - Best Content Creation Tips? 15:18 - Best Charger For iPhone? 15:44 - Small Phone Under 10 Budget? 16:05 - iPhone 16 Pro Vs. iPhone 17 Pro? 16:48 - Need more advance technology or not? 18:20 - Mobile Addiction and AI? 19:12 - Aloo khaoge? 19:30 - Net Worth? 20:09 - Challenges as a tech creator? 22:15 - iPhone are the totally waste? 23:09 - Summary 23:18 - OUTRO   Share, Support, Subscribe!!! Subscribe: http://bit.ly/1Wfsvt4 Android App: https://technicalguruji.in/app Youtube: http://www.youtube.com/c/TechnicalGuruji  Twitter:  http://www.twitter.com/technicalguruji Facebook: http://www.facebook.com/technicalguruji Facebook Myself: https://goo.gl/zUfbUU Instagram: http://instagram.com/technicalguruji Website: https://technicalguruji.in/ Merchandise: http://shop.technicalguruji.in/  About : Technical Guruji is a YouTube Channel, where you will find technological videos in Hindi, New Video is Posted Everyday :)",2025-10-05 12:27:25,1407,False,,
TechnicalGuruji,UCOhHO2ICt0ti9KAh-QHvttQ,Ij5mzgPNUEg,Nothing Phone 4(a)? | Samsung Galaxy Trifold Launch? | iPad M5? | Episode 167 | Technical Guruji🔥🔥🔥,"Namaskar Dosto, #WTF ke naye episode mai humne baat ki tech duniya ke baare mein aur share kiye hai kuch WTF updates hamare Weekly Tech Focus mein, yaha pe baat hui hai Nothing Phone 4(a)?,  Samsung Galaxy Trifold Launch?, iPad M5? aur bahut se interesting updates ke baare mein. I hope aapko WTF ka ye episode pasand aaya hoga. Like & Comment karke zarur batana aapko ye video kaisi lagi.  #WeeklyTechFocus #TechnicalGuruji #TGFamily   WTF #167 00:00 - Intro 00:22 - Chaliye shuru karte hain 00:31 - Apple 01:51 - Samsung 04:06 - Amazon 05:17 - Nothing 06:18 - Realme 07:36 - Google 08:15 - Motorola 09:36 - Onleplus 10:36 - Youtube 11:24 - Meta 12:18 - Xiaomi 13:16 - BSNL 14:45 - Adobe 15:27 - Outro  Share, Support, Subscribe!!! Subscribe: http://bit.ly/1Wfsvt4 Android App: https://technicalguruji.in/app Youtube: http://www.youtube.com/c/TechnicalGuruji  Twitter:  http://www.twitter.com/technicalguruji Facebook: http://www.facebook.com/technicalguruji Facebook Myself: https://goo.gl/zUfbUU Instagram: http://instagram.com/technicalguruji Website: https://technicalguruji.in/ Merchandise: http://shop.technicalguruji.in/  About : Technical Guruji is a YouTube Channel, where you will find technological videos in Hindi, New Video is Posted Everyday :)",2025-10-04 14:45:13,947,False,,
TechnicalGuruji,UCOhHO2ICt0ti9KAh-QHvttQ,vQ8RwMHxvRo,OnePlus Pad Lite Unboxing & First Look - Best Budget Tablet For Students?🔥🔥🔥,"Namaskaar Dosto, aaj ke is video mein karte hain OnePlus Pad Lite ki unboxing aur dekhte hai ek first look. Ye ek budget-friendly tablet hai sirf ₹13,999 mein, with good performance, stylish design aur student-friendly features jaise Open Canvas with good battery life aur entertainment ke liye bada display. Kya ye best affordable tablet hai students ke liye 2025 mein? Mujhe umeed hai ki aapko yeh video pasand aayegi.  #OnePlusPadLite #TechnicalGuruji #TGFamily   OnePlus Pad Lite Time Stamps -   00:00 - Intro  00:36 - Chaliye Shuru Karte Hain  00:45 - OnePlus Pad Lite - Unboxing 01:47 - OnePlus Pad Lite - Montage  02:04 - OnePlus Pad Lite - Overview 02:46 - OnePlus Pad Lite - Display 02:46 - OnePlus Pad Lite - Speakers 03:49 - OnePlus Pad Lite - Battery & Playback 04:16 - OnePlus Pad Lite - Connectivity 04:43 - OnePlus Pad Lite - Camera   05:11 - OnePlus Pad Lite - Button, Ports & Hardware 05:42 - OnePlus Pad Lite - Processor/Performance 06:17 - OnePlus Pad Lite - OnePlus Experience 07:33 - OnePlus Pad Lite - Price  07:52 - OnePlus Pad Lite - Summary  08:34 - Outro  Share, Support, Subscribe!!! Subscribe: http://bit.ly/1Wfsvt4 Android App: https://technicalguruji.in/app Youtube: http://www.youtube.com/c/TechnicalGuruji  Twitter:  http://www.twitter.com/technicalguruji Facebook: http://www.facebook.com/technicalguruji Facebook Myself: https://goo.gl/zUfbUU Instagram: http://instagram.com/technicalguruji Website: https://technicalguruji.in/ Merchandise: http://shop.technicalguruji.in/  About : Technical Guruji is a YouTube Channel, where you will find technological videos in Hindi, New Video is Posted Everyday :)",2025-10-03 12:40:02,524,False,,
TechnicalGuruji,UCOhHO2ICt0ti9KAh-QHvttQ,mikMN8XAm_A,OnePlus Nord Buds 3r Unboxing & First Look - Best Budget TWS Earphones?🔥🔥🔥,"Namaskaar Dosto, aaj ke video mein karte hain OnePlus Nord Buds 3r ki unboxing aur dekhte hai ek first look. Ye ek super affordable TWS earphones hain sirf ₹1,599 ke budget mein, with surprisingly good features, stylish design aur decent sound quality. Kya ye best budget TWS option hai 2025 ke liye? Mujhe umeed hai ki aapko yeh video pasand aayegi.    #OnePlusNordBuds3r #TechnialGuruji #TGFamily   0:00 – Intro 00:04 - ONEPLUS NORD BUDS 3R - Overview 00:39 - Chaliye Shuru Karte Hain 00:48 - ONEPLUS NORD BUDS 3R - Unboxing 01:51 - ONEPLUS NORD BUDS 3R - Montage 02:14 - ONEPLUS NORD BUDS 3R - Design  & Ports 03:42 - ONEPLUS NORD BUDS 3R - Battery Backup 04:13 - ONEPLUS NORD BUDS 3R - Buds Control 04:50 - ONEPLUS NORD BUDS 3R - Audio Experinces & Performance 05:30 - ONEPLUS NORD BUDS 3R - AI Features & protection 06:07 – ONEPLUS NORD BUDS 3R - Price  06:23 - ONEPLUS NORD BUDS 3R - Summary 07:08 - OUTRO   Share, Support, Subscribe!!! Subscribe: http://bit.ly/1Wfsvt4 Android App: https://technicalguruji.in/app Youtube: http://www.youtube.com/c/TechnicalGuruji  Twitter:  http://www.twitter.com/technicalguruji Facebook: http://www.facebook.com/technicalguruji Facebook Myself: https://goo.gl/zUfbUU Instagram: http://instagram.com/technicalguruji Website: https://technicalguruji.in/ Merchandise: http://shop.technicalguruji.in/  About : Technical Guruji is a YouTube Channel, where you will find technological videos in Hindi, New Video is Posted Everyday :)",2025-10-02 12:18:52,435,False,,
TechnicalGuruji,UCOhHO2ICt0ti9KAh-QHvttQ,zrmcG4aE6YU,"Meta Ray-Ban Display - A Smartphone Replacement? Ft. Andrew Bosworth, CTO, Meta🔥🔥🔥","Namaskaar Dosto, aaj ke video mein lekar aaya hoon ek exclusive interaction with Andrew Bosworth, CTO of Meta. Humne baat ki Meta Ray-Ban Display ke baare mein, kya ye smartphone ka replacement ban sakta hai? Saath hi discuss kiya Oakley Vanguard, AI glasses ka future aur India market ki opportunities. Yeh hai ekdum special sit-down conversation jo aap miss nahi karna chahenge. Mujhe umeed hai ki aapko yeh video pasand aayegi.   #MetaRayBanDisplay #AndrewBosworth #TechnicalGuruji #TGFamily   Time stamps 00:00 - INTRO 00:32 - GUEST introduction 00:43 - Chaliye Shuru Karte Hain 00:51 - Meta Ray-Ban Smart Glasses - Launch & First Impressions 01:33 - Meta Ray-Ban Smart Glasses - Gestures & Haptics 02:18 - Meta Ray-Ban Smart Glasses - Design & Engineering Challenges 03:47 - Meta Ray-Ban Smart Glasses - Display & Visual Experience 04:50 - Meta Ray-Ban Smart Glasses - Tech vs Lifestyle 07:51 - Meta Ray-Ban Smart Glasses - AI Integration 09:16 - Meta Ray-Ban Smart Glasses - BIGGEST CHALLENGE 10:38 - Meta Ray-Ban Smart Glasses - Battery & Charging 12:33 - Meta Ray-Ban Smart Glasses - Cameras & Privacy 15:05 - Meta Ray-Ban Smart Glasses - Indian Market - Mass adoption 16:35 - Meta Ray-Ban Smart Glasses - Smartphone Replacement 18:26 - Meta Ray-Ban Smart Glasses - Something For Everyone 19:25 - Meta Ray-Ban Smart Glasses - Closing remark 19:35 - OUTRO  Share, Support, Subscribe!!! Subscribe: http://bit.ly/1Wfsvt4 Android App: https://technicalguruji.in/app Youtube: http://www.youtube.com/c/TechnicalGuruji  Twitter:  http://www.twitter.com/technicalguruji Facebook: http://www.facebook.com/technicalguruji Facebook Myself: https://goo.gl/zUfbUU Instagram: http://instagram.com/technicalguruji Website: https://technicalguruji.in/ Merchandise: http://shop.technicalguruji.in/  About : Technical Guruji is a YouTube Channel, where you will find technological videos in Hindi, New Video is Posted Everyday :)",2025-10-01 12:18:02,1182,False,,
TechnicalGuruji,UCOhHO2ICt0ti9KAh-QHvttQ,CfsCqjU-6Ew,Top Upcoming Smartphones - October 2025🔥🔥🔥,"Namaskaar Dosto, aaj ke video mai Maine share ki hai aapke sath upcoming Smartphones in October 2025 ki details. 2025 mein hume bahut se phones mile hai aur abhi October 2025 mein bhi humein milenge aur bhi behtareen phones jaise ki vivo X300 Series, OPPO Find X9 Series, OnePlus 15, iQOO 15 aur bahut kuch. In phones ke baare mein detail mein jaan ne ke liye bane rahe aage video mein. Comment karke zarur batana aap inme se konse phone ke launch ke liye excited ho?. Mujhe umeed hai ki aapko yeh video pasand aayegi.   #UpcomingSmartphones #BestSmartphones #TechnicalGuruji  Upcoming Smartphones, October 2025 Time Stamps -  00:00 - INTRO 00:04 - Upcoming Smartphones, October 2025 Overview 00:25 - Chaliye Shuru Karte Hain  00:43 - Upcoming Smartphones, October 2025 - Samaung 01:24 - Upcoming Smartphones, October 2025 - Realme 01:57 - Upcoming Smartphones, October 2025 - OnePlus 02:23 - Upcoming Smartphones, October 2025 - Oppo 02:52 - Upcoming Smartphones, October 2025 - Vivo 03:15 - Upcoming Smartphones, October 2025 - iQOO 03:46 - Upcoming Smartphones, October 2025 - Motorola 04:04 - Upcoming Smartphones, October 2025 - Summary  04:44 - OUTRO  Share, Support, Subscribe!!! Subscribe: http://bit.ly/1Wfsvt4 Android App: https://technicalguruji.in/app Youtube: http://www.youtube.com/c/TechnicalGuruji  Twitter:  http://www.twitter.com/technicalguruji Facebook: http://www.facebook.com/technicalguruji Facebook Myself: https://goo.gl/zUfbUU Instagram: http://instagram.com/technicalguruji Website: https://technicalguruji.in/ Merchandise: http://shop.technicalguruji.in/  About : Technical Guruji is a YouTube Channel, where you will find technological videos in Hindi, New Video is Posted Everyday :)",2025-09-30 11:58:44,288,False,,
TechnicalGuruji,UCOhHO2ICt0ti9KAh-QHvttQ,l2WWDmyhZP4,Unboxing My New Favourite iPhone! Giveaway?🔥🔥🔥,"Namaskaar Dosto, saj ke video mein main share kar raha hoon mera favorite iPhone, iPhone 17 Pro Max Silver with massive 2TB storage. Is video mein aap dekhoge saari meri iPhone collection ka showcase bhi, aur main bataunga kyun maine is iPhone ko pick kiya hai. From amazing features to flagship performance aur premium design, this is the ultimate iPhone experience. Mujhe umeed hai ki aapko yeh video pasand aayegi.  #iPhone17ProMax #TechnicalGuruji #TGFamily   Best Apple Deals here: https://www.myimaginestore.com/  Share, Support, Subscribe!!! Subscribe: http://bit.ly/1Wfsvt4 Android App: https://technicalguruji.in/app Youtube: http://www.youtube.com/c/TechnicalGuruji  Twitter:  http://www.twitter.com/technicalguruji Facebook: http://www.facebook.com/technicalguruji Facebook Myself: https://goo.gl/zUfbUU Instagram: http://instagram.com/technicalguruji Website: https://technicalguruji.in/ Merchandise: http://shop.technicalguruji.in/  About : Technical Guruji is a YouTube Channel, where you will find technological videos in Hindi, New Video is Posted Everyday :)",2025-09-29 12:32:08,491,False,,
TechnicalGuruji,UCOhHO2ICt0ti9KAh-QHvttQ,3J7GgmYPaOw,iPhone 17 Pro Vs iPhone 16 Pro? | Best Tablet Under 40K | vivoX300? | STM #457 | Technical Guruji🔥🔥🔥,"Namaskaar Dosto, yeh video hai Sunday Tech Masala ke ek aur episode ka aur yahan maine diye hain aapke puche gaye #bologuruji sawalo ke jawab. Mujhe umeed hai ki aapko yeh video pasand aayegi. Like, share subscribe karte huye comments mein batana aur hum milenge agle hafte aapke kuch aur aise sawalo ke jawab dene ke liye. Tab tak ke kiye apne sawalo ki list taiyaar rakho.  #SundayTechMasala #BoloGuruji #TechnicalGuruji #TGFamily   STM #457 Time Stamps 00:00 - Intro  00:32 - Chaliye Shuru Karte Hain  00:40 - iPhone 16 Pro Vs. iPhone 17 pro 02:04 -  iPhone 16 Pro Vs. iPhone 17 Long term use 02:49 - Festival Plan of Dussehra? 03:36 - MacBook M3 for 73K 05:00 - Samsung Fold 7 Experience 05:55 - iPhone Vs. Samsung S25 06:49 - Samsung S25+ 7-8 years usage 08:34 - iPhone 17 Gold Edition  09:18 - Whoop Band Vs Apple Watch 11:58 - Best Tablet under 40k 12:40 - Vivo X200 Pro Vs. Vivo X300 pro 13:25 - Apple Pay Launch date 14:02 - AI Unsafe 16:07 - Diet Plan 17:20 - What is price of iPhone Fold? 18:04 - Flipkart BBD Sale 18:58 - Best MacBook 90K 19:29 - Summary 19:43 - OUTRO  Share, Support, Subscribe!!! Subscribe: http://bit.ly/1Wfsvt4 Android App: https://technicalguruji.in/app Youtube: http://www.youtube.com/c/TechnicalGuruji  Twitter:  http://www.twitter.com/technicalguruji Facebook: http://www.facebook.com/technicalguruji Facebook Myself: https://goo.gl/zUfbUU Instagram: http://instagram.com/technicalguruji Website: https://technicalguruji.in/ Merchandise: http://shop.technicalguruji.in/  About : Technical Guruji is a YouTube Channel, where you will find technological videos in Hindi, New Video is Posted Everyday :)",2025-09-28 11:48:58,1193,False,,
