Seed_Channel_Name,Seed_Channel_ID,Seed_Niche,Discovered_Channel_Name,Discovered_Channel_ID,Discovered_Channel_URL,Discovered_Subs,Discovered_Video_Count,Discovered_Niche,Discovered_Country,LLM_Score,Embedding_Score,Discovered_Channel_Description,Discovered_Keywords,Seed_Keywords,Level,Timestamp
Ali Abdaal,UCoOae5nYA7VqaXzerajD0lg,Productivity - Educational Tutorials,Tejas Yadav,UCEMUw74x4QDY11t6_7HsjMw,https://www.youtube.com/@tejasyadav,808000,345,Fitness - Vlog,Unknown,0.3,0.381,"Hi, I'm Tejas Yadav. Being a fitness enthusiast and content creator my videos revolve around Fitness, Health, Fashion, Entertainment, Vlogs and More!
This channel will be visual representation of my life through the view of a lens! Be a part of my journey and make sure you Subscribe the Channel for Daily dose of Content!
","fitness routine for men, grooming tips for men, hair care for men, men's skincare routine, best hair products for men, fitness vlog for beginners, men's grooming hacks, workout tips for men, hair fall solutions for men, men's health and fitness, daily vlogs for men, birthday celebration vlog, travel vlogs for men, funny prank videos, relationship vlogs, budget travel tips, day in the life vlog, couples challenges, festive celebration vlogs, friends trip vlog, bodybuilding diet for beginners, healthy meal prep ideas, nutrition tips for fitness, diet plans for weight loss, homemade protein recipes, meal plans for muscle gain, healthy eating habits, best supplements for fitness, nutrition for athletes","find your life's purpose, how to change your life, stop overthinking tips, achieve your goals, personal growth strategies, self improvement techniques, life advice for young adults, how to get ahead in life, mindset for success, overcoming self-doubt, build a lifestyle business, how to start a business, business ideas for 2025, financial freedom strategies, make money online, how to earn $1m, successful business case studies, entrepreneurial mindset, wealth building tips, starting a business from scratch, productivity tips and tricks, how to make time for everything, best productivity apps, time management strategies, habits for success, how to stay organized, boosting productivity at work, daily routines for productivity, overcoming procrastination, effective goal setting",1,2025-10-30T23:50:47.515513
Ali Abdaal,UCoOae5nYA7VqaXzerajD0lg,Productivity - Educational Tutorials,The Art of Improvement,UCtYzVCmNxrshH4_bPO_-Y-A,https://www.youtube.com/@theartofimprovement,1100000,341,Personal Growth - Educational Tutorials,GB,0.83,0.868,"🎬  EARLY ACCESS & BADGES → Tap JOIN or go here: https://www.youtube.com/channel/UCtYzVCmNxrshH4_bPO_-Y-A/join
📚  Need PDFs, MP3s & illustrations? → artofimprovement.co.uk/pro-library

Welcome to The Art of Improvement - where personal growth is broken down into clear, actionable steps.

► Bite-size videos every two weeks  
► Science-backed strategies you can apply today  
► No fluff, just tools to level-up mindset, productivity and career

Whether you're launching your self-improvement journey or sharpening advanced skills, you'll find tutorials, research summaries and real-world case studies, all crafted to make progress simple.

Ready to get started? Start watching, tap JOIN for early access or grab the full resource vault on Gumroad.
","how to boost focus, time management tips, overcoming distractions, increase productivity, stop multitasking, focus strategies, how to stay motivated, productivity hacks, burnout signs, how to manage time effectively, habits for focus, concentration techniques, how to create new habits, self-improvement techniques, building confidence, morning routine success, tiny habits for change, how to stop overthinking, self-control methods, mastering consistency, how to set boundaries, personal growth strategies, developing a growth mindset, how to change your life, signs of burnout, how to clear your mind, mental health tips, stress management techniques, mindfulness practices, how to live in the present, anxiety relief strategies, emotional well-being, how to improve mental clarity, self-care routines, coping with stress, building resilience","find your life's purpose, how to change your life, stop overthinking tips, achieve your goals, personal growth strategies, self improvement techniques, life advice for young adults, how to get ahead in life, mindset for success, overcoming self-doubt, build a lifestyle business, how to start a business, business ideas for 2025, financial freedom strategies, make money online, how to earn $1m, successful business case studies, entrepreneurial mindset, wealth building tips, starting a business from scratch, productivity tips and tricks, how to make time for everything, best productivity apps, time management strategies, habits for success, how to stay organized, boosting productivity at work, daily routines for productivity, overcoming procrastination, effective goal setting",1,2025-10-30T23:51:00.292556
Ali Abdaal,UCoOae5nYA7VqaXzerajD0lg,Productivity - Educational Tutorials,WatchData,UCL2hOcfXAxD44bGz0JIf-dA,https://www.youtube.com/@watchdataverified,1620000,1673,Science - Documentary,US,0.3,0.482,"We've spent $100,000's on research to find the most interesting facts and statistics!
","how long to go blind, animal lifespan comparison, survival time comparison, average age for everything, how long can you survive, deadliest times to be born, first things in human history, how long to recover from illness, timeline of human history, how long to learn a skill, how long to achieve success, levels of intelligence, wealth comparison, how rich are you, intelligence levels explained, wealth distribution comparison, how to measure intelligence, rich vs poor comparison, intelligence vs wealth, understanding wealth levels, intelligence types comparison, scientific mysteries, unexplained phenomena, mysteries of the universe, strange deep-sea sounds, rare genetic conditions, mysteries scientists can't explain, unexplained historical artifacts, bizarre scientific discoveries, mysteries of human genetics, strange occurrences in nature","find your life's purpose, how to change your life, stop overthinking tips, achieve your goals, personal growth strategies, self improvement techniques, life advice for young adults, how to get ahead in life, mindset for success, overcoming self-doubt, build a lifestyle business, how to start a business, business ideas for 2025, financial freedom strategies, make money online, how to earn $1m, successful business case studies, entrepreneurial mindset, wealth building tips, starting a business from scratch, productivity tips and tricks, how to make time for everything, best productivity apps, time management strategies, habits for success, how to stay organized, boosting productivity at work, daily routines for productivity, overcoming procrastination, effective goal setting",1,2025-10-30T23:51:16.703957
Ali Abdaal,UCoOae5nYA7VqaXzerajD0lg,Productivity - Educational Tutorials,Billionaire Motivation,UCigzpGR4l2622wxAJvElsfw,https://www.youtube.com/@billionairemotivation2230,78900,447,Motivation - Talking-Head Analysis,Unknown,0.4,0.854,"Hello Guys😎
Welcome To My Channel...

Here  we'll get motivational videos. yeah,some people say motivation doesn't last Neither does bathing last then why we recommend It Daily 
Like...
Share...
Subscribe...

Thank you ♥️☺️
1K Completed 🎯🥰(25 Dec)

I work with Amina, 1 win","motivational quotes for success, inspirational quotes for life, best motivational quotes, quotes about self-improvement, motivational quotes for students, life-changing quotes, quotes for personal growth, daily motivation quotes, powerful motivational quotes, quotes for overcoming challenges, motivational quotes for work, quotes about resilience, how to improve yourself, self-improvement tips, personal development strategies, ways to boost confidence, self-discipline techniques, focus on personal growth, how to achieve your goals, building better habits, mindset for success, overcoming procrastination tips, self-care strategies, how to stay motivated, life lessons from successful people, advice for young adults, life advice for students, lessons learned in life, important life lessons, advice for personal growth, life-changing advice, wisdom for a better life, how to handle rejection, relationship advice for young people, life advice from billionaires, navigating life's challenges","find your life's purpose, how to change your life, stop overthinking tips, achieve your goals, personal growth strategies, self improvement techniques, life advice for young adults, how to get ahead in life, mindset for success, overcoming self-doubt, build a lifestyle business, how to start a business, business ideas for 2025, financial freedom strategies, make money online, how to earn $1m, successful business case studies, entrepreneurial mindset, wealth building tips, starting a business from scratch, productivity tips and tricks, how to make time for everything, best productivity apps, time management strategies, habits for success, how to stay organized, boosting productivity at work, daily routines for productivity, overcoming procrastination, effective goal setting",1,2025-10-30T23:51:30.501547
Ali Abdaal,UCoOae5nYA7VqaXzerajD0lg,Productivity - Educational Tutorials,Jay Shetty Podcast,UCbk_QsfaFZG6PdQeCvaYXJQ,https://www.youtube.com/@jayshettypodcast.,4900000,1685,Mental Health - Podcast/Interviews,US,0.54,0.607,"I’m Jay Shetty host of On Purpose the worlds #1 Mental Health podcast and I’m so grateful you found us. I started this podcast 5 years ago to invite you into conversations and workshops that are designed to help make you happier, healthier and more healed. 

I interview experts, celebrities, thought leaders and athletes so that we can grow our mindset, build better habits and uncover a side of them we’ve never seen before. 

Click the Subscribe button to help us spread the love with On Purpose.

–
Sign Up For My Free Workshop re(NEW) You: https://www.renewyouworkshop.com/

–
Order My Books: 
Think Like a Monk: https://thinklikeamonkbook.com/
8 Rules of Love https://8rulesoflove.com/

–
Follow me on Social Media:
Instagram: https://www.instagram.com/jayshetty/
Tiktok: https://www.tiktok.com/@jayshetty
Facebook: https://www.facebook.com/JayShettyIW/
","hormonal imbalances causes, birth control side effects, insulin resistance solutions, thyroid function issues, how to balance hormones, natural hormone therapy, impact of diet on hormones, hormonal health tips, understanding insulin, cortisol levels management, hormonal health expert advice, menstrual health education, overcoming guilt and shame, self-encouragement techniques, inner voice awareness, mental health strategies, building self-esteem, coping with anxiety, emotional resilience tips, how to feel at ease, self-talk improvement, understanding emotions, mental wellness practices, personal growth advice, healthy diet for hormones, nutrition for mental health, lifestyle changes for wellness, impact of glucose on health, dietary strategies for insulin, healthy living tips, food and mood connection, how to eat for energy, wellness lifestyle changes, nutrition advice from experts, healthy habits for life, diet and hormonal balance","find your life's purpose, how to change your life, stop overthinking tips, achieve your goals, personal growth strategies, self improvement techniques, life advice for young adults, how to get ahead in life, mindset for success, overcoming self-doubt, build a lifestyle business, how to start a business, business ideas for 2025, financial freedom strategies, make money online, how to earn $1m, successful business case studies, entrepreneurial mindset, wealth building tips, starting a business from scratch, productivity tips and tricks, how to make time for everything, best productivity apps, time management strategies, habits for success, how to stay organized, boosting productivity at work, daily routines for productivity, overcoming procrastination, effective goal setting",1,2025-10-30T23:51:44.406173
Ali Abdaal,UCoOae5nYA7VqaXzerajD0lg,Productivity - Educational Tutorials,Ticker,UCiMroZIXuwlSh1r5wZdeU6Q,https://www.youtube.com/@weareticker,15300,888,News - Talking-Head Analysis,AU,0.3,0.478,"All the news you need to see, curated by the Ticker News team.

Ticker delivers unparalleled news coverage with a focus on breaking stories and in-depth features from around the globe. Our content spans breaking news, politics and business, providing unique perspectives for a global audience. Headquartered in Melbourne and with a studio in New York, Ticker operates with a dedicated team of professionals committed to delivering high-quality news and programming, round the clock, 365 days a year.

Enjoy and stay connected with us!!
☛ Subscribe to our YouTube channel: https://www.youtube.com/@weareticker
☛ Follow us: https://x.com/tickercotweets
☛ Visit our Official website: https://www.tickernews.co
☛ Email to: hello@tickernews.co
","market analysis today, economic outlook 2023, inflation news update, interest rates forecast, global market trends, economic news summary, financial market insights, central bank decisions, stock market predictions, economic indicators explained, investment strategies 2023, us china trade talks, trump trade policies, international trade agreements, political news analysis, global trade tensions, trade deal updates, trump foreign policy, asia pacific trade relations, us sanctions news, political impact on markets, trade negotiations explained, impact of technology on business, hybrid work trends, digital transformation news, collaboration tools for businesses, tech industry analysis, ai in business, future of work 2023, technology and economy, business automation trends, remote work strategies, tech earnings reports","find your life's purpose, how to change your life, stop overthinking tips, achieve your goals, personal growth strategies, self improvement techniques, life advice for young adults, how to get ahead in life, mindset for success, overcoming self-doubt, build a lifestyle business, how to start a business, business ideas for 2025, financial freedom strategies, make money online, how to earn $1m, successful business case studies, entrepreneurial mindset, wealth building tips, starting a business from scratch, productivity tips and tricks, how to make time for everything, best productivity apps, time management strategies, habits for success, how to stay organized, boosting productivity at work, daily routines for productivity, overcoming procrastination, effective goal setting",1,2025-10-30T23:51:58.236141
Ali Abdaal,UCoOae5nYA7VqaXzerajD0lg,Productivity - Educational Tutorials,Chris Williamson,UCIaH-gZIVC432YRjNVvnyCA,https://www.youtube.com/@chriswillx,3940000,3809,Self-Improvement - Podcast/Interviews,GB,0.67,0.727,Life is hard. This podcast will help.,"how to be a man, overcoming emasculation, self-improvement for men, emotional intelligence for men, men's mental health, building confidence as a man, masculinity in modern society, how to handle criticism, men's self-help, finding purpose as a man, emotional availability in men, cancel culture explained, speech restrictions debate, diversity in society, political correctness discussion, cultural criticism, social issues podcast, freedom of speech topics, debate on masculinity, young men and politics, cultural trends analysis, immigration moral issues, how to change your life, personal growth strategies, overcoming failure, pursuing hard things, self-reflection techniques, life transformation tips, how to love yourself, finding balance in life, dealing with self-criticism, importance of hard work, how to pursue goals","find your life's purpose, how to change your life, stop overthinking tips, achieve your goals, personal growth strategies, self improvement techniques, life advice for young adults, how to get ahead in life, mindset for success, overcoming self-doubt, build a lifestyle business, how to start a business, business ideas for 2025, financial freedom strategies, make money online, how to earn $1m, successful business case studies, entrepreneurial mindset, wealth building tips, starting a business from scratch, productivity tips and tricks, how to make time for everything, best productivity apps, time management strategies, habits for success, how to stay organized, boosting productivity at work, daily routines for productivity, overcoming procrastination, effective goal setting",1,2025-10-30T23:52:12.585090
Ali Abdaal,UCoOae5nYA7VqaXzerajD0lg,Productivity - Educational Tutorials,Ashley Kiely Living,UC0vqIEk7I9og6uY36XJUvvA,https://www.youtube.com/@ashleykielyliving,459000,69,Home Organization - Educational Tutorials,Unknown,0.4,0.488,"Full-service organization & design studio creating a feeling of home in PDX + beyond
Licensed General Contractor // Women Owned.
","how to organize a fridge, organize your pantry, linen closet organization, reorganize a closet, kids bedroom organization, organize a dorm room, fridge organization hacks, best pantry organization, home organization ideas, easy organization tips, budget organization solutions, decorate for halloween cheap, budget home decor ideas, dorm room decor under budget, affordable party ideas, how to decorate on a budget, cheap home makeover, decorating for holidays, budget-friendly decor, easy decor projects, low-cost home improvements, creative decorating ideas, organization challenge ideas, find items quickly challenge, home improvement challenges, decorating challenges, who can organize faster, fun home projects, family competition ideas, creative challenge videos, diy challenge ideas, home decor competitions, team organization challenges","find your life's purpose, how to change your life, stop overthinking tips, achieve your goals, personal growth strategies, self improvement techniques, life advice for young adults, how to get ahead in life, mindset for success, overcoming self-doubt, build a lifestyle business, how to start a business, business ideas for 2025, financial freedom strategies, make money online, how to earn $1m, successful business case studies, entrepreneurial mindset, wealth building tips, starting a business from scratch, productivity tips and tricks, how to make time for everything, best productivity apps, time management strategies, habits for success, how to stay organized, boosting productivity at work, daily routines for productivity, overcoming procrastination, effective goal setting",1,2025-10-30T23:52:25.901031
Ali Abdaal,UCoOae5nYA7VqaXzerajD0lg,Productivity - Educational Tutorials,That's Good Money,UChKqhM75xMdf7pPH8bOL6Bw,https://www.youtube.com/@thatsgoodmoney,1000000,1822,Fitness - Vlog,US,0.3,0.388,"My name is George aka That's Good Money.I film videos of calisthenics practitioners doing workout routines, challenges and competitions.Email me if you want to link up thatsgoodmoney12@gmail.com","calisthenics workout routine, push up variations, bodyweight training, calisthenics exercises, upper body strength workout, daily calisthenics routine, calisthenics for beginners, advanced calisthenics moves, calisthenics challenges, push up workout plan, pull up workout routine, full body calisthenics workout, calisthenics strength training, fitness challenge ideas, push up challenge, 100 push ups in 10 minutes, calisthenics battle, intense workout challenges, daily fitness challenges, muscle up challenge, bodyweight challenge, strength challenge, high intensity workout challenge, endurance fitness challenge, calisthenics competition, fitness transformation challenge, how to do push ups correctly, improve push up form, best push up techniques, muscle building tips, effective workout tips, fitness tips for beginners, strength training techniques, workout recovery tips, exercise form tips, how to build muscle faster, calisthenics training tips, upper body workout tips, home workout techniques","find your life's purpose, how to change your life, stop overthinking tips, achieve your goals, personal growth strategies, self improvement techniques, life advice for young adults, how to get ahead in life, mindset for success, overcoming self-doubt, build a lifestyle business, how to start a business, business ideas for 2025, financial freedom strategies, make money online, how to earn $1m, successful business case studies, entrepreneurial mindset, wealth building tips, starting a business from scratch, productivity tips and tricks, how to make time for everything, best productivity apps, time management strategies, habits for success, how to stay organized, boosting productivity at work, daily routines for productivity, overcoming procrastination, effective goal setting",1,2025-10-30T23:52:39.929902
Ali Abdaal,UCoOae5nYA7VqaXzerajD0lg,Productivity - Educational Tutorials,Evette Renee,UC7urt-oXYb5QCES9gMqtilA,https://www.youtube.com/@itsevetterenee,327000,256,Lifestyle - Vlog,US,0.3,0.665,"Join me on my journey through life 💕 fashion | lifestyle | music

Hello beautiful people, thank you so much for stopping by!

My name is Evette Renee, and I am currently residing in Atlanta. Here on my channel, we are all about looking and feeling our best by creating the lives we want!  If you're looking for motivation to go after that ""thing"" you've been wanting for yourself, you've come to the right place. 🤗 I cover lifestyle, fashion, fitness and self-care. I hope you enjoy my content ❤️

Business: contact@tablerock.com
Travel collaborations: contact.evette@gmail.com

","self-care routines, morning routine ideas, night routine tips, sunday reset routine, self-care practices, wellness vlog, how to prioritize self-care, self-care for busy women, self-care habits, self-care appointments, healthy lifestyle tips, day in the life vlog, lifestyle vlogs, living alone in atlanta, week in my life, productive days vlog, vlog about dating, casual lifestyle vlog, personal growth journey, life updates vlog, how to live intentionally, minimalist lifestyle tips, capsule wardrobe ideas, how to build a capsule wardrobe, fashion tips for women, outfit ideas for every occasion, styling tips, fashion haul vlog, how to elevate your wardrobe, everyday outfit inspiration, fashion lookbook, trendy outfits","find your life's purpose, how to change your life, stop overthinking tips, achieve your goals, personal growth strategies, self improvement techniques, life advice for young adults, how to get ahead in life, mindset for success, overcoming self-doubt, build a lifestyle business, how to start a business, business ideas for 2025, financial freedom strategies, make money online, how to earn $1m, successful business case studies, entrepreneurial mindset, wealth building tips, starting a business from scratch, productivity tips and tricks, how to make time for everything, best productivity apps, time management strategies, habits for success, how to stay organized, boosting productivity at work, daily routines for productivity, overcoming procrastination, effective goal setting",1,2025-10-30T23:52:52.833424
Ali Abdaal,UCoOae5nYA7VqaXzerajD0lg,Productivity - Educational Tutorials,Jordan B Peterson Clips,UCodkb-qBktJI5NrUsPYpf7g,https://www.youtube.com/@drjordanbpetersonclips,2020000,2022,Psychology - Podcast/Interviews,CA,0.54,0.622,"This channel consists of official clipped videos of Dr. Jordan B Peterson's content. Dr. Peterson is a professor and clinical psychologist. The clips are derived from lectures, interviews, and self-uploaded videos. This channel will occasionally release clips prior to the full videos on https://www.youtube.com/user/JordanPetersonVideos.

Watch the entirety of Dr. Peterson's catalog on DailyWire+: https://utm.io/ueJdK

Please do not forget to subscribe to the channel to enjoy weekly videos.

Other ways to connect with Dr. Peterson:

Join the JBP newsletter: https://mailchi.mp/jbpdaily/jbp-weekly-signup
Facebook: https://www.facebook.com/drjordanpeterson/
Instagram: https://www.instagram.com/jordan.b.peterson/
","self-help strategies, psychological insights, personal development tips, overcoming anxiety, mental health advice, understanding emotions, self-discovery journey, building resilience, improving relationships, life advice from psychologists, social issues discussion, cultural critique, political commentary, understanding modern society, debate on social norms, critical thinking skills, impact of ideology, exploring belief systems, current events analysis, understanding radicalism, philosophical discussions, meaning of life, existential questions, spirituality and psychology, understanding faith, life after death, moral philosophy, theories of existence, religion and society, philosophy of happiness","find your life's purpose, how to change your life, stop overthinking tips, achieve your goals, personal growth strategies, self improvement techniques, life advice for young adults, how to get ahead in life, mindset for success, overcoming self-doubt, build a lifestyle business, how to start a business, business ideas for 2025, financial freedom strategies, make money online, how to earn $1m, successful business case studies, entrepreneurial mindset, wealth building tips, starting a business from scratch, productivity tips and tricks, how to make time for everything, best productivity apps, time management strategies, habits for success, how to stay organized, boosting productivity at work, daily routines for productivity, overcoming procrastination, effective goal setting",1,2025-10-30T23:53:05.428067
Ali Abdaal,UCoOae5nYA7VqaXzerajD0lg,Productivity - Educational Tutorials,JTPro,UCC5YS79CuJAZLX_fROHReYA,https://www.youtube.com/@jtpro7,46000,537,Sports - Documentary,CA,0.1,0.291,"Subscribe for more CR7 🔥

📩 Disclaimer: I do not own the rights to any of the clips or music used in my videos. All rights belong to their respective owners.
If you are a copyright holder and have any concerns, please contact me at (jtproaep@gmail.com) — I will remove the content immediately. Thank you for understanding.


","soccer highlights, football reactions, best soccer moments, funny soccer videos, soccer player reactions, viral soccer clips, football skills compilation, soccer fails and wins, reaction to soccer goals, soccer comedy videos, football match highlights, soccer player funny moments, cristiano ronaldo stories, neymar personal life, messi family moments, football player lifestyle, ronaldo dad moments, neymar daughter, football player reactions, behind the scenes soccer, soccer player interviews, ronaldo vs messi, football player celebrations, soccer challenges, football trick shots, funny soccer edits, soccer skits, football vs challenges, soccer memes, viral soccer challenges, football funny edits, soccer parody videos, soccer vs challenges","find your life's purpose, how to change your life, stop overthinking tips, achieve your goals, personal growth strategies, self improvement techniques, life advice for young adults, how to get ahead in life, mindset for success, overcoming self-doubt, build a lifestyle business, how to start a business, business ideas for 2025, financial freedom strategies, make money online, how to earn $1m, successful business case studies, entrepreneurial mindset, wealth building tips, starting a business from scratch, productivity tips and tricks, how to make time for everything, best productivity apps, time management strategies, habits for success, how to stay organized, boosting productivity at work, daily routines for productivity, overcoming procrastination, effective goal setting",1,2025-10-30T23:53:18.231728
Ali Abdaal,UCoOae5nYA7VqaXzerajD0lg,Productivity - Educational Tutorials,Madz Jewelry,UCixP0TqeymGSlKtgQoulCIQ,https://www.youtube.com/@madzjewelryy,382000,217,Fashion - Vlog,Unknown,0.3,0.415,"Hi! I am Madz and I am the creator of Madz Jewelry who sells super cute and trendy bracelets and necklaces! I like to post content about my products! The link in on my page if interested!
","packaging jewelry orders, small business packaging, jewelry order fulfillment, how to package jewelry, jewelry business tips, packaging ideas for jewelry, jewelry shipping tips, small business order packing, jewelry packaging supplies, custom jewelry packaging, packaging for small businesses, how to make bracelets, bracelet making tutorial, diy charm bracelets, bead shopping for bracelets, bracelet design ideas, charm necklace tutorial, bracelet business ideas, how to start a bracelet business, bracelet making supplies, beading techniques for bracelets, creative bracelet designs, jewelry sales strategies, how to promote jewelry, discounts on jewelry, jewelry marketing tips, how to run a jewelry sale, promoting small business, jewelry shop promotions, best ways to sell jewelry, online jewelry sales, seasonal jewelry promotions, how to attract jewelry customers","find your life's purpose, how to change your life, stop overthinking tips, achieve your goals, personal growth strategies, self improvement techniques, life advice for young adults, how to get ahead in life, mindset for success, overcoming self-doubt, build a lifestyle business, how to start a business, business ideas for 2025, financial freedom strategies, make money online, how to earn $1m, successful business case studies, entrepreneurial mindset, wealth building tips, starting a business from scratch, productivity tips and tricks, how to make time for everything, best productivity apps, time management strategies, habits for success, how to stay organized, boosting productivity at work, daily routines for productivity, overcoming procrastination, effective goal setting",1,2025-10-30T23:53:31.234470
Ali Abdaal,UCoOae5nYA7VqaXzerajD0lg,Productivity - Educational Tutorials,Right Example,UCZEMYrI3vAHgAub7ccY9pEQ,https://www.youtube.com/@rightexample,223000,187,Self-Improvement - Podcast/Interviews,Unknown,0.56,0.809,"Passionate about video education, entrepreneurship, business, success, and motivation.
","self improvement tips, overcoming fear, personal growth strategies, how to be confident, developing resilience, mindfulness practices, building self-esteem, motivation and inspiration, life changing habits, stepping out of comfort zone, finding your purpose, mature masculinity, healthy relationships, signs of a good man, understanding masculinity, emotional intelligence in men, building strong relationships, communication skills for men, mature love and respect, relationship advice for men, how to be a better partner, motivational speeches, mindset shifts, power of positive thinking, action and accountability, overcoming obstacles, embracing failure, developing a growth mindset, inspiration for success, how to stay motivated, mental toughness strategies","find your life's purpose, how to change your life, stop overthinking tips, achieve your goals, personal growth strategies, self improvement techniques, life advice for young adults, how to get ahead in life, mindset for success, overcoming self-doubt, build a lifestyle business, how to start a business, business ideas for 2025, financial freedom strategies, make money online, how to earn $1m, successful business case studies, entrepreneurial mindset, wealth building tips, starting a business from scratch, productivity tips and tricks, how to make time for everything, best productivity apps, time management strategies, habits for success, how to stay organized, boosting productivity at work, daily routines for productivity, overcoming procrastination, effective goal setting",1,2025-10-30T23:53:44.034123
Ali Abdaal,UCoOae5nYA7VqaXzerajD0lg,Productivity - Educational Tutorials,Money Making Community,UCmPCw8O8vVicoPvgWsIorhg,https://www.youtube.com/@moneymakingcommunity,140000,169,Business - Talking-Head Analysis,CA,0.67,0.858,This is the place where Future Billionaires come to get inspired! 🚀,"billionaire mindset, how billionaires think, lessons from billionaires, billionaire success stories, billionaire habits, wealth mindset, billionaire advice, what billionaires do, billionaire lifestyle, billionaire quotes, how to be a billionaire, billionaire strategies, how to make money, money making ideas, ways to earn money, financial independence tips, investing for beginners, passive income strategies, money management tips, how to get rich, side hustle ideas, money making opportunities, wealth building strategies, financial success tips, how to start a business, business growth strategies, entrepreneurship tips, successful business ideas, startup advice, business success stories, scaling a business, entrepreneur mindset, business planning, how to become an entrepreneur, business development strategies, startup success tips","find your life's purpose, how to change your life, stop overthinking tips, achieve your goals, personal growth strategies, self improvement techniques, life advice for young adults, how to get ahead in life, mindset for success, overcoming self-doubt, build a lifestyle business, how to start a business, business ideas for 2025, financial freedom strategies, make money online, how to earn $1m, successful business case studies, entrepreneurial mindset, wealth building tips, starting a business from scratch, productivity tips and tricks, how to make time for everything, best productivity apps, time management strategies, habits for success, how to stay organized, boosting productivity at work, daily routines for productivity, overcoming procrastination, effective goal setting",1,2025-10-30T23:54:00.048447
Ali Abdaal,UCoOae5nYA7VqaXzerajD0lg,Productivity - Educational Tutorials,theJourneyofPurpose TJOP,UC65BYtqlRNjR93D5UxGVfXw,https://www.youtube.com/@thejourneyofpurpose,424000,57,Personal Development - Vlog,AU,0.54,0.775,"Your life is your life…
They may walk it with you but no one can walk it for you
If you stand up and go, life will open up for you
","understanding existence, philosophy of life, finding your purpose, meaning of life, personal development philosophy, self-discovery journey, life lessons from alan watts, jim carrey life advice, philosophical insights, overcoming life's challenges, mindfulness and presence, embracing duality, inspirational speeches, motivational quotes, overcoming adversity, life-changing perspectives, inspiration for young adults, finding motivation, how to reinvent yourself, motivational stories, self-improvement tips, personal empowerment, unlocking potential, life transformation, mindfulness practices, living in the moment, how to be present, mindfulness meditation, awareness techniques, embracing the mundane, mindfulness for everyday life, cultivating awareness, mindful living, finding peace within, mental clarity techniques, mindfulness and happiness","find your life's purpose, how to change your life, stop overthinking tips, achieve your goals, personal growth strategies, self improvement techniques, life advice for young adults, how to get ahead in life, mindset for success, overcoming self-doubt, build a lifestyle business, how to start a business, business ideas for 2025, financial freedom strategies, make money online, how to earn $1m, successful business case studies, entrepreneurial mindset, wealth building tips, starting a business from scratch, productivity tips and tricks, how to make time for everything, best productivity apps, time management strategies, habits for success, how to stay organized, boosting productivity at work, daily routines for productivity, overcoming procrastination, effective goal setting",1,2025-10-30T23:54:13.760501
Ali Abdaal,UCoOae5nYA7VqaXzerajD0lg,Productivity - Educational Tutorials,Mackenzie William,UCwXicok1yKCwDWJRkRbJ4KQ,https://www.youtube.com/@mackenziewc,3460000,156,Lifestyle - Vlog,CA,0.3,0.47,"Mackenzie is 29, lives in Toronto & Muskoka, Ontario, and produces vlogs and lifestyle content.  

Be sure to like and subscribe if you enjoy the videos.

Business: mackenziewconnor@gmail.com

","outdoor workout routine, preparing for a run, indoor cycling workout, bike packing tips, morning run routine, outdoor gym prep, fitness routine for beginners, how to prepare for cycling, running tips for beginners, best outdoor workouts, morning routine ideas, bedroom reset tips, self-care morning routine, apartment reset ideas, anti-aging skincare routine, skincare hacks for men, how to organize your space, sunday reset routine, effective morning rituals, home organization tips, asmr morning routine, asmr bedroom reset, asmr packing suitcase, asmr workout preparation, asmr skincare routine, asmr for relaxation, asmr cleaning sounds, asmr cycling preparation, asmr for sleep, asmr calming sounds","find your life's purpose, how to change your life, stop overthinking tips, achieve your goals, personal growth strategies, self improvement techniques, life advice for young adults, how to get ahead in life, mindset for success, overcoming self-doubt, build a lifestyle business, how to start a business, business ideas for 2025, financial freedom strategies, make money online, how to earn $1m, successful business case studies, entrepreneurial mindset, wealth building tips, starting a business from scratch, productivity tips and tricks, how to make time for everything, best productivity apps, time management strategies, habits for success, how to stay organized, boosting productivity at work, daily routines for productivity, overcoming procrastination, effective goal setting",1,2025-10-30T23:54:26.010614
