Seed_Channel_Name,Seed_Channel_ID,Seed_Niche,Discovered_Channel_Name,Discovered_Channel_ID,Discovered_Channel_URL,Discovered_Subs,Discovered_Video_Count,Discovered_Niche,Language,LLM_Score,Embedding_Score,Discovered_Channel_Description,Discovered_Keywords,Seed_Keywords,Level,Timestamp,Discovered_Country
Ali Abdaal,UCoOae5nYA7VqaXzerajD0lg,Productivity - Educational Tutorials,Business Motiversity,UCSRQ9pHE6CFqEib7rMmvgNw,https://www.youtube.com/@businessmotiversity,416000,363,Entrepreneurship - Podcast/Interviews,en,0.64,0.915,"Welcome to Motiversity's new Business Motivation channel, where you will find only the BEST business motivation, inspiration, and speeches from the greatest entrepreneurs, business leaders, founders and wealthiest people of all time. On this channel you will discover motivational and eye opening speeches on business, finance, wealth, life and success, all delivered in an original Motiversity video. All videos are licensed or fully produced by Motiversity. Interviews are licensed from our partners or produced on our shows The Icons by Motiversity and The Motiversity Show. 

Subscribe with notifications on to be notified when we release new videos!🔥

------------------------------------------------------------------------------------------------------

Current release schedule is a new video every Monday.

Motiversity's YouTube channel is associated with our website https://www.motiversity.com/. Check it out for more ways to stay motivated!
","business advice, entrepreneur tips, start a business, business growth, entrepreneur motivation, make money, financial freedom, wealth building, money mindset, millionaire habits, motivational speeches, success motivation, inspirational talks, self improvement, personal growth, productivity tips, morning routine, time management, habits for success, discipline and motivation","build a business, lifestyle business, boring business ideas, entrepreneurship 2025, make money online, business ideas for beginners, how to start a business, financial freedom, get rich, passive income, how to make money, wealth building, millionaire habits, money mindset, productivity tips, how to change your life, self improvement, time management, habits and routines, discipline and motivation, overthinking, youtube growth, how to start a youtube channel, creator business, content creator, personal brand, solopreneur, ai for entrepreneurs, ai productivity tools, how to use ai for business, ai workflow, ai tools 2025",1,2025-10-29T20:26:39.544602,CA
Ali Abdaal,UCoOae5nYA7VqaXzerajD0lg,Productivity - Educational Tutorials,Inspire Weekly,UCkx1wxLBNddwWSQCtUT61rQ,https://www.youtube.com/@inspireweekly,134000,83,Self-Improvement - Motivational Speech,en,0.42,0.784,Your Weekly Dose of Motivation & Success,"motivational speech, inspirational talks, overcome challenges, self empowerment, personal growth, self improvement, personal growth, growth mindset, success mindset, life change, success mindset, jim rohn motivation, brian tracy tips, wealth mindset, goal setting, daily inspiration, mental strength, stoic wisdom, embrace discomfort, daily motivation, change your life, breakthrough moments, life transformation, embrace the storm, unlock potential","build a business, lifestyle business, boring business ideas, entrepreneurship 2025, make money online, business ideas for beginners, how to start a business, financial freedom, get rich, passive income, how to make money, wealth building, millionaire habits, money mindset, productivity tips, how to change your life, self improvement, time management, habits and routines, discipline and motivation, overthinking, youtube growth, how to start a youtube channel, creator business, content creator, personal brand, solopreneur, ai for entrepreneurs, ai productivity tools, how to use ai for business, ai workflow, ai tools 2025",1,2025-10-29T20:26:56.748236,IT
Ali Abdaal,UCoOae5nYA7VqaXzerajD0lg,Productivity - Educational Tutorials,TEDx Talks,UCsT0YIqwnpJCM-mx7-gSA4Q,https://www.youtube.com/@tedx,43800000,246172,Ideas - Documentary,en,0.56,0.866,"TEDx is an international community that organizes TED-style events anywhere and everywhere -- celebrating locally-driven ideas and elevating them to a global stage. TEDx events are produced independently of TED conferences, each event curates speakers on their own, but based on TED's format and rules.

For more information on using TED for commercial purposes (e.g. employee learning, in a film or online course), please submit a Media Request here: https://media-requests.ted.com.","ai and art, protect from ai, ai impact on jobs, future of ai, ai ethics, identity and ai, self improvement, personal growth, mindfulness practices, daily habits, philosophy of success, society and technology, value of choices, prosperity for all, power of sound, internet of value, entrepreneurial mindset, innovation in business, future of work, business transformation, mental health tips, stress management, healing journey, wellbeing practices, healthy lifestyle","build a business, lifestyle business, boring business ideas, entrepreneurship 2025, make money online, business ideas for beginners, how to start a business, financial freedom, get rich, passive income, how to make money, wealth building, millionaire habits, money mindset, productivity tips, how to change your life, self improvement, time management, habits and routines, discipline and motivation, overthinking, youtube growth, how to start a youtube channel, creator business, content creator, personal brand, solopreneur, ai for entrepreneurs, ai productivity tools, how to use ai for business, ai workflow, ai tools 2025",1,2025-10-29T20:27:17.738016,Unknown
Ali Abdaal,UCoOae5nYA7VqaXzerajD0lg,Productivity - Educational Tutorials,Billionaire Shots,UCUhmReBGZtCcwLnJB9_bEVQ,https://www.youtube.com/@billionaireshots,104000,2896,Motivation - Documentary,en,0.52,0.882,"Billionaire Shots Is Your Ultimate Source for Motivation! Need a boost to chase your dreams? Billionaire Shots is here to light your Rise with powerful motivational quotes and Inspirational videos that fuel your passion and Push you towards Your Goal.

🌟 𝗗𝗜𝗦𝗖𝗢𝗩𝗘𝗥 𝗬𝗼𝘂𝗿 𝗜𝗻𝗻𝗲𝗿 𝗣𝗼𝘄𝗲𝗿 𝗛𝗲𝗿𝗲🔥

💸 Daily Billionaire Motivation in Seconds
🔥 One Shot = One Step Closer to Wealth
🚀 Stay Hungry | Stay Rich

🔥 𝗠𝗼𝘁𝗶𝘃𝗮𝘁𝗶𝗼𝗻𝗮𝗹 𝗩𝗶𝗱𝗲𝗼:
    Dive into videos that challenge your limits
    and push you towards Success.

💸 𝗦𝘂𝗰𝗰𝗲𝘀𝘀 𝗦𝘁𝗼𝗿𝗶𝗲𝘀:
    Learn from the journeys of those who
    turned their dreams into reality.

📌 𝗦𝗨𝗕𝗦𝗖𝗥𝗜𝗕𝗘 and hit the bell icon 🔔 to  
     never miss an update. Let's achieve
     greatness together!



#BillionaireShots #BillionaireMindset #ElonMuskMotivation #SigmaMindset #RichHabits #MoneyMotivation #SuccessQuotes #Motivational #richmindset #money #trendingshorts #elonmusk ","get rich, millionaire habits, wealth mindset, financial freedom, money mindset, success habits, mindset for success, discipline and success, self improvement, personal growth, time management, control your time, productivity tips, time blocking, efficient habits, passive income, how to make money, wealth building, financial independence, money wisdom, elon musk habits, elon musk mindset, elon musk success, elon musk advice, elon musk wealth","build a business, lifestyle business, boring business ideas, entrepreneurship 2025, make money online, business ideas for beginners, how to start a business, financial freedom, get rich, passive income, how to make money, wealth building, millionaire habits, money mindset, productivity tips, how to change your life, self improvement, time management, habits and routines, discipline and motivation, overthinking, youtube growth, how to start a youtube channel, creator business, content creator, personal brand, solopreneur, ai for entrepreneurs, ai productivity tools, how to use ai for business, ai workflow, ai tools 2025",1,2025-10-29T20:27:32.508904,US
Ali Abdaal,UCoOae5nYA7VqaXzerajD0lg,Productivity - Educational Tutorials,Trek,UCQmMEAtWLn57UxT779fOTew,https://www.youtube.com/@trek2,109000,24,Luxury Travel - Documentary,en,0.13,0.47,"Welcome to my second channel, brought to you by TrekTrendy. 

Trek is the home of even more aviation, rail and behind the scenes luxury content.
","first class flights, luxury air travel, private jet experience, emirates first class, singapore airlines suites, etihad the residence, flight review, airline review, travel vlog, luxury travel review, first class review, airline experience, aviation vlog, airplane interiors, flight experience, aviation travel, airline cabins, aircraft tours, luxury lifestyle, high-end travel, luxury experiences, premium travel, luxury vacations, exclusive travel","build a business, lifestyle business, boring business ideas, entrepreneurship 2025, make money online, business ideas for beginners, how to start a business, financial freedom, get rich, passive income, how to make money, wealth building, millionaire habits, money mindset, productivity tips, how to change your life, self improvement, time management, habits and routines, discipline and motivation, overthinking, youtube growth, how to start a youtube channel, creator business, content creator, personal brand, solopreneur, ai for entrepreneurs, ai productivity tools, how to use ai for business, ai workflow, ai tools 2025",1,2025-10-29T20:27:47.099603,GB
Ali Abdaal,UCoOae5nYA7VqaXzerajD0lg,Productivity - Educational Tutorials,warikoo,UCRzYN32xtBf3Yxsx5BvJWJw,https://www.youtube.com/@warikoo,6660000,2082,Entrepreneurship - Educational Tutorials,en,0.79,0.834,"warikoo is a serial entrepreneur, a bestselling author and an online educator

Ankur Warikoo is an internet entrepreneur, and is:
- One of India’s top content creators with a following of 14Mn+ followers across YouTube, LinkedIn, Instagram, Twitter and Facebook
- 4X Bestselling author of Do Epic Shit (2021), Get Epic Shit Done (2022), Make Epic Money (2024) and Build An Epic Career (2025)
- An entrepreneur running WebVeda.com - an online school for young Indians, with 430,000+ students so far
- A mentor/investor to first-time entrepreneurs (hoping to help them not make the same mistakes he made when he started up)

He holds an MBA degree from the Indian School of Business.

He was also part of Fortune Magazine’s 40 under 40 List for India, Forbes Top 100 Digital Creators list 2022, LinkedIn India’s Top Voices for 2018, 2019 and 2020, LinkedIn India’s Spotlight List and India’s Top Executives under 40 by Business Today.
","financial freedom, money management, investing tips, mutual funds, budgeting basics, stock market basics, investment for beginners, index funds, sip investment, wealth building, career growth, job interview tips, career change, professional development, career planning, study tips, self improvement, learning strategies, education tips, teenage education, rent or buy, lifestyle choices, minimalist living, financial lifestyle, life decisions","build a business, lifestyle business, boring business ideas, entrepreneurship 2025, make money online, business ideas for beginners, how to start a business, financial freedom, get rich, passive income, how to make money, wealth building, millionaire habits, money mindset, productivity tips, how to change your life, self improvement, time management, habits and routines, discipline and motivation, overthinking, youtube growth, how to start a youtube channel, creator business, content creator, personal brand, solopreneur, ai for entrepreneurs, ai productivity tools, how to use ai for business, ai workflow, ai tools 2025",1,2025-10-29T20:28:01.572378,IN
Ali Abdaal,UCoOae5nYA7VqaXzerajD0lg,Productivity - Educational Tutorials,AI Robot Lab,UCXdSb7M6eChl5--gF5prnrA,https://www.youtube.com/@airobotlab,128000,275,AI and Robotics - Documentary,en,0.34,0.687,"AI Robot Lab 🤖 | Discover the Future of AI & Robotics 🚀
Welcome to AI Robot Lab, your ultimate hub for cutting-edge AI robots, humanoid robots, robotics engineering, and future technology! We showcase incredible AI-driven robots, next-gen humanoid machines, smart automation, and futuristic inventions through engaging Shorts and videos.
🌟 What You’ll Explore at AI Robot Lab:
 ✅ Advanced AI Robots & Next-Gen Humanoid Robots 🤖 
✅ Robotics Engineering & Future Tech Innovations 🚀
 ✅ AI Automation, Machine Learning & Smart Systems ⚙️ 
✅ Sci-Fi Robotics, Cybernetics & AI Breakthroughs 🔥 
✅ AI Gadgets, Autonomous Assistants & Smart Devices!
Join us on an exciting journey into the future of artificial intelligence, humanoid robotics, and advanced automation, shaping tomorrow’s world today! 🌍✨
🔔 Subscribe now to stay updated with the latest AI and robotics trends! 🚀
#ai #robot #humanoid #airobot #humanoidrobot #robotgirl #robotics #futuretech #artificialintelligence
","ai humanoid robot, robotics innovation, future of ai, ai technology 2025, robotics lab, flying car, evtol vehicle, hover bike demo, future mobility, ai transportation, silicon valley tech, robotics breakthrough, ai advancements, technology trends 2025, innovation lab, ai companionship, robotic girlfriend, ai in daily life, technology lifestyle, future living, tech documentary, ai storytelling, robotics journey, innovation story, future tech stories","build a business, lifestyle business, boring business ideas, entrepreneurship 2025, make money online, business ideas for beginners, how to start a business, financial freedom, get rich, passive income, how to make money, wealth building, millionaire habits, money mindset, productivity tips, how to change your life, self improvement, time management, habits and routines, discipline and motivation, overthinking, youtube growth, how to start a youtube channel, creator business, content creator, personal brand, solopreneur, ai for entrepreneurs, ai productivity tools, how to use ai for business, ai workflow, ai tools 2025",1,2025-10-29T20:28:13.856676,FR
Ali Abdaal,UCoOae5nYA7VqaXzerajD0lg,Productivity - Educational Tutorials,Nas Daily,UCJsUvAqDzczYv2UpFmu4PcA,https://www.youtube.com/@nasdaily,14000000,1629,Entrepreneurship - Documentary,en,0.52,0.845,"Building nas.io - The Al Platform for Solopreneurs to Find Customers.
nas.io/100customers

","solar energy, renewable energy, sustainable tech, green technology, clean energy solutions, entrepreneur journey, startup stories, business success, founder story, innovative entrepreneurs, bitcoin investing, cryptocurrency tips, wealth building, financial growth, investment strategies, future of education, innovative learning, education technology, learning platforms, digital education, social change, impactful projects, community building, global initiatives, social entrepreneurship","build a business, lifestyle business, boring business ideas, entrepreneurship 2025, make money online, business ideas for beginners, how to start a business, financial freedom, get rich, passive income, how to make money, wealth building, millionaire habits, money mindset, productivity tips, how to change your life, self improvement, time management, habits and routines, discipline and motivation, overthinking, youtube growth, how to start a youtube channel, creator business, content creator, personal brand, solopreneur, ai for entrepreneurs, ai productivity tools, how to use ai for business, ai workflow, ai tools 2025",1,2025-10-29T20:28:30.546811,US
Ali Abdaal,UCoOae5nYA7VqaXzerajD0lg,Productivity - Educational Tutorials,OpenAI,UCXZCJLdBC09xxGZ6gcdrc6A,https://www.youtube.com/@openai,1880000,394,Technology - Educational Tutorials,en,0.76,0.811,"OpenAI’s mission is to ensure that artificial general intelligence benefits all of humanity.

","ai tools, ai for developers, ai productivity, chatgpt tips, ai design tools, ai in business, productivity tips, workflow automation, work smarter, task management, time management, frontend design, web development tips, build websites, frontend tools, web design ideas, business innovation, tech startups, business growth, innovation strategies, startup ideas, learn with ai, educational technology, online learning tools, tech tutorials, learning platforms","build a business, lifestyle business, boring business ideas, entrepreneurship 2025, make money online, business ideas for beginners, how to start a business, financial freedom, get rich, passive income, how to make money, wealth building, millionaire habits, money mindset, productivity tips, how to change your life, self improvement, time management, habits and routines, discipline and motivation, overthinking, youtube growth, how to start a youtube channel, creator business, content creator, personal brand, solopreneur, ai for entrepreneurs, ai productivity tools, how to use ai for business, ai workflow, ai tools 2025",1,2025-10-29T20:28:47.386486,US
Ali Abdaal,UCoOae5nYA7VqaXzerajD0lg,Productivity - Educational Tutorials,BRIGHT SIDE,UC4rlAVgAK0SGk-yTfe48Qpw,https://www.youtube.com/@brightsideofficial,44700000,10624,General Knowledge - Documentary,en,0.22,0.32,"Whether you’re into recent discoveries, space exploration, true stories, fitness, fun tests, and riddles, or useful tips for self-improvement, psychology, gadgets, or just your day-to-day routine, there’s something for everyone!

You can expect all that and more coming at you in 3 top-quality videos every single day. If you’ve got a thirst for knowledge that never quits, then join a community of tens of millions and growing! We have a good time, so take your shoes off, kick back, and make yourself at home here on the Bright Side of life!

Good news! We launched a new app for you 👉 http://bit.ly/Bs3App7
Join the world's largest community of good people! 😉

For brand partnership enquires: brands@thesoul-publishing.com","mysterious places, unsolved mysteries, hidden secrets, strange phenomena, explore the unknown, nature wonders, science mysteries, earth phenomena, natural disasters, scientific discoveries, ancient discoveries, historical mysteries, archaeological finds, lost civilizations, history uncovered, abandoned places, geographic oddities, unexplored regions, remote locations, unique landscapes, space mysteries, astronomy discoveries, cosmic phenomena, universe secrets, space exploration","build a business, lifestyle business, boring business ideas, entrepreneurship 2025, make money online, business ideas for beginners, how to start a business, financial freedom, get rich, passive income, how to make money, wealth building, millionaire habits, money mindset, productivity tips, how to change your life, self improvement, time management, habits and routines, discipline and motivation, overthinking, youtube growth, how to start a youtube channel, creator business, content creator, personal brand, solopreneur, ai for entrepreneurs, ai productivity tools, how to use ai for business, ai workflow, ai tools 2025",1,2025-10-29T20:29:02.698974,Unknown
