Channel_ID,Channel_Name,Date_Added,Processing_Status
UCszyYt-uEqZ7GfUUzivyezA,Dustin Avent-Holt,2025-11-03T11:20:27.079946,filtered_subs
UCfdNM3NAhaBOXCafH7krzrA,The Infographics Show,2025-11-03T11:20:27.079946,filtered_max_videos
UCGT_BYcMHygJYqYWZjGx68A,GROWTH™,2025-11-03T11:20:27.079946,skipped_few_videos
UCLKZ20yD2tNMBOkSDZo4FeQ,Shane Hummus,2025-11-03T11:20:27.079946,cached_for_llm
UC7APSczqv8QQb1VWUJoAwrw,Sci Explained,2025-11-03T11:20:27.079946,filtered_country_SE
UCWCiTvnpnEv0EFJV9NvGlSQ,Prepare Studies,2025-11-03T11:20:27.079946,filtered_country_IN
UCX-mxCpGJ7IHegraBXT_CXg,WiseVinez,2025-11-03T11:20:27.079946,filtered_subs
UCLE4Ho7LXHzz1rgbHD32BUg,The Cost Curve,2025-11-03T11:20:27.079946,filtered_subs
UClLlwd28LkaNiSFkzhiq6Zw,Making Politics Simple,2025-11-03T11:20:27.079946,filtered_subs
UCIHdDJ0tjn_3j-FS7s_X1kQ,Valuetainment,2025-11-03T11:20:27.079946,filtered_max_videos
UCFQWmx7wcHfxEG_-oAz-B2A,Chad McGuire,2025-11-03T11:20:27.079946,filtered_subs
UCIF3bOv6DAYurCbNILjqJ3Q,Film Acting,2025-11-03T11:20:27.079946,filtered_subs
UCWqek7bMcphDSUTgtpntXTA,The Insider Drop News,2025-11-03T11:20:27.079946,filtered_subs
UCIYhr3JsLYfKkCM7-W5B6DA,IMF,2025-11-03T11:20:27.079946,cached_for_llm
UCv0aU2eKry3kdSTnFa8QAWA,Science Magazine,2025-11-03T11:20:27.079946,cached_for_llm
UCvJyEIx_it2jFYP5M1OzGng,One Message Foundation,2025-11-03T11:20:27.079946,cached_for_llm
UCXBfkWuHGvm5cUTqvEN43_Q,FunFactTravel,2025-11-03T11:20:27.079946,filtered_subs
UCuUN7w6H1EWfjJcGhR-Q7kw,Common Knowledge,2025-11-03T11:20:27.079946,cached_for_llm
UCcwCRD-1JEk2epKglyCqDvw,CatholicVote Education,2025-11-03T11:20:27.079946,cached_for_llm
UC-RKpEc4eE9PwJaupN91xYQ,Sprouts,2025-11-03T11:20:27.079946,cached_for_llm
UCBG0kYugC-8bsMPB8H3zhaQ,learn political science,2025-11-03T11:20:27.079946,filtered_subs
UCyuO6oC8aFq4peopSfG1YZA,Rapid Revision ,2025-11-03T11:20:27.079946,filtered_subs
UCmGSJVG3mCRXVOP4yZrU1Dw,Johnny Harris,2025-11-03T11:20:27.079946,cached_for_llm
UCbhGt_Bia86mEOQxPFbO8RA,Vyshali U,2025-11-03T11:20:27.079946,filtered_subs
UCxSZB5CnflUzBlri6bJz5fw,THE HISTORY,2025-11-03T11:20:27.079946,filtered_subs
UC8fQzKHIhSoZeSq3bwQx4mw,Mayo Clinic,2025-11-03T11:20:27.079946,filtered_max_videos
UCqlmB3Q6N6A6CVQVQeRF2lg,Whogato Trend,2025-11-03T11:20:27.079946,filtered_subs
UCALCOHIbvNcDQqyOgpJZHdw,Institute of Development Studies,2025-11-03T11:20:27.079946,cached_for_llm
UCMOWlll34TkBDKOFQCOdILQ,GetSmarter,2025-11-03T11:20:27.079946,filtered_country_ZA
UCkB8eF4ATHl4Jm1BeCZgQ9A,Uneducated Economist,2025-11-03T11:20:27.079946,cached_for_llm
UCaehsa75y02rDJW1oPom-Xw,Jimmy on Relationships,2025-11-03T11:20:27.079946,cached_for_llm
UCCGkB0dR0Lf-i1gor1oYtXQ,Literary Icons,2025-11-03T11:20:27.079946,filtered_subs
UCOEMEjL1GBJ41uCWur5VXWQ,GaryVee Video Experience,2025-11-03T11:20:27.079946,filtered_max_videos
UCrsgFWXS98nBd7_1KvGzmIg,LailaMusicVEVO,2025-11-03T11:20:27.079946,filtered_subs
UCdi0GAxjx5nPG4X2lPdlyAw,Screen Hollywood,2025-11-03T11:20:27.079946,filtered_subs
UCym_AG0fWkK6oazYp6ye_8w,zaydante,2025-11-03T11:20:27.079946,cached_for_llm
UCO2xVnx8qNQaxEIvlnVeP9w,NIBIB,2025-11-03T11:20:27.079946,cached_for_llm
UCYs72_IPIm9px-hnRwDKAsg,motivationcentraledu,2025-11-03T11:20:27.079946,filtered_subs
UClZmCCcrhNaXhWYvZNIolWg,BUILD Series,2025-11-03T11:20:27.079946,filtered_max_videos
UCcUUj_5UkacrooZ0qBsNWpA,Explora Wow,2025-11-03T11:20:27.079946,filtered_subs
UCPXt4ihRwQL9kUm4psLk9zA,Tufts University,2025-11-03T11:20:27.079946,filtered_subs
UC2rI3El2Ups12GNaOQHjE0w,cirencestercollege,2025-11-03T11:20:27.079946,filtered_subs
UCUcNTfvHvOivRCJMyPzXbsQ,Twig Science Reporter,2025-11-03T11:20:27.079946,cached_for_llm
UCGBRdy-JmRr2yDHfIDepryg,Institute for Management Development IMD,2025-11-03T11:20:27.079946,filtered_country_CH
UC8PFKag0_zqyiFM21ZQ26qA,University of Cumbria,2025-11-03T11:20:27.079946,filtered_subs
UCkf5qWO4oNXfrrAWOsNHbmw,Vivek NISER | SciAstra,2025-11-03T11:20:27.079946,filtered_country_IN
UCZmyTxIRn5165P-NUDtybgA,Stephanie Flores,2025-11-03T11:20:27.079946,filtered_subs
UC0cd_-e49hZpWLH3UIwoWRA,Professor Dave Explains,2025-11-03T11:20:27.079946,cached_for_llm
UCLNCLOa1ChRr0fJlxMFNaUg,deejus,2025-11-03T11:20:27.079946,cached_for_llm
UCsv1tNG-d0CsEoRL7E2VknQ,Study Tips & Information,2025-11-03T11:20:27.079946,filtered_subs
UC8Av1tO-ha143nNYzxmf1Fg,Pierre Dalati,2025-11-03T11:20:27.079946,cached_for_llm
UCEb1b2lWpBA0Ux4wi8A4yJA,Next School,2025-11-03T11:20:27.079946,filtered_country_IN
UCJsUvAqDzczYv2UpFmu4PcA,Nas Daily,2025-11-03T11:20:27.079946,skipped_few_videos
UCWWCHrEqzME9N6JTuL6YUaw,Dexerto,2025-11-03T11:20:27.079946,filtered_max_videos
UCYwOOHF1BZ_hqPVnLnrT_fw,Chill Dude Explains,2025-11-03T11:20:27.079946,cached_for_llm
UC1_liDR4fRFJgH4HoJeV8cw,Future - Topic,2025-11-03T11:20:27.079946,cached_for_llm
UCly8bJs8X_jNn3XCxQ_MF5A,County Office,2025-11-03T11:20:27.079946,filtered_max_videos
UCWyJLcTABX_bxMX6528nRfw,QuickInspireVids,2025-11-03T11:20:27.079946,filtered_subs
UCsvqVGtbbyHaMoevxPAq9Fg,Simplilearn,2025-11-03T11:20:27.079946,filtered_max_videos
UCig0KhrB5NClMvX9QrbXcrw,Global Health with Greg Martin,2025-11-03T11:20:27.079946,filtered_country_IE
UCrmi-SXPbbqo_p9cnis49Ug,University of Ghana Distance Education,2025-11-03T11:20:27.079946,filtered_country_GH
UCvOXk89_pkIbhQwzIMrmpxg,Topic Analysis Centre,2025-11-03T11:20:27.079946,filtered_subs
UC4XCl3CYtcTHlfcE_43GyUg,Creative Creations,2025-11-03T11:20:27.079946,filtered_subs
UCsQbNBN5M9X-zQcxEXk3wPg,STEM Fun Labss,2025-11-03T11:20:27.079946,filtered_subs
UC34RwEKuS5hv2nPYCCn8Msg,Solanki is Speaking,2025-11-03T11:20:27.079946,filtered_country_IN
UCrh_s7ejffI7tDz6gus2nbw,Carnegie Mellon University's Scott Institute for Energy Innovation,2025-11-03T11:20:27.079946,filtered_subs
UC0rITCkvr7b7JzqdaFdDi7Q,Bundesumweltministerium,2025-11-03T11:20:27.079946,filtered_subs
UCMiJRAwDNSNzuYeN2uWa0pA,Mrwhosetheboss,2025-11-03T11:20:27.079946,cached_for_llm
UClLXKYEEM8OBBx85DOa6-cg,Devslopes,2025-11-03T11:20:27.079946,skipped_few_videos
UCjjAebYzWaBnEzRuX4csv4Q,Fırat's Words,2025-11-03T11:20:27.079946,filtered_subs
UC2OUvjoe9r1350p6ILNdbIQ,Reddit FM,2025-11-03T11:20:27.079946,filtered_country_LB
UCWBWgCD4oAqT3hUeq40SCUw,Sambucha,2025-11-03T11:20:27.079946,filtered_max_videos
UCXLesGEfmyhxqOjoAqhRwhA,FightMediocrity,2025-11-03T11:20:27.079946,cached_for_llm
UCRxX817fHwIgNy7E3ynmQWA,SUNY Cobleskill,2025-11-03T11:20:27.079946,filtered_subs
UCVTyTA7-g9nopHeHbeuvpRA,Late Night with Seth Meyers,2025-11-03T11:20:27.079946,filtered_max_videos
UCfp5MBK2IC90Bdm5IQUJvYw,Michigan Medicine,2025-11-03T11:20:27.079946,filtered_max_videos
UCh4X07oA7J8VVZarSJqc_2g,★Silly.s.k Aոimation★,2025-11-03T11:20:27.079946,filtered_country_ID
UCCdRHTOSx50HFbA4NQLe1yg,krystallee,2025-11-03T11:20:27.079946,skipped_few_videos
UCDq0-GSKBoFHgbP57x27bBA,Warwick Medical School,2025-11-03T11:20:27.079946,cached_for_llm
UCQ5lApGS-jxLeCpk3eCVbdg,Annika Peterson,2025-11-03T11:20:27.079946,filtered_subs
UC6ENI_P4BRGUu7bBF40wfiw,English to Excel,2025-11-03T11:20:27.079946,cached_for_llm
UCaWd5_7JhbQBe4dknZhsHJg,WatchMojo.com,2025-11-03T11:20:27.079946,filtered_max_videos
UCJ7_L7tal5ZBh985m0idEwg,Mark Peterson,2025-11-03T11:20:27.079946,filtered_subs
UCiS_bezw9UcySAZffZTmocQ,AI and Humans: Invincible Innovation,2025-11-03T11:20:27.079946,filtered_subs
UCEWpbFLzoYGPfuWUMFPSaoA,The Organic Chemistry Tutor,2025-11-03T11:20:27.079946,filtered_max_videos
UCl2C9AyRxxSk8C3yV7LwVcA,Jennifer Wang,2025-11-03T11:20:27.079946,skipped_few_videos
UCijDos-LUTh9RQvSCMQqN6Q,EWTN,2025-11-03T11:20:27.079946,filtered_max_videos
UCtzvIHQyRDL2mtetu6ZWsvw,History Mapped Out,2025-11-03T11:20:27.079946,cached_for_llm
UCce1r_d858CCzv0Mkrhp6sA,Jeroen Moes,2025-11-03T11:20:27.079946,filtered_subs
UCUeZBocfxALSUdOgNJB5ySA,Dr Ben Miles,2025-11-03T11:20:27.079946,cached_for_llm
UCqos1tl0RntucGGtPXNxkkA,Eternalised,2025-11-03T11:20:27.079946,filtered_country_ES
UCHpw8xwDNhU9gdohEcJu4aA,The Guardian,2025-11-03T11:20:27.079946,filtered_max_videos
UCEAZeUIeJs0IjQiqTCdVSIg,Yahoo Finance,2025-11-03T11:20:27.079946,filtered_max_videos
UCVhSrMom4y_WIVF9_iht58Q,Anre John,2025-11-03T11:20:27.079946,filtered_subs
UCA2S90hLD73W3Beu1emIa1g,emma’s book talks,2025-11-03T11:20:27.079946,filtered_subs
UC86HDzuWc6p_A1nNWYfv3Jw,Angelo Marasigan,2025-11-03T11:20:27.079946,cached_for_llm
UCuCuEKq1xuRA0dFQj1qg9-Q,Knowledgia,2025-11-03T11:20:27.079946,filtered_country_RO
UCctXZhXmG-kf3tlIXgVZUlw,GaryVee,2025-11-03T11:20:27.079946,filtered_max_videos
UCLrfZ-gGeRlpi5D2wXsOnIQ,Yolanda Anderson,2025-11-03T11:20:27.079946,filtered_subs
UCee2kMQIsmZcqPnTrFlN4Ug,Jahvaun Marcel,2025-11-03T11:20:27.079946,cached_for_llm
UC_fyAp919RnkKmBrMXGwnUQ,Google Career Certificates,2025-11-03T11:20:27.079946,cached_for_llm
UCU5eV0c0SE0TMXrV8P94jAQ,Learn with Jaspal,2025-11-03T11:20:27.079946,filtered_country_IN
UCxqG_E-68WAE0TWYfIopv6Q,Digifix,2025-11-03T11:20:27.079946,cached_for_llm
UC1Yviig6Gkoj9vi1cxlTeDg,The Deep End w/Taylor Welch,2025-11-03T11:20:27.079946,cached_for_llm
UCAcEIHZoelpXQ4xFXJJNoYA,District10TV,2025-11-03T11:20:27.079946,filtered_subs
UCdslIu-mDB_lvEoMSPwp5kg,Mr.Makhan,2025-11-03T11:20:27.079946,filtered_subs
UCzNTVzprq6UG7kBK0LIDtUw,Karl Niilo,2025-11-03T11:20:27.079946,filtered_country_EE
UCPgLNge0xqQHWM5B5EFH9Cg,The Telegraph,2025-11-03T11:20:27.079946,filtered_max_videos
UChqUTb7kYRX8-EiaN3XFrSQ,Reuters,2025-11-03T11:20:27.079946,filtered_max_videos
UC7geKfz2-IH0rsgRBtHTm0g,Learn With Shopify,2025-11-03T11:20:27.079946,cached_for_llm
UCvmofFg-oZc4jvBUIfZbjzg,ClickView,2025-11-03T11:20:27.079946,cached_for_llm
UCqdJYM9UHX_Rgg2H4sjCB8g,Positive People Commission📈,2025-11-03T11:20:27.079946,filtered_subs
UCj8DGOv5P7Ngsh-telMG-pw,Jon Youshaei,2025-11-03T11:20:27.079946,cached_for_llm
UCbrPqq29C9Q_TQP7OFFRzcw,Know Your Meme,2025-11-03T11:20:27.079946,cached_for_llm
UCnxrdFPXJMeHru_b4Q_vTPQ,Simply Explained,2025-11-03T11:20:27.079946,filtered_country_BE
UC_b3p6ISMj_txO90uM0c5Qg,PatentYogi,2025-11-03T11:20:27.079946,skipped_few_videos
UCr6t89L8ZlsDDvJWf-XO5Wg,SLICE Earth,2025-11-03T11:20:27.079946,filtered_country_FR
UCCwjfeJB5S0-O1y9LOCQYdw,Leaders Talk,2025-11-03T11:20:27.079946,filtered_country_IN
UCcr93i1-6gGWnxZmDtEfl6Q,Radhika Maroo,2025-11-03T11:20:27.079946,filtered_country_IN
UCEBpSZhI1X8WaP-kY_2LLcg,365 Data Science,2025-11-03T11:20:27.079946,filtered_country_BG
UC6q5KRnrHMEBHmOFvAQtL4w,The One Piece Boy,2025-11-03T11:20:27.079946,filtered_subs
UC7qxuJnsADaskQrIBvtBdrA,MetaverseMentors,2025-11-03T11:20:27.079946,skipped_few_videos
UCaARh-EbulNePDMrga5idzA,Danielle MacCartney,2025-11-03T11:20:27.079946,filtered_subs
UCq3hT5JPPKy87JGbDls_5BQ,Heavy Spoilers,2025-11-03T11:20:27.079946,filtered_max_videos
UCHqkXbgqrDrDVInBMSoGQgQ,The Daily Signal,2025-11-03T11:20:27.079946,filtered_max_videos
UC2-Q6VJ4ozwkxUKdVGz-ClQ,ReviewEcon,2025-11-03T11:20:27.079946,cached_for_llm
UCP1ZgG7ERCVBjLDy0aruXsg,Neticle,2025-11-03T11:20:27.079946,filtered_subs
UCFwU6m4bvOPVsdJXtrsaQzg,Shirish Gupta (shirishgee),2025-11-03T11:20:27.079946,filtered_country_IN
UCTY7oS9e2b8sKxRrTfn8OKw,Hazelwood Health Study,2025-11-03T11:20:27.079946,filtered_subs
UCT4wzuzJ8UOwowJlcxe-6_A,Christian Giurgioiu,2025-11-03T11:20:27.079946,filtered_subs
UCqGH6GRWhBEtc14Vuc0vYCw,Bloomberg ,2025-11-03T11:20:27.079946,cached_for_llm
UCUrTsIYi7eCk1SZIs_FqiEg,Hustle Reality,2025-11-03T11:20:27.079946,cached_for_llm
UC415bOPUcGSamy543abLmRA,Cleo Abram,2025-11-03T11:20:27.079946,cached_for_llm
UCzf6AA1e0dW2xGa45XJZU3A,Tech Mythos,2025-11-03T11:20:27.079946,filtered_subs
UCoMdktPbSTixAyNGwb-UYkQ,Sky News,2025-11-03T11:20:27.079946,filtered_max_videos
UC1r1Q6TUG5S77_cLKumUNIQ,Dr. Grace Ellis,2025-11-03T11:20:27.079946,filtered_subs
UCPHtbFhP_OXzhj5a6BRmbtg,Damián Gulich,2025-11-03T11:20:27.079946,filtered_subs
UC0QkAdm98jOI_ZPsOc92_yg,State of Kait,2025-11-03T11:20:27.079946,cached_for_llm
UCFKrbHKFDXN2xeDYKPQ5UiQ,MocomiKids,2025-11-03T11:20:27.079946,filtered_country_IN
UC6mHXZTo755XvOySt_sc0DA,JohnLincolnUSA,2025-11-03T11:20:27.079946,filtered_max_videos
UCXRSNxnGdfXAKmlucGIdQ2Q,SleepWise,2025-11-03T11:20:27.079946,cached_for_llm
UCB1VUJxQGhMU9jnPxpEycgA,Your Favorite English Teacher | Amy Joy,2025-11-03T11:20:27.079946,cached_for_llm
UCIFtADcWrOApqrsinzPoOfA,Destiny,2025-11-03T11:20:27.079946,cached_for_llm
UCAgNyzHvQllkZw4J3WJQd_A,Ron Wright,2025-11-03T11:20:27.079946,filtered_max_videos
UChGk956Cafb2xOx8xpuvMmw,The Info Thought,2025-11-03T11:20:27.079946,filtered_subs
UCXtLNwTWvHI7Co1n0qAp75g,Most Extreme Innovation,2025-11-03T11:20:27.079946,cached_for_llm
UC5egWoYd-z7lsp7waTHsEeQ,Dr Bilal Mehmood,2025-11-03T11:20:27.079946,filtered_subs
UCzOPvEqY402aiK9pqLVw55A,UArizona CALES,2025-11-03T11:20:27.079946,filtered_subs
UCHvGJ-eAV8krPgqofo65WYQ,Illustrate to Educate,2025-11-03T11:20:27.079946,cached_for_llm
UCb61DJtwboK1J-XlWEXzATQ,TWO PLAYERS - Topic,2025-11-03T11:20:27.079946,filtered_subs
UCRbdaEAHc3K-jd7zjrld59A,Just A Dude Podcast,2025-11-03T11:20:27.079946,filtered_subs
UCJaqjtkp8A98LKMCTuJaNzw,Aj Facts2,2025-11-03T11:20:27.079946,filtered_country_IN
UCWUA2W6LueNy9BSovivFVvQ,CBC Kids News,2025-11-03T11:20:27.079946,cached_for_llm
UCtxCXg-UvSnTKPOzLH4wJaQ,Tekta AI,2025-11-03T11:20:27.079946,cached_for_llm
UC6zXygvGgNa1Xv6c3PK3Omg,Bargain Investor,2025-11-03T11:20:27.079946,filtered_subs
UCvSAKIqirU7VHzguXAhwOpg,Bharat Yuvasena,2025-11-03T11:20:27.079946,filtered_country_IN
UCtrwX29xpuWc9y0-0PKrHSQ,Gary King,2025-11-03T11:20:27.079946,filtered_subs
UClPVvbHAFrQAezYF3uzSGsw,Education in Second,2025-11-03T11:20:27.079946,filtered_country_IN
UC_MjbTm-m5d3QtPv9eFNW8w,RoyaltyIsHere,2025-11-03T11:20:27.079946,cached_for_llm
UCViX4WGu425Yw3EEvPOZVVQ,IamLucid2,2025-11-03T11:20:27.079946,skipped_few_videos
UC3Wn3dABlgESm8Bzn8Vamgg,Sideprojects,2025-11-03T11:20:27.079946,filtered_country_CZ
UC7DdEm33SyaTDtWYGO2CwdA,Physics Girl,2025-11-03T11:20:27.079946,cached_for_llm
UC8B3mspc8jaPS2dMgC4WLyA,Loop It,2025-11-03T11:20:27.079946,filtered_subs
UCA0UOwXOzEtiO73ZUlf80vg,Rare Historical Stories,2025-11-03T11:20:27.079946,skipped_few_videos
UCH4BNI0-FOK2dMXoFtViWHw,Be Smart,2025-11-03T11:20:27.079946,cached_for_llm
UC0JSwuJowYKwTeisyHEDaPQ,Argonne National Laboratory,2025-11-03T11:20:27.079946,cached_for_llm
UCGxjDWAN1KwrkXYVi8CXtjQ,Think Media,2025-11-03T11:20:27.079946,filtered_max_videos
UCzLqOSZPtUKrmSEnlH4LAvw,Drishti IAS,2025-11-03T11:20:27.079946,filtered_max_videos
UCO3pT4ZI8x2RVqYWxxcrZsw,upGrad,2025-11-03T11:20:27.079946,filtered_country_IN
UCNYaxPiba3oxmeL_3jKxnYA,Insane Curiosity,2025-11-03T11:20:27.079946,cached_for_llm
UCmFeOdJI3IXgTBDzqBLD8qg,Moon,2025-11-03T11:20:27.079946,cached_for_llm
UC7dLcrSRqKBbE2X_5wdXxvQ,over alanalyzing,2025-11-03T11:20:27.079946,filtered_subs
UCkSMDOtrKr43OGSSmKnx6tQ,The Book Leo,2025-11-03T11:20:27.079946,cached_for_llm
UC9xTSAIfWFCnSLVZF5JNVqA,UniAbuja CDL&CE eLecture Contents Repository,2025-11-03T11:20:27.079946,cached_for_llm
UCFq5vPnNRNNNysLrktz4aSw,Strong Medicine,2025-11-03T11:20:27.079946,cached_for_llm
UC5cFA3uEyS7-PuCmBc5vaFw,The Space Wind,2025-11-03T11:20:27.079946,cached_for_llm
UCcN3IuIAR6Fn74FWMQf6lFA,Science ABC,2025-11-03T11:20:27.079946,filtered_country_IN
UC37-WoyxL1q-Yp6u44_jhhA,Uncover,2025-11-03T11:20:27.079946,skipped_few_videos
UCGmDjxc4ewTuZA-QyINm0sg,DropZone FF ,2025-11-03T11:20:27.079946,filtered_subs
UCNQQ0jf7KGP1MV08GUuX1JQ,The Pursuit of Truth,2025-11-03T11:20:27.079946,filtered_subs
UC1JAwKeDUjN2orv5t7LWODQ,KARE 11,2025-11-03T11:20:27.079946,filtered_max_videos
UCpN8-4S0c64IVKYPdeMxBuQ,Untold History,2025-11-03T11:20:27.079946,cached_for_llm
UCVOy6wNnmVJicMO42Amjngw,Opentiera,2025-11-03T11:20:27.079946,cached_for_llm
UCiOEUz7UCTSo6NUcQ86nFvA,FOX19 NOW | Cincinnati,2025-11-03T11:20:27.079946,filtered_max_videos
UCwClkA2_fv3Zo36qKN5fcew,The Body Language Guy,2025-11-03T11:20:27.079946,cached_for_llm
UChKsdyM3AK85AQX6nwAnqIg,Curiosity Capsule,2025-11-03T11:20:27.079946,filtered_subs
UCyhCmktFoSp3XgYlkcLAo5A,AI Robots in the Future,2025-11-03T11:20:27.079946,skipped_few_videos
UC3I-x2TfcFJ0gZgdjlQPx3w,TheMoreYouKnow,2025-11-03T11:20:27.079946,filtered_subs
UCkjSg8mZQcTU6qtnJIMcx8w,Casual Guy,2025-11-03T11:20:27.079946,filtered_subs
UCeLpImHFUmDUBhP1O53mEvg,EduQuest,2025-11-03T11:20:27.079946,filtered_subs
UCmYesELO6axBrCuSpf7S9DQ,Mr. Beat,2025-11-03T11:20:27.079946,cached_for_llm
UCIJnmp1MwUDtm_WMBSarEcw,Superheroes of Science,2025-11-03T11:20:27.079946,cached_for_llm
UCdZISa8UNFbwhazbYy_uWvQ,Bocconi University,2025-11-03T11:20:27.079946,filtered_max_videos
UCodbH5mUeF-m_BsNueRDjcw,Overly Sarcastic Productions,2025-11-03T11:20:27.079946,cached_for_llm
UCZFMm1mMw0F81Z37aaEzTUA,NDTV,2025-11-03T11:20:27.079946,filtered_max_videos
UCpg8-Y8AgEXqGVW0Ozmrp5Q,The Elsa Kurt Show,2025-11-03T11:20:27.079946,cached_for_llm
UCAI-E3bDNzyPLa6VkI7XFdg,Motivational Mantras,2025-11-03T11:20:27.079946,skipped_few_videos
UCy0tKL1T7wFoYcxCe0xjN6Q,Technology Connections,2025-11-03T11:20:27.079946,cached_for_llm
UCA7OQkX9AEIVQ6j9i0OSQhA,CEC,2025-11-03T11:20:27.079946,filtered_max_videos
UCGOm78ddO_zzY_avWn-4WVg,Ridiculon - Topic,2025-11-03T11:20:27.079946,filtered_subs
UCCj956IF62FbT7Gouszaj9w,BBC,2025-11-03T11:20:27.079946,filtered_max_videos
UC-qqLQb47WNUXk_TIdwWDUA,FILM DISCUSSION,2025-11-03T11:20:27.079946,skipped_few_videos
UC_R5smHVXRYGhZYDJsnXTwg,R Consortium,2025-11-03T11:20:27.079946,cached_for_llm
