Channel_ID,Channel_Name,Date_Added,Processing_Status,Embedding_Score,LLM_Score,niche
UC9x0AN7BWHpCDHSm9NiJFJQ,NetworkChuck,2025-10-29T20:23:30.772516,scored,0.706,0.66,IT Education - Educational Tutorials
UCHbq_l1qnuomfJCYQTsWf_Q,Motivation Madness,2025-10-29T20:23:30.772516,scored,0.793,0.34,Motivation - Documentary
UC7geKfz2-IH0rsgRBtHTm0g,Learn With Shopify,2025-10-29T20:23:30.772516,scored,0.875,0.88,Entrepreneurship - Educational Tutorials
UCMBtiOXI6uAmd5bbuPGuPPw,Fleshcore AI,2025-10-29T20:23:30.772516,scored,0.55,0.42,AI Content Creation - Educational Tutorials
UCb8ovQyBpUBITyTOH75CluA,DecodeAI with Analytics Vidhya,2025-10-29T20:23:30.772516,scored,0.737,0.66,AI and Data Science - Educational Tutorials
UC61MWzrpcsazp23LOxCsTcg,BlackRock,2025-10-29T20:23:30.772516,scored,0.523,0.38,Financial Education - Talking-Head Analysis
UC9GoqHypa-SDrGPMyeBkjKw,Michael Sealey,2025-10-29T20:23:30.772516,scored,0.398,0.28,Hypnotherapy - Educational Tutorials
UC9vLdyHatOhRrCwQXq3HmQQ,Motivation Ark,2025-10-29T20:23:30.772516,scored,0.753,0.34,Motivation - Documentary
UCj8DGOv5P7Ngsh-telMG-pw,Jon Youshaei,2025-10-29T20:23:30.772516,scored,0.707,0.61,Creator Economy - Podcast/Interviews
UCwVEhEzsjLym_u1he4XWFkg,Finance With Sharan,2025-10-29T20:23:30.772516,scored,0.82,0.64,Financial Education - Educational Tutorials
UCzx0BPRAtsfK3adwE9Qyy1w,Wifi • Wealth,2025-10-29T20:23:30.772516,scored,0.89,0.58,Motivation - Documentary
UCJtUOos_MwJa_Ewii-R3cJA,Leila Gharani,2025-10-29T20:23:30.772516,scored,0.68,0.76,Productivity - Educational Tutorials
UCui4jxDaMb53Gdh-AZUTPAg,Liam Ottley,2025-10-29T20:23:30.772516,scored,0.856,0.58,Entrepreneurship - Documentary
UCBc95pEmmGpyseMo1ZNphCg,ExcelAshu,2025-10-29T20:23:30.772516,scored,0.666,0.22,Educational Tutorials - Educational Tutorials
UCSUVM9Ygr6AI5Eje5BnFhtw,Omah Lay,2025-10-29T20:23:30.772516,scored,0.333,0.1,Music - Performances
UCwAdQUuPT6laN-AQR17fe1g,Pranjal Kamra,2025-10-29T20:23:30.772516,scored,0.776,0.56,Financial Education - Educational Tutorials
UCVgL_VeHteGecp5nn0NRztQ,Stansberry Research,2025-10-29T20:23:30.772516,scored,0.812,0.56,Financial Education - Talking-Head Analysis
UCkvRMEMXXqNWuGQ_VdioAqA,Rshe Collections,2025-10-29T20:23:30.772516,scored,0.554,0.16,Fashion Accessories - Product Showcase
UCt_KDu-DtBqvIw7X-V7mlmQ,Pari's Lifestyle,2025-10-29T20:23:30.772516,scored,0.548,0.13,Entertainment - Vlog
UCzv4Z4UaBoJFZNyeerjCt6w,Watch With Sam,2025-10-29T20:23:30.772516,scored,0.643,0.28,Entertainment - Vlog
UCsQoiOrh7jzKmE8NBofhTnQ,Varun Mayya,2025-10-29T20:23:30.772516,scored,0.714,0.73,Entrepreneurship - Educational Tutorials
UCAigp2nt4ZqzSH10J1u_Snw,Inspire Greatness,2025-10-29T20:23:30.772516,scored,0.802,0.56,Entrepreneurship - Talking-Head Analysis
UCR54lF_dD3f-8srmRqnTwgQ,MotivationHub,2025-10-29T20:23:30.772516,scored,0.811,0.34,Motivation - Documentary
UCzjpCGEXR7BU-_SJSl59CGQ,The Koerner Office Business Ideas,2025-10-29T20:23:30.772516,scored,0.928,0.85,Entrepreneurship - Talking-Head Analysis
UCl3TER6AOCiKDFs_8FECinA,PETFLIX,2025-10-29T20:23:30.772516,scored,0.269,0.13,Animals - Documentary
UCZiO0vVjMVJnXeSlU79N3ig,Fk Editz,2025-10-29T20:23:30.772516,scored,0.449,0.16,Entertainment - Shorts
UCHiSdwS3CtZPsf3R6dHjlxA,MIND MOTIVATION,2025-10-29T20:23:30.772516,scored,0.775,0.46,Motivation - Educational Tutorials
UCtgGOdTlM-NdJ9rPKIYN8UQ,Slayy Point,2025-10-29T20:23:30.772516,scored,0.485,0.16,Entertainment - Vlog
UC_RovKmk0OCbuZjA8f08opw,Futurepedia,2025-10-29T20:23:30.772516,scored,0.775,0.76,AI Tools - Educational Tutorials
UCbc7A6bNtpyybJbGvIi0PNQ,Caleb Ralston,2025-10-29T20:23:30.772516,scored,0.675,0.56,Entrepreneurship - Documentary
UCSRQ9pHE6CFqEib7rMmvgNw,Business Motiversity,2025-10-29T20:23:30.772516,scored,0.915,0.64,Entrepreneurship - Podcast/Interviews
UCkx1wxLBNddwWSQCtUT61rQ,Inspire Weekly,2025-10-29T20:23:30.772516,scored,0.784,0.42,Self-Improvement - Motivational Speech
UCOTGVctbHD4UJK3R6Evfx9Q,TECH-iELA Shorts,2025-10-29T20:23:30.772516,scored,0.514,0.22,Tech Gadgets - Vlog
UCsT0YIqwnpJCM-mx7-gSA4Q,TEDx Talks,2025-10-29T20:23:30.772516,scored,0.866,0.56,Ideas - Documentary
UCQmMEAtWLn57UxT779fOTew,Trek,2025-10-29T20:23:30.772516,scored,0.47,0.13,Luxury Travel - Documentary
UCRzYN32xtBf3Yxsx5BvJWJw,warikoo,2025-10-29T20:23:30.772516,scored,0.834,0.79,Entrepreneurship - Educational Tutorials
UCXdSb7M6eChl5--gF5prnrA,AI Robot Lab,2025-10-29T20:23:30.772516,scored,0.687,0.34,AI and Robotics - Documentary
UCJsUvAqDzczYv2UpFmu4PcA,Nas Daily,2025-10-29T20:23:30.772516,scored,0.845,0.52,Entrepreneurship - Documentary
UCXZCJLdBC09xxGZ6gcdrc6A,OpenAI,2025-10-29T20:23:30.772516,scored,0.811,0.76,Technology - Educational Tutorials
UC4rlAVgAK0SGk-yTfe48Qpw,BRIGHT SIDE,2025-10-29T20:23:30.772516,scored,0.32,0.22,General Knowledge - Documentary
UCtNKycHoYC4ioO3T-s9njyw,Future Business Ideas,2025-10-29T20:23:30.772516,scored,0.794,0.64,Entrepreneurship - Educational Tutorials
UCX159cvbQYBvMFvpdsbIDdA,PowerThoughts Meditation Club,2025-10-29T20:23:30.772516,scored,0.359,0.22,Meditation - Educational Tutorials
UC2tEjKkqnh_UfMznmRwmeZw,Victory Venture,2025-10-29T20:23:30.772516,scored,0.698,0.34,Motivational Quotes - Talking-Head Analysis
UCMhS1yQ2TCC_dez8OTtXvJg,selfspeed-1,2025-10-29T20:23:30.772516,scored,0.835,0.52,Self-Improvement - Documentary
UCydShVfAub9TSmL1N4BTlGQ,Young Entrepreneurs Forum,2025-10-29T20:23:30.772516,scored,0.922,0.88,Entrepreneurship - Educational Tutorials
UCJnEDG_GFBGvp2EK8kiNx-w,Kumari Funman,2025-10-29T20:23:30.772516,scored,0.419,0.13,Comedy - Sketch
UCUhmReBGZtCcwLnJB9_bEVQ,Billionaire Shots,2025-10-29T20:23:30.772516,scored,0.882,0.52,Motivation - Documentary
UC6YjT1TJaANveVGQ4vl1CIg,Jenny Hoyos,2025-10-29T20:23:30.772516,scored,0.602,0.22,Faith and Inspiration - Vlog
UCwAnu01qlnVg1Ai2AbtTMaA,Jeff Su,2025-10-29T20:23:30.772516,scored,0.846,0.92,Productivity - Educational Tutorials
UCwzkIBttlFZYgN0q66KFTPw,Faad Technician,2025-10-29T20:23:30.772516,scored,0.455,0.34,Tech Reviews - Unboxing
UC2J6__sZxVJglTRCFUreXqg,Eternal Explorer,2025-10-29T20:23:30.772516,scored,0.749,0.38,Self-Improvement - Vlog
UCShOERdmAnqqizmgm6LN10g,Dr Danish Salim's Dr D Better Life,2025-10-29T20:23:30.772516,scored,0.694,0.34,Health and Wellness - Educational Tutorials
UCcf1t1tH-Pp5bmu4hbAytwA,Escaping Ordinary (B.C Marx) ,2025-10-29T20:23:30.772516,scored,0.844,0.64,Books and Ideas - Documentary
UCUo8Vi1tBHTHO6-E1_Lvl5Q,Billionaire_New,2025-10-29T20:23:30.772516,scored,0.771,0.38,Personal Growth - Motivational Content
UCIfMka3q_tcPOYeiEZr3zjA,Custom Adventurist,2025-10-29T20:23:30.772516,scored,0.361,0.34,Tech Reviews - Educational Tutorials
UCgoyBmLOMNWmsiVkj-MezyQ,ExpHub - Prashant Kirad,2025-10-29T20:23:30.772516,scored,0.747,0.38,Education - Educational Tutorials
UCTQuKo8v0PaPCvk5aRxc_Yg,Charlie Chang,2025-10-29T20:23:30.772516,scored,0.949,0.94,Entrepreneurship - Educational Tutorials
UCh2hN9dUPCuPVoQnPqr36eg,ColdMindset_,2025-10-29T20:23:30.772516,scored,0.737,0.34,Motivational Content - Documentary
