Seed_Channel_Name,Seed_Channel_ID,Discovered_Channel_Name,Discovered_Channel_ID,Discovered_Channel_URL,Discovered_Subs,Level,Timestamp,Similarity_Score,Seed_Keywords,Discovered_Keywords
Colin and Samir,UCamLstJyCa-t5gfZegxsFMw,Ed Lawrence,UCb4XiEOeJulWu4WGhwnDqjw,https://www.youtube.com/@ed-lawrence,119000,1,2025-10-27T00:00:25.454264,0.766,"creator interviews, youtube strategy, content creation insights, platform analysis, creator economy, digital media commentary, influencer business, algorithm insights, creator education, social media trends","youtube growth strategies, business training, revenue optimization, content creation, audience engagement, ai tools, marketing techniques, video planning, monetization systems, business development"
Colin and Samir,UCamLstJyCa-t5gfZegxsFMw,Gabe Bult - The Process,UCnwrdxf7X8WwMuXpyeHSO4A,https://www.youtube.com/@gabebulttheprocess,24900,1,2025-10-27T00:04:03.609154,0.762,"creator interviews, youtube strategy, content creation insights, platform analysis, creator economy, digital media commentary, influencer business, algorithm insights, creator education, social media trends","content creation, youtube monetization, viral strategies, consistency over perfection, niche success stories, income generation, full-time youtube, speaking techniques, masterclass training, personal growth"
Colin and Samir,UCamLstJyCa-t5gfZegxsFMw,Dipuji Tech Tips,UCM7SESBzXZzq1Dyo3GMYXLw,https://www.youtube.com/@dipujitechtips,62000,1,2025-10-27T00:02:19.060228,0.755,"creator interviews, youtube strategy, content creation insights, platform analysis, creator economy, digital media commentary, influencer business, algorithm insights, creator education, social media trends","monetization tools, social media updates, viewer growth strategies, brand deals, content creation, platform features, status updates, engagement techniques, video marketing, digital content"
Lenny's Podcast,UC6t1O76G0jYXOAoYCm153dA,First Round Capital,UC_oji6l_-xwhmZqCxRGuAXw,https://www.youtube.com/@firstroundcapital,22000,1,2025-10-26T23:32:35.330115,0.862,"product management interviews, tech leadership podcast, career growth insights, product strategy, growth frameworks, pm interviews, tech entrepreneur stories, product development, engineering leadership, startup insights","startup growth, founder insights, pivot strategy, product development, feedback techniques, ai applications, contract negotiation, business metrics, entrepreneurial lessons, market fit"
Lenny's Podcast,UC6t1O76G0jYXOAoYCm153dA,PM School by NextLeap,UCjOeIGWiIhPdKDrDRrVnvRA,https://www.youtube.com/@pmschoolx,33700,1,2025-10-26T23:31:08.084229,0.859,"product management interviews, tech leadership podcast, career growth insights, product strategy, growth frameworks, pm interviews, tech entrepreneur stories, product development, engineering leadership, startup insights","product management, mindset mastery, product development, b2b strategies, creator economy, real-money gaming, interview preparation, product market fit, transition strategies, analytics training"
Lenny's Podcast,UC6t1O76G0jYXOAoYCm153dA,Productized,UCc707M4Ey0qECi56KPqgJjA,https://www.youtube.com/@productizedconference,17300,1,2025-10-26T23:33:06.174780,0.854,"product management interviews, tech leadership podcast, career growth insights, product strategy, growth frameworks, pm interviews, tech entrepreneur stories, product development, engineering leadership, startup insights","innovation conference, product management, creativity in technology, leadership strategies, digital transformation, collaborative design, product development, emerging technologies, team dynamics, growth strategies"
Lenny's Podcast,UC6t1O76G0jYXOAoYCm153dA,Dianna Yau,UCwAywyPrQlf5XvqzE8Y6GWg,https://www.youtube.com/@diannayau,25200,1,2025-10-26T23:32:24.782823,0.83,"product management interviews, tech leadership podcast, career growth insights, product strategy, growth frameworks, pm interviews, tech entrepreneur stories, product development, engineering leadership, startup insights","product management interview, mock interview, behavioral interview, product sense, strategic thinking, execution metrics, coaching session, creative solutions, product strategy, take home assignment"
Lenny's Podcast,UC6t1O76G0jYXOAoYCm153dA,Dan Olsen,UChx1ibI5TI7bBva0Z21azrw,https://www.youtube.com/@danolsen,25200,1,2025-10-26T23:32:14.543575,0.825,"product management interviews, tech leadership podcast, career growth insights, product strategy, growth frameworks, pm interviews, tech entrepreneur stories, product development, engineering leadership, startup insights","product management, ai transformation, coding learnathon, hackathon highlights, product coaching, career advice, product development, product testing, leadership training, community meetups"
Lenny's Podcast,UC6t1O76G0jYXOAoYCm153dA,Beyond Coding,UCdMz6KKEDW_1Qqas-ya7S6w,https://www.youtube.com/@beyondcoding,43900,1,2025-10-26T23:29:59.952826,0.822,"product management interviews, tech leadership podcast, career growth insights, product strategy, growth frameworks, pm interviews, tech entrepreneur stories, product development, engineering leadership, startup insights","engineering mindset, product development, ai innovation, hackathon benefits, software mastery, productivity strategies, data connections, junior hiring, deepfake awareness, ux evolution"
Lenny's Podcast,UC6t1O76G0jYXOAoYCm153dA,PM Diego Granados,UCzpDM7pbVBxV1WwjYux0Ixw,https://www.youtube.com/@pmdiegogranados,45000,1,2025-10-26T23:29:49.953235,0.819,"product management interviews, tech leadership podcast, career growth insights, product strategy, growth frameworks, pm interviews, tech entrepreneur stories, product development, engineering leadership, startup insights","job search advice, product management, interview strategies, career development, recruitment insights, insider tips, job application guidance, product strategy, career red flags, newcomer advice"
Lenny's Podcast,UC6t1O76G0jYXOAoYCm153dA,Dr. Nancy Li - Director of Product,UCIXcpwAsd6uO6PQ7VaMbXpg,https://www.youtube.com/@drnancyli,35600,1,2025-10-26T23:30:57.504903,0.8,"product management interviews, tech leadership podcast, career growth insights, product strategy, growth frameworks, pm interviews, tech entrepreneur stories, product development, engineering leadership, startup insights","product management, career development, interview preparation, salary insights, product design, ai integration, job transition stories, resume templates, workshop training, industry trends"
Lenny's Podcast,UC6t1O76G0jYXOAoYCm153dA,Exponent,UCjm_qVkCPjOVDz9BWjNqO9A,https://www.youtube.com/@tryexponent,453000,1,2025-10-26T23:26:03.027065,0.792,"product management interviews, tech leadership podcast, career growth insights, product strategy, growth frameworks, pm interviews, tech entrepreneur stories, product development, engineering leadership, startup insights","system design interview, software engineering prep, ai product management, data engineering process, career progression insights, interview strategies, mock interview sessions, tech industry challenges, generative ai concepts, engineering skills development"
Lenny's Podcast,UC6t1O76G0jYXOAoYCm153dA,Product School,UC6hlQ0x6kPbAGjYkoz53cvA,https://www.youtube.com/@productschoolsanfrancisco,146000,1,2025-10-26T23:28:06.152551,0.765,"product management interviews, tech leadership podcast, career growth insights, product strategy, growth frameworks, pm interviews, tech entrepreneur stories, product development, engineering leadership, startup insights","product management, ai development, growth strategies, design leadership, collaborative tools, monetization techniques, educational technology, enterprise solutions, user experience, innovation insights"
Lenny's Podcast,UC6t1O76G0jYXOAoYCm153dA,Traction - A Community for Innovators,UCmifzReE4ECNjSW3wX4RZdg,https://www.youtube.com/@startuptraction,12700,1,2025-10-26T23:33:25.815809,0.762,"product management interviews, tech leadership podcast, career growth insights, product strategy, growth frameworks, pm interviews, tech entrepreneur stories, product development, engineering leadership, startup insights","scaling strategies, venture capital, ai innovation, health tech, marketplace strategy, saas community, generative ai, product leadership, founder insights, enterprise growth"
Lenny's Podcast,UC6t1O76G0jYXOAoYCm153dA,Yash Burman,UCfeA42cVeiPnrI8FflCXbnQ,https://www.youtube.com/@yashburman007,19900,1,2025-10-26T23:32:55.503702,0.755,"product management interviews, tech leadership podcast, career growth insights, product strategy, growth frameworks, pm interviews, tech entrepreneur stories, product development, engineering leadership, startup insights","business success, entrepreneurial stories, luxury brands, economic analysis, startup journeys, motivational insights, corporate history, innovative inventions, billionaire profiles, global economies"
Lenny's Podcast,UC6t1O76G0jYXOAoYCm153dA,Sugat Nayak,UC16Elh84QmIxvdieuaKn7ug,https://www.youtube.com/@sugatnayak,12200,1,2025-10-26T23:33:55.718882,0.751,"product management interviews, tech leadership podcast, career growth insights, product strategy, growth frameworks, pm interviews, tech entrepreneur stories, product development, engineering leadership, startup insights","ai interview preparation, product management insights, career transition guide, salary analysis, interview strategies, tech industry trends, job market analysis, personal success stories, skill development, ai tools in hiring"
Lenny's Podcast,UC6t1O76G0jYXOAoYCm153dA,IGotAnOffer: Product management,UCFJy5E_3XknWv42cvedoALw,https://www.youtube.com/@igotanofferpm,12100,1,2025-10-26T23:34:06.053849,0.7,"product management interviews, tech leadership podcast, career growth insights, product strategy, growth frameworks, pm interviews, tech entrepreneur stories, product development, engineering leadership, startup insights","product management tips, interview preparation, resume advice, behavioral questions, product sense, mock interviews, career coaching, faang insights, design challenges, interview strategies"
The Diary of a CEO,UCGq-a57w-aPwyi3pW7XLiHw,Robin Sharma,UC6oh54zIYKyW6hgBiZzLLsA,https://www.youtube.com/@sharmaleadership,1010000,1,2025-10-26T23:40:03.140481,0.884,"personal development podcast, success interviews, entrepreneur conversations, mindset coaching, leadership insights, health optimization, expert interviews, self-improvement, performance psychology, business wisdom","leadership insights, personal development, motivational content, entrepreneurial mindset, success strategies, wealth building, daily improvement, inner mastery, performance enhancement, positivity practices"
The Diary of a CEO,UCGq-a57w-aPwyi3pW7XLiHw,Mindset Coaching Academy,UCxeOH32jDFcRBV1D2lh7eFQ,https://www.youtube.com/@mindset_inc,137000,1,2025-10-26T23:44:51.397264,0.881,"personal development podcast, success interviews, entrepreneur conversations, mindset coaching, leadership insights, health optimization, expert interviews, self-improvement, performance psychology, business wisdom","self-improvement, brain science, team building, presentation skills, decision-making, personal development, leadership strategies, confidence building, organizational management, coaching techniques"
The Diary of a CEO,UCGq-a57w-aPwyi3pW7XLiHw,Mindset Ash,UCviTEmZBxwmguDb1iz7OVuQ,https://www.youtube.com/@flipfloppsycho,33900,1,2025-10-26T23:47:18.937514,0.877,"personal development podcast, success interviews, entrepreneur conversations, mindset coaching, leadership insights, health optimization, expert interviews, self-improvement, performance psychology, business wisdom","business mindset, personal growth, success strategies, emotional intelligence, narcissism awareness, productivity tips, entrepreneurial insights, self-improvement, mindset shifts, life-changing concepts"
The Diary of a CEO,UCGq-a57w-aPwyi3pW7XLiHw,Ryan Hanley | Finding Peak,UCp8u5P52Us4mbcyBDaftgMg,https://www.youtube.com/@ryanmhanley,11700,1,2025-10-26T23:50:22.383513,0.867,"personal development podcast, success interviews, entrepreneur conversations, mindset coaching, leadership insights, health optimization, expert interviews, self-improvement, performance psychology, business wisdom","leadership insights, entrepreneurial mindset, workplace dynamics, corporate culture, personal development, stress management, idea generation, leadership challenges, success strategies, community building"
The Diary of a CEO,UCGq-a57w-aPwyi3pW7XLiHw,Simon Sinek,UCPmfPl-BsCd3wmE8i45LAoA,https://www.youtube.com/@simonsinek,2590000,1,2025-10-26T23:36:52.563753,0.858,"personal development podcast, success interviews, entrepreneur conversations, mindset coaching, leadership insights, health optimization, expert interviews, self-improvement, performance psychology, business wisdom","leadership insights, motivational discussions, business inspiration, friendship dynamics, personal growth, organizational culture, podcast conversations, storytelling techniques, management strategies, optimistic perspectives"
The Diary of a CEO,UCGq-a57w-aPwyi3pW7XLiHw,Scott D. Clary - Success Story Podcast,UCwcFnpyQxEgx9woI7JGaXow,https://www.youtube.com/@scottdclary,371000,1,2025-10-26T23:41:32.436264,0.856,"personal development podcast, success interviews, entrepreneur conversations, mindset coaching, leadership insights, health optimization, expert interviews, self-improvement, performance psychology, business wisdom","entrepreneur stories, leadership insights, resilience journeys, personal development, innovation discussions, business strategies, motivational narratives, success lessons, boundary setting, overcoming adversity"
The Diary of a CEO,UCGq-a57w-aPwyi3pW7XLiHw,Motivation2Study,UC8PICQUP0a_HsrA9S4IIgWw,https://www.youtube.com/@motivation2study,4600000,1,2025-10-26T23:36:20.821869,0.854,"personal development podcast, success interviews, entrepreneur conversations, mindset coaching, leadership insights, health optimization, expert interviews, self-improvement, performance psychology, business wisdom","motivational speeches, personal development, mental toughness, discipline training, study motivation, inspirational content, future job insights, neuroscience insights, goal setting, self-improvement"
The Diary of a CEO,UCGq-a57w-aPwyi3pW7XLiHw,The Profit Channel,UCtGvqhEH3vokN2BLRROUmLA,https://www.youtube.com/@markatmagnetic,26700,1,2025-10-26T23:48:31.349534,0.853,"personal development podcast, success interviews, entrepreneur conversations, mindset coaching, leadership insights, health optimization, expert interviews, self-improvement, performance psychology, business wisdom","entrepreneur mindset, hiring strategies, business lessons, leadership insights, success principles, women in business, investment strategies, business survival, talent acquisition, performance analysis"
The Diary of a CEO,UCGq-a57w-aPwyi3pW7XLiHw,Audiobook Zone,UCbjpCUvaehoAbLdAZZTNgxw,https://www.youtube.com/@audiobookzone11,162000,1,2025-10-26T23:44:30.491937,0.842,"personal development podcast, success interviews, entrepreneur conversations, mindset coaching, leadership insights, health optimization, expert interviews, self-improvement, performance psychology, business wisdom","self-improvement, personal development, financial literacy, discipline building, confidence enhancement, mindset mastery, cash flow management, success strategies, self-love practices, overcoming negativity"
The Diary of a CEO,UCGq-a57w-aPwyi3pW7XLiHw,Creating Wealth,UC2zN8G-hQBVc2l0Sgo78IpQ,https://www.youtube.com/@groomforwealth,52700,1,2025-10-26T23:46:27.671661,0.837,"personal development podcast, success interviews, entrepreneur conversations, mindset coaching, leadership insights, health optimization, expert interviews, self-improvement, performance psychology, business wisdom","motivational speeches, personal development, self-improvement, mindset mastery, emotional intelligence, life lessons, inspirational quotes, transformative commentary, mental resilience, friendship dynamics"
The Diary of a CEO,UCGq-a57w-aPwyi3pW7XLiHw,Success Mindset ,UCNI7ssiq7aWCkjE9RliSjvg,https://www.youtube.com/@successmindset52-w1v,22600,1,2025-10-26T23:48:51.726367,0.833,"personal development podcast, success interviews, entrepreneur conversations, mindset coaching, leadership insights, health optimization, expert interviews, self-improvement, performance psychology, business wisdom","motivational speech, mindset mastery, personal development, solution-focused thinking, success principles, self-improvement strategies, habit building, mental resilience, life mastery, transformative insights"
The Diary of a CEO,UCGq-a57w-aPwyi3pW7XLiHw,Leila Hormozi,UCxCcu9pet4dljrBLf8R5nwA,https://www.youtube.com/@leilahormozi,1040000,1,2025-10-26T23:39:52.334050,0.832,"personal development podcast, success interviews, entrepreneur conversations, mindset coaching, leadership insights, health optimization, expert interviews, self-improvement, performance psychology, business wisdom","business scaling, personal development, relationship advice, productivity strategies, resilience training, financial mindset, entrepreneurial insights, self-improvement techniques, motivational content, psychological principles"
The Diary of a CEO,UCGq-a57w-aPwyi3pW7XLiHw,Better Ideas,UCtUId5WFnN82GdDy7DgaQ7w,https://www.youtube.com/@betterideas,3010000,1,2025-10-26T23:36:41.711995,0.831,"personal development podcast, success interviews, entrepreneur conversations, mindset coaching, leadership insights, health optimization, expert interviews, self-improvement, performance psychology, business wisdom","motivation strategies, personal development, self-improvement, mental health, productivity hacks, life advice, mindset shifts, habits analysis, overcoming laziness, emotional resilience"
The Diary of a CEO,UCGq-a57w-aPwyi3pW7XLiHw,Hamza,UCWsslCoN3b_wBaFVWK_ye_A,https://www.youtube.com/@hamza97,2240000,1,2025-10-26T23:37:12.878700,0.825,"personal development podcast, success interviews, entrepreneur conversations, mindset coaching, leadership insights, health optimization, expert interviews, self-improvement, performance psychology, business wisdom","self improvement, wholesome chat, success discussion, personal growth, lifestyle advice, relationship insights, journaling practice, community engagement, content creation, motivational guidance"
The Diary of a CEO,UCGq-a57w-aPwyi3pW7XLiHw,Jasmin Siri,UCkFE6GCezYXF1xcqlcaz1tQ,https://www.youtube.com/@jasminsirii,49600,1,2025-10-26T23:46:47.719023,0.82,"personal development podcast, success interviews, entrepreneur conversations, mindset coaching, leadership insights, health optimization, expert interviews, self-improvement, performance psychology, business wisdom","personal growth, mindset coaching, self-help, mindful journaling, creative abundance, wellness discussions, spirituality insights, podcast episodes, emotional resilience, recovery journey"
The Diary of a CEO,UCGq-a57w-aPwyi3pW7XLiHw,Vinh Giang,UC9K9Wnz6t4cLnCdTzAVrXqQ,https://www.youtube.com/@askvinh,3970000,1,2025-10-26T23:36:30.959680,0.805,"personal development podcast, success interviews, entrepreneur conversations, mindset coaching, leadership insights, health optimization, expert interviews, self-improvement, performance psychology, business wisdom","public speaking, communication techniques, personal branding, relationship building, storytelling skills, social connection, quiet confidence, rapport building, self-improvement, learning strategies"
The Diary of a CEO,UCGq-a57w-aPwyi3pW7XLiHw,Dan Martell,UCA-mWX9CvCTVFWRMb9bKc9w,https://www.youtube.com/@danmartell,2050000,1,2025-10-26T23:37:32.810915,0.8,"personal development podcast, success interviews, entrepreneur conversations, mindset coaching, leadership insights, health optimization, expert interviews, self-improvement, performance psychology, business wisdom","business strategy, personal development, ai applications, sales techniques, entrepreneurship advice, mindset transformation, skill acquisition, financial growth, productivity hacks, life improvement"
The Diary of a CEO,UCGq-a57w-aPwyi3pW7XLiHw,Jay Shetty Podcast,UCbk_QsfaFZG6PdQeCvaYXJQ,https://www.youtube.com/@jayshettypodcast.,4880000,1,2025-10-26T23:36:00.547006,0.8,"personal development podcast, success interviews, entrepreneur conversations, mindset coaching, leadership insights, health optimization, expert interviews, self-improvement, performance psychology, business wisdom","self-improvement, mental wellness, positive thinking, emotional resilience, personal growth, self-encouragement, inner dialogue, self-forgiveness, overcoming negativity, mindset transformation"
The Diary of a CEO,UCGq-a57w-aPwyi3pW7XLiHw,Odysseas,UCQjBsscIa_mgEnSvWpm_9vw,https://www.youtube.com/@odysseas__,274000,1,2025-10-26T23:43:09.103515,0.797,"personal development podcast, success interviews, entrepreneur conversations, mindset coaching, leadership insights, health optimization, expert interviews, self-improvement, performance psychology, business wisdom","self-improvement, critical thinking, productivity system, learning techniques, personal development, meaningful boredom, clear speaking, desk setup, interest exploration, book understanding"
The Diary of a CEO,UCGq-a57w-aPwyi3pW7XLiHw,The Big-League Motivation,UCmF7qzCR8jRhTOta93P7y1Q,https://www.youtube.com/@thebigleaguemotivation,206000,1,2025-10-26T23:43:50.062922,0.796,"personal development podcast, success interviews, entrepreneur conversations, mindset coaching, leadership insights, health optimization, expert interviews, self-improvement, performance psychology, business wisdom","motivational content, personal development, relationship advice, mental health, fitness motivation, self-improvement, inspirational messages, action-oriented mindset, emotional well-being, life balance"
The Diary of a CEO,UCGq-a57w-aPwyi3pW7XLiHw,Danny Miranda,UCTRIPyUEXywZg-21vP6mhDg,https://www.youtube.com/@dannymiranda,20000,1,2025-10-26T23:49:02.153896,0.795,"personal development podcast, success interviews, entrepreneur conversations, mindset coaching, leadership insights, health optimization, expert interviews, self-improvement, performance psychology, business wisdom","personal development, relationship advice, breathwork techniques, self-awareness exercises, integrity discussions, meditation practices, transformative experiences, philosophical conversations, emotional healing, mindset coaching"
The Diary of a CEO,UCGq-a57w-aPwyi3pW7XLiHw,Clark Kegley,UC-dmJ79518WlKMbsu50eMTQ,https://www.youtube.com/@clarkkegley,1910000,1,2025-10-26T23:37:42.846419,0.788,"personal development podcast, success interviews, entrepreneur conversations, mindset coaching, leadership insights, health optimization, expert interviews, self-improvement, performance psychology, business wisdom","self-improvement insights, shadow work guide, new age critique, motivational strategies, book recommendations, personal development, mental clarity, social skills, life-changing questions, dopamine awareness"
The Diary of a CEO,UCGq-a57w-aPwyi3pW7XLiHw,Mindvalley Coach,UCmSQvFLvcig5l057tbKQfRw,https://www.youtube.com/@mindvalleycoach,181000,1,2025-10-26T23:44:10.358984,0.772,"personal development podcast, success interviews, entrepreneur conversations, mindset coaching, leadership insights, health optimization, expert interviews, self-improvement, performance psychology, business wisdom","business coaching, personal development, self-sabotage, coaching frameworks, client enrollment, emotional optimization, business growth, mindset transformation, morning routines, coaching mistakes"
The Diary of a CEO,UCGq-a57w-aPwyi3pW7XLiHw,CareerVidz,UCrtPXCqjm9c7nqgJL-vBSZg,https://www.youtube.com/@careervidz,5100000,1,2025-10-26T23:35:50.483264,0.767,"personal development podcast, success interviews, entrepreneur conversations, mindset coaching, leadership insights, health optimization, expert interviews, self-improvement, performance psychology, business wisdom","job interview tips, interview preparation, interview questions, job assessment practice, interview strategies, candidate advice, interview success, job application guidance, interview techniques, hiring process insights"
The Diary of a CEO,UCGq-a57w-aPwyi3pW7XLiHw,SONU SHARMA,UCwrzhaGy4oAHu8clPCVol3g,https://www.youtube.com/@sonusharmamotivation,12700000,1,2025-10-26T23:35:16.206942,0.764,"personal development podcast, success interviews, entrepreneur conversations, mindset coaching, leadership insights, health optimization, expert interviews, self-improvement, performance psychology, business wisdom","motivational content, inspirational stories, corporate training, smartphone addiction, success principles, podcast discussions, personal development, entrepreneurship insights, social media impact, life lessons"
The Diary of a CEO,UCGq-a57w-aPwyi3pW7XLiHw,Inspire Within,UCMV9uC1MAYGKBYFZldfSc3g,https://www.youtube.com/@inspirewithinn,101000,1,2025-10-26T23:45:14.077142,0.76,"personal development podcast, success interviews, entrepreneur conversations, mindset coaching, leadership insights, health optimization, expert interviews, self-improvement, performance psychology, business wisdom","habit formation, personal transformation, addiction recovery, morning routines, student success, self-improvement, mental health, productivity tips, lifestyle changes, overcoming urges"
The Diary of a CEO,UCGq-a57w-aPwyi3pW7XLiHw,MasterClass,UCFk7dqVnBayNPbrMtIwtaSw,https://www.youtube.com/@masterclass,1600000,1,2025-10-26T23:38:25.416271,0.757,"personal development podcast, success interviews, entrepreneur conversations, mindset coaching, leadership insights, health optimization, expert interviews, self-improvement, performance psychology, business wisdom","human behavior, leadership strategies, innovation techniques, parenting science, negotiation skills, decision-making under pressure, career development, body language, high-stakes communication, personal growth"
The Diary of a CEO,UCGq-a57w-aPwyi3pW7XLiHw,all in one,UCUTLYLuN9v5OswFEJ6LYz9Q,https://www.youtube.com/@allinones.,73600,1,2025-10-26T23:45:56.721998,0.754,"personal development podcast, success interviews, entrepreneur conversations, mindset coaching, leadership insights, health optimization, expert interviews, self-improvement, performance psychology, business wisdom","motivational quotes, cricket insights, personal development, leadership advice, emotional moments, character building, success mindset, life lessons, inspirational stories, self-belief"
The Diary of a CEO,UCGq-a57w-aPwyi3pW7XLiHw,JavaScript Conferences by GitNation,UCQM428Hwrvxla8DCgjGONSQ,https://www.youtube.com/@javascriptconferences,15700,1,2025-10-26T23:49:32.480684,0.751,"personal development podcast, success interviews, entrepreneur conversations, mindset coaching, leadership insights, health optimization, expert interviews, self-improvement, performance psychology, business wisdom","leadership insights, ai impact, frontend development, tech leadership, node.js state, web development, engineering challenges, ai adoption, developer surveys, tech conferences"
The Diary of a CEO,UCGq-a57w-aPwyi3pW7XLiHw,Rajiv Talreja,UCYEtmpGBd3jEO1A8sJ4OEMg,https://www.youtube.com/@rajiv.talreja,368000,1,2025-10-26T23:41:42.369314,0.75,"personal development podcast, success interviews, entrepreneur conversations, mindset coaching, leadership insights, health optimization, expert interviews, self-improvement, performance psychology, business wisdom","leadership development, corporate training, marketing strategies, business growth, employee engagement, decision-making skills, management techniques, business milestones, professional development, industry insights"
The Diary of a CEO,UCGq-a57w-aPwyi3pW7XLiHw,The Mindset Mentor Podcast,UCHl3aFKS0bY0d8JwqNysaeA,https://www.youtube.com/@mindsetmentorpodcast,546000,1,2025-10-26T23:40:39.595297,0.7,"personal development podcast, success interviews, entrepreneur conversations, mindset coaching, leadership insights, health optimization, expert interviews, self-improvement, performance psychology, business wisdom","emotional control, personal growth, mindset mastery, confidence building, stress management, self-empowerment, habit formation, positivity practices, transformational advice, motivation strategies"
The Diary of a CEO,UCGq-a57w-aPwyi3pW7XLiHw,Chris Voss,UCk7jHqdlFFDBhC1QIFqi54w,https://www.youtube.com/@negotiationmastery,500000,1,2025-10-26T23:41:00.807194,0.7,"personal development podcast, success interviews, entrepreneur conversations, mindset coaching, leadership insights, health optimization, expert interviews, self-improvement, performance psychology, business wisdom","negotiation strategies, tactical empathy, emotional intelligence, conflict resolution, career advice, procurement insights, deal-making techniques, communication skills, trust-building methods, personal development"
